SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
2M101;chlorure d'acetyle;0
2M102;chlorure de propionyle;0
2M103;chlorure de butyryle;0
2M104;chlorure de chloroacetyle;0
2M105;chlorure d'oxalyle;0
2M106;chlorure d'acrylyle;0
2M107;chlorure de crotonyle;0
2M108;chlorure de benzoyle;0
2M109;chlorure de phtalyle;0
2M200;bromures d'acyle;0
2M300;iodures d'acyle;0
2M400;fluorures d'acyle;0
2N00Z;autre halogenure de sulfonyle;0
2N000;halogenures de sulfonyle;0
2N001;chlorure de methanesulfonyle;0
2N002;chlorure de ptoluenesulfonyle;0
2N003;chlorure de pbromobenzenesulfonyle;0
2P000;nitriles cyanates isocyanates cyanurates;0
2P10A;acetonecyanhydrine;0
2P10B;succinonitrile;0
2P10C;adiponitrile;0
2P10D;cyanamide;0
2P10E;dicyandiamide;0
2P10F;cyanamide calcique;0
2P10G;dicyanamide sodique;0
2P10H;dimethylcyanamide;0
2P10J;cyanogene;0
2P10K;chlorure de cyanogene;0
2P10L;bromure de cyanogene;0
2P10M;cyanoacetamide;0
2P10N;acide cyanoacetique;0
2P10P;cyanoacetate de methyle;0
2P10Q;isocyanomethane;0
2P10R;hydroxybenzonitrile et derives;0
2P10S;bromoxynil;0
2P10T;ioxynil;0
2P10Z;autre nitrile;0
2P100;nitriles;0
2P101;acetonitrile;0
2P102;propionitrile;0
2P103;butyronitrile;0
2P104;isobutyronitrile;0
2P105;acrylonitrile;0
2P106;methacrylonitrile;0
2P107;betahydroxypropionitrile;0
2P108;lactonitrile;0
2P109;glycolonitrile;0
2P20Z;autre cyanate ou isocyanate;0
2P200;cyanates isocyanates;0
2P201;isocyanate de methyle;0
2P202;toluene2.4diisocyanate tdi diisocyanate de toluylene;0
2P203;diphenylmethanediisocyanate mdi diisocyanate de diphenylmeth;0
2P204;isophoronediisocyanate ipdi diisocyanate d'isophorone;0
2P205;hexamethylenediisocyanate hdi diisocyanate d'hexamethylene;0
2P206;cyanate de sodium;0
2P207;cyanate de potassium;0
2P30Z;autre derive cyanure;0
2P300;cyanurates derives cyanures;0
2P301;acide cyanurique;0
2P302;chlorure de cyanuryle;0
2F16Z;autre acrylate;0
2F160;acrylates   T65;0
2F161;acrylate de methyle;0
2F162;acrylate d'ethyle;0
2F17Z;autre methacrylate;0
2F170;methacrylates   T65;0
2F171;methacrylate de methyle;0
2F20Z;autre ester de glycol;0
2F200;esters de glycols;0
2F201;monoacetate d'ethyleneglycol;0
2F202;diacetate d'ethyleneglycol;0
2F203;acetate de l'ether methylique de l'ethyleneglycol;0
2F204;acetate de l'ether ethylique de l'ethyleneglycol;0
2F205;acetate de l'ether methylique du diethyleneglycol;0
2F206;acetate de l'ether ethylique du diethyleneglycol;0
2F207;acetate de l'ether butylique du diethyleneglycol;0
2F300;esters alicycliques;0
2F4Z0;autres esters aromatiques;0
2F400;esters aromatiques;0
2F41Z;autre benzoate;0
2F410;benzoates;0
2F411;benzoate de methyle;0
2F412;benzoate d'ethyle;0
2F42Z;autre salicylate;0
2F420;salicylates;0
2F421;salicylate de methyle;0
2F43Z;autre phtalate;0
2F430;phtalates;0
2F431;phtalate de dimethyle dmp;0
2F432;phtalate de diethyle;0
2F433;phtalate de dibutyle dbp;0
2F434;phtalate de dioctyle dop phtalate de diisooctyle diop;0
2F440;terephtalates;0
2F500;esters heterocycliques;0
2GZ00;autre ester d'acide mineral;0
2G000;esters d'acides mineraux;0
2G10Z;autre carbonate;0
2G100;carbonates;0
2G101;carbonate de dimethyle;0
2G102;carbonate de diethyle;0
2G103;carbonate d'ethylene;0
2G20Z;autre sulfate ou sulfite;0
2G200;sulfates sulfites;0
2G201;sulfate de dimethyle;0
2G202;sulfate de diethyle;0
2G300;phosphates phosphites pyrophosphates thiophosphates;0
2G31Z;autre phosphate ou phosphite ou pyrophosphates ou thiophosph;0
2G310;phosphates phosphites non pesticides;0
2G311;phosphate de trimethyle;0
2G312;phosphate de triethyle;0
2G313;phosphite de triethyle;0
2G314;phosphate de tricresyle tcp;0
2G32A;mevinphos fosdrin;0
2G32B;fenchlorphos ronnel;0
2G32C;schradane;0
2G32D;demetono demetons systox;0
2G32E;tepp;0
2G32F;carbophenothion trithion;0
2G32G;dimethoate;0
2G32H;fenitrothion;0
2G32Z;autre pesticide organophosphore;0
2G320;pesticides organophosphores;0
2G321;chlorthion;0
2G322;dichlorvos ddvp;0
2G323;diazinon;0
2G324;trichlorfon dipterex;0
2G325;epn;0
2G326;isopestox;0
2G327;malathion;0
2G328;parathionmethyl;0
2G329;parathion;0
2G40Z;autre nitrate ou nitrite;0
2G400;nitrates nitrites;0
2G401;nitrate d'ethyle;0
2G402;nitrate d'amyle;0
2G403;dinitrate d'ethyleneglycol;0
2G404;tetranitrate d'erythritol;0
2G405;nitrite d'ethyle;0
2G406;nitrite d'amyle;0
2G50Z;autre silicate;0
2G500;silicates;0
2G501;silicate de methyle;0
2G502;silicate d'ethyle;0
2G600;borates;0
2G700;carbamates thiocarbamates dithiocarbamates   T65;0
2G710;carbamates non substitues organiques ou inorganiques;0
2G720;carbamates substitues organiques ou inorganiques;0
2G730;thiocarbamates et dithiocarbamates non substitues organiques;0
2G740;thiocarbamates et dithiocarbamates  substitues organiques ou;0
2H000;esters sulfoniques thioesters;0
2H10Z;autre ester sulfonique;0
2H100;sulfonates;0
2H101;chlorosulfonate de methyle;0
2H102;chlorosulfonate d'ethyle;0
2H103;methylptoluenesulfonate methyltosilate;0
2H200;thioglycolates  T65;0
2J000;sels d'acides carboxyliques;0
2J10Z;autre sel d'acide carboxylique aliphatique;0
2J100;sels d'acides carboxyliques aliphatiques;0
2J101;acetate de plomb;0
2J102;oxalate de cobalt;0
2J200;sels d'acides carboxyliques alicycliques;0
2J300;sels d'acides carboxyliques aromatiques;0
2C142;dodecylaminoethylglycine   T65;0
2C15Z;autre acide cetonique;0
2C150;acides cetoniques aliphatiques;0
2C151;acide pyruvique;0
2C152;acide levulique;0
2C16Z;autre acide alcool;0
2C160;acides alcools;0
2C161;acide glycolique;0
2C162;acide lactique;0
2C163;acide tartronique;0
2C164;acide malique;0
2C165;acide tartrique;0
2C166;acide saccharique;0
2C167;acide citrique;0
2C20Z;autre acide alicyclique;0
2C200;acides alicycliques;0
2C201;acide naphtoique;0
2C300;acides aromatiques et derives;0
2C31Z;autre acide aromatique;0
2C310;acides aromatiques;0
2C311;acide benzoique;0
2C312;acide otoluique;0
2C313;acide mtoluique;0
2C314;acide ptoluique;0
2C315;acide phtalique;0
2C316;acide terephtalique;0
2C32Z;autre aminoacide aromatique;0
2C320;aminoacides aromatiques;0
2C321;acide paminobenzoique;0
2C322;acide paminosalicylique pas;0
2C323;acide anthranylique acide oaminobenzoique;0
2C33Z;autre acide aromatique substitue;0
2C330;acides aromatiques substitues;0
2C331;acide dichlorophenoxyacetique 2.4d;0
2C332;acide trichlorophenoxyacetique 2.4.5t;0
2C333;acide chloromethylphenoxyacetique mcpa;0
2C334;acide chloromethylphenoxypropanoique;0
2C335;acide chlorobenzoique;0
2C336;acide salicylique acide ohydroxybenzoique;0
2C337;acide nitrobenzoique;0
2C400;acides heterocycliques et derives;0
2C41Z;autre acide heterocyclique;0
2C410;acides heterocycliques;0
2C411;acide nicotique acide nicotinique;0
2C412;acide indolylacetique;0
2C42Z;autre aminoacide heterocyclique;0
2C420;aminoacides heterocycliques;0
2C421;proline;0
2C422;hydroxyproline;0
2C50Z;autre peracide;0
2C500;peracides;0
2C501;acide peracetique;0
2C502;acide mchloroperbenzoique;0
2D000;acides sulfoniques et thioacides;0
2D10Z;autre acide sulfonique;0
2D100;acides sulfoniques;0
2D101;acide methanesulfonique;0
2D102;acide benzenesulfonique;0
2D103;acide ptoluenesulfonique;0
2D104;acide naphtalenesulfonique;0
2D105;acide sulfanilique acide paminobenzenesulfonique;0
2D20Z;autre thioacide;0
2D200;thioacides;0
2D201;acide thioacetique;0
2D202;acide mercaptoacetique acide thioglycolique;0
2D203;acide thiomalique;0
2D204;acide mercaptopropionique   T65;0
2E00A;anhydride himique anhydride 1.2.3.6tetrahydro3.6methanophtal;0
2E00Z;autre anhydride d'acide carboxylique;0
2E005;Anhydride maléique;0
2E006;Anhydride phtalique T66B T66A;0
2E007;Anhydride tetrachlorophtalique T66B T66A;0
2E008;Anydride hexahydrophtalique T66B T66A;0
2E009;Anhydride trimellitique T66B T66A;0
2F000;esters;0
2F1ZZ;autre ester;0
2F1Z0;autres esters aliphatiques;0
2F1Z1;maleate de dimethyle;0
2F1Z2;maleate de diethyle;0
2F1Z3;acetoacetate d'ethyle;0
2F1Z4;pyruvate d'ethyle;0
2F1Z5;orthoformiate de triethyle;0
2F100;esters aliphatiques;0
2F11Z;autre formiate;0
2F110;formiates;0
2F111;formiate de methyle;0
2F112;formiate d'ethyle;0
2F12Z;autre acetate;0
2F120;acetates;0
2F121;acetate de methyle;0
2F122;acetate d'ethyle;0
2F123;acetate de vinyle;0
2F124;acetate d'amyle;0
2F125;triacetine acetate glycerique triacetate de glycerol;0
2F13Z;autre propionate;0
2F130;propionates;0
2F131;propionate de methyle;0
2F132;propionate d'ethyle;0
2F14Z;autre butyrate;0
2F140;butyrates;0
2F141;butyrate de methyle;0
2F142;butyrate d'ethyle;0
2F150;oxalates;0
2A11G;acetonylacetone 2.5hexanedione;0
2A11H;diacetonealcool 4hydroxy4methyl2pentanone;0
2A11Z;autre cetone aliphatique saturee;0
2A110;cetones aliphatiques saturees;0
2A111;acetone dimethylcetone propanone;0
2A112;methylethylcetone 2butanone mek mec;0
2A113;methylpropylcetone 2pentanone;0
2A114;methylisopropylcetone 3methyl2butanone;0
2A115;methylbutylcetone 2hexanone mbk mbc;0
2A116;methylisobutylcetone 4methyl2pentanone mibk mibc;0
2A117;methylamylcetone 2heptanone;0
2A118;ethylbutylcetone 3heptanone;0
2A119;dipropylcetone 4heptanone;0
2A12Z;autre cetone aliphatique insaturee;0
2A120;cetones aliphatiques insaturees;0
2A121;oxyde de mesityle 4methylpent3en2one;0
2A122;phorone 2.6dimethylhepta2.5dien4one;0
2A123;citral geranial;0
2A20A;camphre;0
2A20Z;autre cetone alicyclique;0
2A200;cetones alicycliques;0
2A201;cyclopentanone;0
2A202;cyclohexanone;0
2A203;methylcyclohexanone;0
2A204;cyclohexenone;0
2A205;isophorone 3.5.5trimethylcyclohex2en1one;0
2A206;muscone;0
2A207;civetone;0
2A208;alphaionone betaionone;0
2A209;carvone;0
2A30Z;autre cetone aromatique;0
2A300;cetones aromatiques;0
2A301;acetophenone;0
2A302;benzophenone;0
2A400;cetones heterocycliques;0
2A401;benzisothiazoline3one   T65;0
2A50Z;autre quinone;0
2A500;quinones;0
2A501;pbenzoquinone;0
2A502;obenzoquinone;0
2A503;1.4naphtoquinone;0
2A504;2methyl1.4naphtoquinone;0
2A505;vitamine k1 vitamine k2;0
2A506;anthraquinone;0
2A507;alizarine 1.2dioxyanthraquinone;0
2A60Z;autre cetene;0
2A600;cetenes;0
2A601;cetene;0
2A602;dicetene;0
2B000;acetals;0
2B10Z;autre acetal aliphatique;0
2B100;acetals aliphatiques;0
2B101;methylal dimethoxymethane;0
2B102;ethylal diethoxymethane;0
2B103;acetal diethylal 1.1diethoxyethane;0
2B104;dichloroethylformal;0
2B105;chloracetal;0
2B106;hydrate de chloral;0
2B107;cetoacetal 4.4dimethoxy2butanone;0
2B200;acetals alicycliques;0
2B300;acetals aromatiques;0
2B400;acetals heterocycliques;0
2CZ00;autre acide ou peracide carboxylique;0
2C000;acides et peracides carboxyliques;0
2C100;acides aliphatiques et derives;0
2C11A;acide oxalique;0
2C11B;acide succinique;0
2C11C;acide glutarique;0
2C11D;acide adipique;0
2C11E;acide sebacique;0
2C11Z;autre acide aliphatique sature;0
2C110;acides aliphatiques satures;0
2C111;acide formique;0
2C112;acide acetique;0
2C113;acide propionique;0
2C114;acide butyrique;0
2C115;acide isobutyrique;0
2C116;acide valerianique;0
2C117;acide isovalerianique;0
2C118;acide caproique;0
2C119;acide isocaproique;0
2C12Z;autre acide aliphatique insature;0
2C120;acides aliphatiques insatures;0
2C121;acide acrylique;0
2C122;acide crotonique;0
2C123;acide methacrylique;0
2C124;acide oleique;0
2C125;acide linoleique;0
2C126;acide linolenique;0
2C127;acide fumarique;0
2C128;acide maleique;0
2C13Z;autre acide aliphatique halogene;0
2C130;acides aliphatiques halogenes;0
2C131;acide chloracetique;0
2C132;acide dichloracetique;0
2C133;acide trichloracetique;0
2C134;acide bromoacetique;0
2C135;acide iodoacetique;0
2C136;acide fluoroacetique acide fluoracetique;0
2C137;acide trifluoroacetique acide trifluoracetique;0
2C14Z;autre aminoacide;0
2C140;aminoacides aliphatiques;0
2C141;acide aminoacetique glycine glycocolle;0
1SI40;silicates inorganiques aluminosilicates inorganiques non des;0
1SM00;composes inorganiques du samarium;0
1SM01;samarium;0
1SN00;composes inorganiques de l'etain;0
1SN01;etain;0
1SN02;hydrure d'etain;0
1SN10;oxydes d'etain;0
1SN11;bioxyde d'etain;0
1SN20;sels d'etain non designes par ailleurs;0
1SN21;chlorure d'etain;0
1SR00;composes inorganiques du strontium;0
1SR01;strontium;0
1S0A1;acide sulfurique;0
1S0C0;composes carbones du soufre;0
1S0C1;sulfure de carbone;0
1S0C2;sulfure de carbonyle;0
1S0LZ;autre compose chlore du soufre;0
1S0L0;composes chlores du soufre;0
1S0L1;monochlorure de soufre;0
1S0L2;chlorure de sulfuryle;0
1S0L3;chlorure de thionyle;0
1S0Z0;autre compose inorganique du soufre non classe;0
1S000;composes inorganiques du soufre sauf acides;0
1S001;soufre;0
1S002;hydrogene sulfure;0
1S01Z;autre oxyde de soufre;0
1S010;oxydes de soufre;0
1S011;anhydride sulfureux;0
1S012;anhydride sulfurique;0
1S030;sulfites bisulfites inorganiques non designes par ailleurs;0
1S040;sulfates inorganiques non designes par ailleurs;0
1S041;sulfate d'ammonium;0
1S050;persulfates inorganiques non designes par ailleurs;0
1S060;thiosulfates inorganiques hyposulfites inorganiques non desi;0
1S080;sulfures inorganiques non designes par ailleurs;0
1S081;sulfure de sodium;0
1S082;sulfure de calcium;0
1TA00;composes inorganiques du tantale;0
1TA01;tantale;0
1TB00;composes inorganiques du terbium;0
1TB01;terbium;0
1TC00;composes inorganiques du technecium;0
1TC01;technecium;0
1TE00;composes inorganiques du tellure;0
1TE01;tellure;0
1TH00;composes inorganiques du thorium;0
1TH01;thorium;0
1TI00;composes inorganiques du titane;0
1TI01;titane;0
1TL00;composes inorganiques du thallium;0
1TL01;thallium;0
1TL02;composes thalleux;0
1TL03;composes thalliques;0
1TL21;sulfate de thallium;0
1TM00;composes inorganiques du thulium;0
1TM01;thulium;0
1U000;composes inorganiques de l'uranium;0
1U001;uranium;0
1V0Z0;autre compose inorganique du vanadium non classe;0
1V000;composes inorganiques du vanadium;0
1V001;vanadium;0
1V010;oxydes de vanadium;0
1V011;bioxyde de vanadium;0
1V012;trioxyde de vanadium;0
1V013;pentoxyde de vanadium;0
1V02Z;autre sel de vanadium;0
1V020;sels de vanadium non designes par ailleurs;0
1V021;chloroplatinate de vanadium;0
1W000;composes inorganiques du tungstene;0
1W001;tungstene;0
1XE01;xenon;0
1YB00;composes inorganiques de l'ytterbium;0
1YB01;ytterbium;0
1Y000;composes inorganiques de l'yttrium;0
1Y001;yttrium;0
1ZNZ0;autre compose inorganique du zinc non classe;0
1ZN00;composes inorganiques du zinc;0
1ZN01;zinc;0
1ZN10;oxydes de zinc;0
1ZN20;sels de zinc non designes par ailleurs;0
1ZN21;chlorure de zinc;0
1ZN22;sulfate de zinc;0
1ZRZ0;autre compose inorganique du zirconium non classe;0
1ZR00;composes inorganiques du zirconium;0
1ZR01;zirconium;0
1ZR10;oxydes de zirconium;0
1Z0A0;autre acide inorganique;0
1Z0B0;autre base inorganique;0
1Z000;substance inorganique non classee ailleurs;0
1Z100;autre compose inorganique des metaux non classe ailleurs;0
1Z200;autre compose inorganique des metalloides non classe ailleur;0
1Z300;terres rares (composés inorganiques);0
100A0;acides inorganiques anhydres et solutions;0
100B0;bases inorganiques anhydres et solutions;0
10000;composes inorganiques;0
2A000;cetones quinones cetenes;0
2A100;cetones aliphatiques;0
2A11A;methylhexylcetone 2octanone;0
2A11B;ethylamylcetone 3octanone;0
2A11C;diisobutylcetone 2.6dimethyl4heptaone;0
2A11D;2.6.8trimethyl4nonanone;0
2A11E;diacetyl;0
2A11F;acetylacetone 2.4pentanedione;0
1O010;peroxydes inorganiques;0
1O011;peroxyde d'hydrogene eau oxygenee;0
1PA00;composes inorganiques du protoactinium;0
1PA01;protoactinium;0
1PBZ0;autre compose inorganique du plomb non classe;0
1PB00;composes inorganiques du plomb;0
1PB01;plomb;0
1PB10;oxydes de plomb;0
1PB11;monoxyde de plomb;0
1PB12;bioxyde de plomb;0
1PB20;sels inorganiques de plomb non designes par ailleurs;0
1PB21;sulfure de plomb;0
1PB22;bromure de plomb;0
1PB23;fluorure de plomb;0
1PB24;nitrate de plomb;0
1PB25;sulfate de plomb;0
1PB26;silicate de plomb;0
1PB27;titanate de plomb;0
1PB28;antimoniate de plomb;0
1PD00;composes inorganiques du palladium;0
1PD01;palladium;0
1PM00;composes inorganiques du promethium;0
1PM01;promethium;0
1PO00;composes inorganiques du polonium;0
1PO01;polonium;0
1PR00;composes inorganiques du praseodyme;0
1PR01;praseodyme;0
1PTA1;acide chloroplatinique;0
1PT00;composes inorganiques du platine;0
1PT01;platine;0
1PT10;chloroplatinates alcalins;0
1PT30;chloroplatinates inorganiques;0
1PU00;composes inorganiques du plutonium;0
1PU01;plutonium;0
1P0A1;acide phosphorique;0
1P0LZ;autre compose chlore du phosphore;0
1P0L0;composes chlores du phosphore;0
1P0L1;trichlorure de phosphore;0
1P0L2;pentachlorure de phosphore;0
1P0L3;oxychlorure de phosphore;0
1P0SZ;autre compose soufre du phosphore;0
1P0S0;composes soufres du phosphore;0
1P0S1;trisulfure de phosphore;0
1P0S2;sesquisulfure de phosphore;0
1P0Z0;autre compose inorganique du phosphore non classe;0
1P000;composes inorganiques du phosphore sauf acides;0
1P001;phosphore;0
1P002;hydrogene phosphore phosphine;0
1P01Z;autre oxyde de phosphore;0
1P010;oxydes de phosphore;0
1P011;anhydride phosphoreux;0
1P012;anhydride phosphorique pentoxyde de phosphore;0
1P030;phosphites inorganiques non designes par ailleurs;0
1P040;phosphates inorganiques non designes par ailleurs;0
1P080;phosphures inorganiques non designes par ailleurs;0
1P090;composes du phosphonium;0
1RA00;composes inorganiques du radium;0
1RA01;radium;0
1RB00;composes inorganiques du rubidium;0
1RB01;rubidium;0
1RE00;composes inorganiques du rhenium;0
1RE01;rhenium;0
1RF00;composes inorganiques du rutherfordium;0
1RF01;rutherfordium;0
1RH00;composes inorganiques du rhodium;0
1RH01;rhodium;0
1RN01;radon;0
1RU00;composes inorganiques du ruthenium;0
1RU01;ruthenium;0
1SBZ0;autre compose inorganique de l'antimoine non classe;0
1SB00;composes inorganiques de l'antimoine;0
1SB01;antimoine;0
1SB02;hydrogene antimonie;0
1SB10;oxydes d'antimoine;0
1SB11;trioxyde d'antimoine;0
1SB12;pentoxyde d'antimoine;0
1SB20;sels d'antimoine non designes par ailleurs;0
1SB21;sulfure d'antimoine;0
1SB22;trisulfure d'antimoine;0
1SC00;composes inorganiques du scandium;0
1SC01;scandium;0
1SEZ0;autre compose inorganique du selenium non classe;0
1SE00;composes inorganiques du selenium;0
1SE01;selenium;0
1SE02;hydrogene selenie;0
1SE10;oxydes de selenium;0
1SE11;bioxyde de selenium;0
1SE20;sels de selenium non designes par ailleurs;0
1SE21;hexafluorure de selenium;0
1SE22;oxychlorure de selenium;0
1SE30;seleniures inorganiques non designes par ailleurs;0
1SE40;selenites inorganiques non designes par ailleurs;0
1SE50;selenates inorganiques non designes par ailleurs;0
1SIA1;acide hexafluorosilicique;0
1SIFZ;autre compose fluore du silicium;0
