"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"AEJA001";"Parage et fermeture de plaie pénétrante vertébrospinale, par abord antérieur ou antérolatéral";"ADC"
"AEJA005";"Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord postérieur";"ADC"
"AEJA002";"Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord antérieur ou antérolatéral";"ADC"
"AFSA002";"Fermeture d'un spina bifida avec méningocèle, par abord postérieur";"ADC"
"AFSA001";"Fermeture d'un spina bifida avec myéloméningocèle, par abord postérieur";"ADC"
"AEPA004";"Libération d'une diastématomyélie, par abord postérieur";"ADC"
"AFFA006";"Exérèse d'une fistule dermique avec prolongement intradural rachidien";"ADC"
"AEJA003";"Évacuation d'hématome intraspinal [hématomyélie]";"ADC"
"AFLB008";"Pose d'un cathéter péridural [épidural], avec pose d'un système diffuseur ou d'une pompe implantable souscutané";"ADC"
"AFLA003";"Pose d'un cathéter intrathécal ou intrakystique spinal, avec pose d'un système diffuseur ou d'une pompe implantable souscutané";"ADC"
"AFGA001";"Ablation d'un système diffuseur ou d'une pompe implanté souscutané et du cathéter péridural [épidural] ou intrathécal spinal";"ADC"
"AFKB002";"Changement d'un cathéter péridural [épidural] relié à un système diffuseur ou à une pompe implanté souscutané";"ADC"
"AFKB001";"Changement d'un cathéter intrathécal spinal relié à un système diffuseur ou une pompe implanté souscutané";"ATM"
"QZKA001";"Changement d'un système diffuseur ou d'une pompe implanté souscutané sans changement du cathéter péridural [épidural] ou intrathécal spinal";"ADC"
"AFLB007";"Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, sans guidage";"ATM"
"AFLB001";"Injection péridurale [épidurale] de sang autologue [Blood patch]";"ATM"
"AFLH001";"Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, par voie transcutanée avec guidage radiologique";"ATM"
"AFLB006";"Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée sans guidage";"ATM"
"AFLH002";"Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée avec guidage radiologique";"ATM"
"AFLB003";"Séance d'injection intrathécale d'agent pharmacologique anticancéreux, par voie transcutanée";"ATM"
"AFLB013";"Séance d'administration intrathécale d'agent pharmacologique anticancéreux, par un dispositif implanté";"ATM"
"AFLB017";"Administration péridurale [épidurale] d'agent pharmacologique au long cours";"ATM"
"AFLB016";"Administration intrathécale ou intrakystique spinale d'agent pharmacologique au long cours";"ATM"
"QZMP004";"Remplissage secondaire ou reprogrammation d'une pompe souscutanée à infusion continue du système nerveux central";"ATM"
"AFJB002";"Évacuation de liquide cérébrospinal, par voie transcutanée lombale";"ATM"
"AFJA001";"Évacuation d'hématome péridural [épidural] rachidien, par abord direct";"ADC"
"AFJA004";"Évacuation d'hématome péridural [épidural] rachidien postopératoire, par abord direct";"ADC"
"AFJA003";"Évacuation d'hématome intradural rachidien, par abord direct";"ADC"
"AFPA001";"Mise à plat de lésion infectieuse péridurale rachidienne et/ou paravertébrale postopératoire [sepsis], par abord direct";"ADC"
"AFCA004";"Dérivation externe du liquide cérébrospinal subarachnoïdien rachidien";"ATM"
"AFCA002";"Dérivation lombopéritonéale du liquide cérébrospinal subarachnoïdien rachidien, par abord direct";"ADC"
"AFCA001";"Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale dans l'espace subarachnoïdien rachidien, par abord direct";"ADC"
"AFCA003";"Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale en dehors de l'espace subarachnoïdien rachidien, par abord direct";"ADC"
"AFGA002";"Ablation d'une dérivation interne intraspinale du liquide cérébrospinal rachidien, par abord direct";"ADC"
"AFJA002";"Parage d'une épidurite et/ou d'une spondylodiscite sans reconstruction vertébrale, par abord direct";"ADC"
"AFJA005";"Parage d'une épidurite et/ou d'une spondylodiscite avec reconstruction vertébrale par greffe et/ou ostéosynthèse, par abord direct";"ADC"
"AFFA004";"Exérèse de kyste méningé intracanalaire vertébral, par abord postérieur";"ADC"
"AFSA003";"Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire spinale";"ADC"
"AFFA007";"Exérèse de tumeur intradurale extraspinale, par abord postérieur ou postérolatéral";"ADC"
"AFFA001";"Exérèse de tumeur intradurale extraspinale sans reconstruction vertébrale, par abord antérieur ou antérolatéral";"ADC"
"AFFA009";"Exérèse de tumeur intradurale extraspinale avec reconstruction vertébrale, par abord antérieur ou antérolatéral";"ADC"
"AFFA010";"Exérèse de tumeur épidurale rachidienne, par abord postérieur";"ADC"
"AFFA005";"Exérèse de tumeur épidurale rachidienne avec ostéosynthèse vertébrale, par abord postérieur";"ADC"
"AFFA003";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord postérieur ou postérolatéral";"ADC"
"AFFA008";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord antérieur ou antérolatéral";"ADC"
"AFFA002";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord postérieur ou postérolatéral";"ADC"
"AFFA011";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord antérieur ou antérolatéral";"ADC"
"ABMP001";"Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable";"ATM"
"ABMA002";"Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct";"ADC"
"ABGA002";"Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct";"ADC"
"AALB001";"Implantation d’électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique";"ADC"
"AALA900";"Implantation d’électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie";"ADC"
"AELB002";"Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par voie transcutanée";"ATM"
"AELB001";"Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique";"ATM"
"AELA001";"Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct";"ADC"
"AALA004";"Implantation souscutanée d'un générateur de stimulation cérébrale";"ADC"
"AELA002";"Implantation souscutanée d'un générateur de stimulation de la moelle épinière";"ADC"
"AAMP387";"Réglage secondaire d’un paramètre de système de stimulation cérébrale profonde";"ATM"
"AAMP173";"Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde";"ATM"
"AAMP003";"Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]";"ATM"
"AEMP491";"Réglage secondaire ou reprogrammation d'un générateur souscutané de stimulation de la moelle épinière";"ATM"
"AAGB001";"Ablation d’électrode intracérébrale";"ATM"
"AAGA900";"Ablation d’électrode corticale cérébrale, par craniotomie";"ADC"
"AEGB001";"Ablation d’électrode de stimulation de la moelle épinière, par voie transcutanée";"ATM"
"AEGA001";"Ablation d’électrode de stimulation de la moelle épinière, par abord direct";"ADC"
"AZGA001";"Ablation d'un générateur souscutané de stimulation du système nerveux central";"ADC"
"AAKA001";"Changement d'un générateur souscutané de stimulation cérébrale";"ADC"
"AEKA001";"Changement d'un générateur souscutané de stimulation de la moelle épinière";"ADC"
"ADPA020";"Décompression du nerf optique, par abord orbitaire";"ADC"
"ADPA001";"Décompression du nerf optique, par craniotomie";"ADC"
"ADPA023";"Décompression du nerf optique, par abord transsinusien [transethmoïdal]";"ADC"
"ADLB001";"Infiltration thérapeutique de branche terminale du nerf trijumeau";"ATM"
"ADNB001";"Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage";"ATM"
"ADNH002";"Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée avec guidage radiologique";"ATM"
"ADPA016";"Décompression du nerf infraorbitaire, par abord direct";"ADC"
"ADPA004";"Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal";"ADC"
"ADCA004";"Déroutement du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal";"ADC"
"ADPA003";"Section d'une branche extracrânienne du nerf trijumeau, par abord direct";"ADC"
"ADCA002";"Suture de plaie du nerf facial extrapétreux";"ADC"
"ADEA001";"Autogreffe du nerf facial, par abord transmastoïdien";"ADC"
"ADEA004";"Autogreffe du nerf facial, par abord suprapétreux et/ou par abord rétrosigmoïdien";"ADC"
"ADEA003";"Autogreffe du nerf facial avec déroutement, par abord translabyrinthique";"ADC"
"ADEA002";"Autogreffe du nerf facial extrapétreux";"ADC"
"ADPA008";"Décompression du nerf facial, par abord transmastoïdien";"ADC"
"ADPA011";"Décompression du nerf facial, par abord suprapétreux";"ADC"
"ADPA021";"Décompression du nerf facial, par abord transmastoïdien et par abord suprapétreux";"ADC"
"ADCA001";"Déroutement et suture du nerf facial, par abord transmastoïdien";"ADC"
"ADCA003";"Déroutement et suture du nerf facial, par abord suprapétreux";"ADC"
"ADCA007";"Déroutement et suture du nerf facial, par abord translabyrinthique";"ADC"
"ADPA015";"Section du nerf du canal ptérygoïdien [Neurotomie vidienne]";"ADC"
"ADPA009";"Section des nerfs pétreux, par abord suprapétreux";"ADC"
"ADFA004";"Exérèse de lésion du nerf facial intrapétreux avec réparation immédiate";"ADC"
"ADFA003";"Exérèse de lésion du nerf facial extrapétreux sans réparation immédiate";"ADC"
"ADFA006";"Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate";"ADC"
"ADPA007";"Neurotomie vestibulaire, par abord suprapétreux";"ADC"
"ADPA005";"Neurotomie vestibulaire, par abord translabyrinthique";"ADC"
"ADPA010";"Neurotomie vestibulaire, par abord rétrolabyrinthique";"ADC"
"ADPA017";"Section du nerf tympanique [de Jacobson] dans le cavum tympanique";"ADC"
"ADPA012";"Section du nerf ampullaire postérieur";"ADC"
"ADPC004";"Vagotomie tronculaire, par thoracoscopie";"ADC"
"ADPA014";"Vagotomie tronculaire, par thoracotomie";"ADC"
"ADPC001";"Vagotomie tronculaire, par cœlioscopie";"ADC"
"ADPA022";"Vagotomie tronculaire, par laparotomie";"ADC"
"ADPA018";"Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie";"ADC"
"ADPA024";"Vagotomie tronculaire avec antrectomie gastrique, par laparotomie";"ADC"
"ADPC003";"Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par cœlioscopie";"ADC"
"ADPA002";"Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par laparotomie";"ADC"
"ADPC002";"Vagotomie suprasélective, par cœlioscopie";"ADC"
"ADPA019";"Vagotomie suprasélective, par laparotomie";"ADC"
"ADLA001";"Implantation d'un stimulateur du nerf vague, par abord direct";"ADC"
"ADKA001";"Changement d'un générateur de stimulation du nerf vague, par abord direct";"ADC"
"ADGA001";"Ablation d'un générateur de stimulation du nerf vague, par abord direct";"ADC"
"ADNH001";"Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique";"ATM"
"ADCA006";"Suture de plaie d'un nerf crânien, par craniotomie";"ADC"
"ACPA001";"Libération d'un conflit vasculonerveux intracrânien, par craniotomie";"ADC"
"ADEA005";"Autogreffe de nerf crânien, par craniotomie";"ADC"
"ADPC900";"Section de nerf crânien, par vidéochirurgie intracrânienne";"ADC"
"ADPA013";"Section de nerf crânien, par abord infraoccipital rétrosigmoïdien";"ADC"
"ADCA005";"Anastomose extracrânienne entre deux nerfs crâniens";"ADC"
"ADFA005";"Exérèse de lésion extracrânienne d'un nerf crânien sans réparation immédiate";"ADC"
"ADFA002";"Exérèse de lésion extracrânienne d'un nerf crânien avec réparation immédiate par autogreffe";"ADC"
"KFFA001";"Exérèse de tumeur parapharyngienne, par cervicotomie";"ADC"
"AHLB003";"Infiltration thérapeutique unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold]";"ATM"
"AHNB002";"Destruction sélective unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold], par voie transcutanée";"ATM"
"AHFA002";"Exérèse de tumeur nerveuse cervicale superficielle, par cervicotomie";"ADC"
"AHFA010";"Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie";"ADC"
"AHFA011";"Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie et par thoracotomie";"ADC"
"AHCA007";"Suture de plaie d'un nerf cervicofacial, par abord direct";"ADC"
"AHEA012";"Autogreffe d'un nerf cervicofacial, par abord direct";"ADC"
"AHLB016";"Infiltration thérapeutique du plexus brachial";"ATM"
"AHLB001";"Bloc anesthésique continu du plexus brachial";"ATM"
"AHCA001";"Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire";"ADC"
"AHCA022";"Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord infraclaviculaire";"ADC"
"AHCA020";"Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire";"ADC"
"AHEA018";"Autogreffe pédiculée du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire";"ADC"
"AHPA020";"Libération du plexus brachial, par abord infraclaviculaire";"ADC"
"AHPA004";"Libération du plexus brachial avec scalénotomie, par abord supraclaviculaire";"ADC"
"AHPA005";"Libération du plexus brachial avec scalénotomie et ablation de côte cervicale, par abord supraclaviculaire";"ADC"
"AHPA006";"Libération du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire";"ADC"
"AHFA008";"Exérèse de tumeur du plexus brachial ou du plexus lombosacral avec réparation immédiate, par abord direct";"ADC"
"AHLB006";"Infiltration thérapeutique du nerf médian dans le canal carpien";"ATM"
"AHCA019";"Suture de plaie du nerf circonflexe, par abord direct";"ADC"
"AHCA005";"Suture de plaie du nerf musculocutané, par abord direct";"ADC"
"AHCA009";"Suture de plaie du nerf radial au bras ou au coude, par abord direct";"ADC"
