SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
N164;Maladie renale tubulo-interstitielle au cours d'affections d;0
N165;Maladie renale tubulo-interstitielle au cours d'un rejet de;0
N168;Maladie renale tubulo-interstitielle au cours d'autres malad;0
N16X;Maladies renales tubulo-interstitielles au cours de maladies;0
N170;Insuffisance renale aigue avec necrose tubulaire;0
N171;Insuffisance renale aigue avec necrose corticale aigue;0
N172;Insuffisance renale aigue avec necrose medullaire;0
N178;Autres insuffisances renales aigues;0
N179;Insuffisance renale aigue  sans precision;0
N17X;Insuffisance renale aigue;0
N180;Insuffisance renale terminale;0
N188;Autres insuffisances renales chroniques;0
N189;Insuffisance renale chronique  sans precision;0
N18X;Insuffisance renale chronique;0
N19X;Insuffisance renale  sans precision;0
N200;Calcul du rein;0
N201;Calcul de l'uretere;0
N202;Calcul du rein avec calcul de l'uretere;0
N209;Calcul urinaire  sans precision;0
N20X;Calcul du rein et de l'uretere;0
N210;Calcul de la vessie;0
N211;Calcul de l'uretre;0
N218;Autres calculs des voies urinaires inferieures;0
N219;Calcul des voies urinaires inferieures  sans precision;0
N21X;Calcul des voies urinaires inferieures;0
N220;Calcul urinaire au cours de schistosomiase (bilharziose) (B6;0
N228;Calcul des voies urinaires au cours d'autres maladies classe;0
N22X;Calcul des voies urinaires au cours de maladies classees ail;0
N23X;Colique nephretique  sans precision;0
N250;Osteodystrophie renale;0
N251;Diabete insipide nephrogenique;0
N258;Autres affections dues a une tubulopathie;0
N259;Affection due a un tubulopathie  sans precision;0
N25X;Affections dues a une tubulopathie;0
N26X;Rein sclereux  sans precision;0
N270;Petit rein unilateral;0
N271;Petit rein bilateral;0
N279;Petit rein  sans precision;0
N27X;Petit rein de cause inconnue;0
N280;Ischemie et infarctus du rein;0
N281;Kyste du rein  acquis;0
N288;Autres affections precisees du rein et de l'uretere;0
N289;Affection du rein et de l'uretere  sans precision;0
N28X;Autres affections du rein et de l'uretere  non classees aill;0
N290;Syphilis tardive du rein (A52.7);0
N291;Autres affections du rein et de l'uretere au cours de maladi;0
N298;Autres affections du rein et de l'uretere au cours d'autres;0
N29X;Autres affections du rein et de l'uretere au cours de maladi;0
N300;Cystite aigue;0
N301;Cystite interstitielle (chronique);0
N302;Autres cystites chroniques;0
N303;Trigonite;0
N304;Cystite due a une irradiation;0
N308;Autres cystites;0
N309;Cystite  sans precision;0
N30X;Cystite;0
N310;Vessie neurogene non inhibee  non classee ailleurs;0
N311;Vessie neurogene reflexe  non classee ailleurs;0
N312;Vessie neurogene flasque (peripherique)  non classee ailleur;0
N318;Autres dysfonctionnements neuromusculaires de la vessie;0
P138;Lesions d'autres parties du squelette dues a un traumatisme;0
P139;Lesion du squelette due a un traumatisme obstetrical  sans p;0
P13X;Lesion du squelette due a un traumatisme obstetrical;0
P140;Paralysie de Duchenne-Erb due a un traumatisme obstetrical;0
P141;Paralysie de Dejerine-Klumpke due a un traumatisme obstetric;0
P142;Paralysie du nerf phrenique due a un traumatisme obstetrical;0
P143;Autres lesions du plexus brachial dues a un traumatisme obst;0
P148;Lesions d'autres parties du systeme nerveux peripherique due;0
P149;Lesion du systeme nerveux peripherique due a un traumatisme;0
P14X;Lesion du systeme nerveux peripherique due a un traumatisme;0
P150;Traumatisme obstetrical du foie;0
P151;Traumatisme obstetrical de la rate;0
P152;Lesion sterno-cleido-mastoidienne due a un traumatisme obste;0
P153;Lesion de l'oeil due a un traumatisme obstetrical;0
P154;Lesion faciale due a un traumatisme obstetrical;0
P155;Lesion des organes genitaux externes due a un traumatisme ob;0
P156;Adiponecrose sous-cutanee due a un traumatisme obstetrical;0
P158;Autres traumatismes obstetricaux precises;0
P159;Traumatisme obstetrical  sans precision;0
P15X;Autres traumatismes obstetricaux;0
P200;Hypoxie intra-uterine constatee pour la premiere fois avant;0
P201;Hypoxie intra-uterine constatee pour la premiere fois pendan;0
P209;Hypoxie intra-uterine  sans precision;0
P20X;Hypoxie intra-uterine;0
P210;Asphyxie obstetricale grave;0
P211;Asphyxie obstetricale legere ou moderee;0
P219;Asphyxie obstetricale  sans precision;0
P21X;Asphyxie obstetricale;0
P220;Syndrome de detresse respiratoire du nouveau-ne;0
P221;Tachypnee transitoire du nouveau-ne;0
P228;Autres detresses respiratoires du nouveau-ne;0
P229;Detresse respiratoire du nouveau-ne  sans precision;0
P22X;Detresse respiratoire du nouveau-ne;0
P230;Pneumopathie congenitale due a un agent viral;0
P231;Pneumopathie congenitale a Chlamydia;0
P232;Pneumopathie congenitale a staphylocoques;0
P233;Pneumopathie congenitale a streptocoques  groupe B;0
P234;Pneumopathie congenitale a Escherichia coli;0
P235;Pneumopathie congenitale a Pseudomonas;0
P236;Pneumopathie congenitale due a d'autres agents bacteriens;0
P238;Pneumopathie congenitale due a d'autres micro-organismes;0
P239;Pneumopathie congenitale  sans precision;0
P23X;Pneumopathie congenitale;0
P240;Aspiration neonatale de meconium;0
P241;Aspiration neonatale de liquide amniotique et de mucus;0
P242;Aspiration neonatale de sang;0
P243;Aspiration neonatale de lait et d'aliments regurgites;0
P248;Autres syndromes neonatals d'aspiration;0
P249;Syndrome neonatal d'aspiration  sans precision;0
P24X;Syndromes neonatals d'aspiration;0
P250;Emphyseme interstitiel survenant pendant la periode perinata;0
P251;Pneumothorax survenant pendant la periode perinatale;0
P252;Pneumomediastin survenant pendant la periode perinatale;0
P253;Pneumopericarde survenant pendant la periode perinatale;0
P258;Autres affections apparentees a l'emphyseme interstitiel sur;0
P25X;Emphyseme interstitiel et affections apparentees survenant p;0
P260;Hemorragie tracheobronchique survenant pendant la periode pe;0
P261;Hemorragie pulmonaire massive survenant pendant la periode p;0
P268;Autres hemorragies pulmonaires survenant pendant la periode;0
P269;Hemorragie pulmonaire non precisee survenant pendant la peri;0
P26X;Hemorragie pulmonaire survenant pendant la periode perinatal;0
P270;Syndrome de Wilson-Mikity;0
P271;Dysplasie broncho-pulmonaire survenant pendant la periode pe;0
P278;Autres maladies respiratoires chroniques survenant pendant l;0
R064;Hyperventilation;0
R065;Respiration par la bouche;0
R066;Hoquet;0
R067;Eternuement;0
R068;Anomalies de la respiration  autres et non precisees;0
R06X;Anomalies de la respiration;0
R070;Douleur de la gorge;0
R071;Douleur thoracique respiratoire;0
R072;Douleur precordiale;0
R073;Autres douleurs thoraciques;0
R074;Douleur thoracique  sans precision;0
R07X;Douleur au niveau de la gorge et du thorax;0
R090;Asphyxie;0
R091;Inflammation de la plevre;0
R092;Arret respiratoire;0
R093;Expectoration anormale;0
R098;Autres symptomes et signes precises relatifs aux appareils c;0
R09X;Autres symptomes et signes relatifs aux appareils circulatoi;0
R100;Syndrome abdominal aigu;0
R101;Douleur localisee a la partie superieure de l'abdomen;0
R102;Douleur pelvienne et perineale;0
R103;Douleur localisee a d'autres parties inferieures de l'abdome;0
R104;Douleurs abdominales  autres et non precisees;0
R10X;Douleur abdominale et pelvienne;0
R11X;Nausees et vomissements;0
R12X;Pyrosis;0
R13X;Dysphagie;0
R14X;Flatulence et troubles apparentes;0
R15X;Incontinence des matieres fecales;0
R160;Hepatomegalie  non classee ailleurs;0
R161;Splenomegalie  non classee ailleurs;0
R162;Hepatomegalie avec splenomegalie  non classees ailleurs;0
R16X;Hepatomegalie et splenomegalie  non classees ailleurs;0
R17X;Ictere  sans precision;0
R18X;Ascite;0
R190;Tumefaction et masse intra-abdominales et pelviennes;0
R191;Bruits abdominaux anormaux;0
R192;Peristaltisme apparent;0
R193;Contracture abdominale;0
R194;Modification du transit intestinal;0
R195;Autres anomalies des matieres fecales;0
R196;Haleine fetide;0
R198;Autres symptomes et signes precises relatifs a l'appareil di;0
R19X;Autres symptomes et signes relatifs a l'appareil digestif et;0
R200;Anesthesie cutanee;0
R201;Hypoesthesie cutanee;0
R202;Paresthesie cutanee;0
R203;Hyperesthesie;0
R208;Troubles de la sensibilite cutanee  autres et non precises;0
R20X;Troubles de la sensibilite cutanee;0
R21X;Rash et autres eruptions cutanees non specifiques;0
R220;Tumefaction et masse localisees  au niveau de la tete;0
R221;Tumefaction et masse localisees  au niveau du cou;0
R222;Tumefaction et masse localisees  au niveau du tronc;0
R223;Tumefaction et masse localisees  au niveau du membre superie;0
R224;Tumefaction et masse localisees  au niveau du membre inferie;0
R227;Tumefaction et masse localisees  sieges multiples;0
R229;Tumefaction et masse localisees  sans precision;0
R22X;Autres tumefactions et masses localisees de la peau et du ti;0
R230;Cyanose;0
R231;Paleur;0
R232;Rougeur;0
R233;Ecchymoses spontanees;0
R234;Modifications du tissu cutane;0
L639;Pelade  sans precision;0
L63X;Pelade;0
L640;Alopecie androgenique medicamenteuse;0
L648;Autres formes d'alopecie androgenique;0
L649;Alopecie androgenique  sans precision;0
L64X;Alopecie androgenique;0
L650;Telogene;0
L651;Anagene;0
L652;Alopecie mucineuse de Pinkus;0
L658;Autres formes non cicatricielles precisees de rarefaction du;0
L659;Rarefaction du systeme pileux non cicatricielle  sans precis;0
L65X;Autres formes non cicatricielles de rarefaction du systeme p;0
L660;Pseudo-pelade;0
L661;Lichen plano-pilaire;0
L662;Folliculite decalvante;0
L663;Perifolliculite capitis abscedens;0
L664;Folliculite ulerythemateuse reticulee;0
L668;Autres formes d'alopecie cicatricielle;0
L669;Alopecie cicatricielle  sans precision;0
L66X;Alopecie cicatricielle;0
L670;Trichorrhexie noueuse;0
L671;Anomalies de la couleur des cheveux;0
L678;Autres anomalies de la pigmentation et de la gaine capillair;0
L679;Anomalie de la pigmentation et de la gaine capillaires  sans;0
L67X;Anomalie de la pigmentation et de la gaine capillaires;0
L680;Hirsutisme;0
L681;Hypertrichose lanugineuse acquise;0
L682;Hypertrichose localisee;0
L683;Polytrichie;0
L688;Autres formes d'hypertrichose;0
L689;Hypertrichose  sans precision;0
L68X;Hypertrichose;0
L700;Acne vulgaire;0
L701;Acne conglobata;0
L702;Acne varioliforme;0
L703;Acne tropicale;0
L704;Acne infantile;0
L705;Acne excoriee des jeunes filles;0
L708;Autres formes d'acne;0
L709;Acne  sans precision;0
L70X;Acne;0
L710;Dermite periorale;0
L711;Rhinophyma;0
L718;Autres formes d'acne rosacee;0
L719;Acne rosacee  sans precision;0
L71X;Acne rosacee;0
L720;Kyste epidermique;0
L721;Kyste sebace;0
L722;Steatokystose multiple (de la peau et du tissu cellulaire so;0
L728;Autres formes de kyste folliculaire de la peau et du tissu c;0
L729;Kyste folliculaire de la peau et du tissu cellulaire sous-cu;0
L72X;Kystes folliculaires de la peau et du tissu cellulaire sous-;0
L730;Acne cheloide;0
L731;Pseudofolliculite de la barbe;0
L732;Hidrosadenite suppuree;0
L738;Autres formes precisees d'affections folliculaires;0
L739;Affection folliculaire  sans precision;0
L73X;Autres affections folliculaires;0
L740;Miliaire rouge;0
L741;Miliaire cristalline;0
L742;Miliaire profonde;0
L743;Miliaire  sans precision;0
L744;Anhidrose;0
L748;Autres affections des glandes sudoripares exocrines;0
N319;Dysfonctionnement neuromusculaire de la vessie  sans precisi;0
N31X;Dysfonctionnement neuromusculaire de la vessie;0
N320;Obstruction du col de la vessie;0
N321;Fistule vesico-intestinale;0
N322;Fistule vesicale  non classee ailleurs;0
N323;Diverticule de la vessie;0
N324;Rupture de la vessie  non traumatique;0
N328;Autres affections precisees de la vessie;0
N329;Affection de la vessie  sans precision;0
N32X;Autres affections de la vessie;0
N330;Cystite tuberculeuse (A18.1);0
N338;Affections de la vessie au cours d'autres maladies classees;0
N33X;Affections de la vessie au cours de maladies classees ailleu;0
N340;Abces uretral;0
N341;Uretrite non specifique;0
N342;Autres uretrites;0
N343;Syndrome uretral  sans precision;0
N34X;Uretrite et syndrome uretral;0
N350;Retrecissement uretral post-traumatique;0
N351;Retrecissement uretral post-infectieux  non classe ailleurs;0
N358;Autres retrecissements uretraux;0
N359;Retrecissement uretral  sans precision;0
N35X;Retrecissement uretral;0
N360;Fistule uretrale;0
N361;Diverticule uretral;0
N362;Caroncule uretrale;0
N363;Prolapsus de la muqueuse uretrale;0
N368;Autres affections precisees de l'uretre;0
N369;Affection de l'uretre  sans precision;0
N36X;Autres affections de l'uretre;0
N370;Uretrite au cours de maladies classees ailleurs;0
N378;Autres affections de l'uretre au cours de maladies classees;0
N37X;Affections de l'uretre au cours de maladies classees ailleur;0
N390;Infection des voies urinaires  siege non precise;0
N391;Proteinurie persistante  sans precision;0
N392;Proteinurie orthostatique  sans precision;0
N393;Incontinence urinaire d'effort;0
N394;Autres formes d'incontinence urinaire precisees;0
N398;Autres affections precisees de l'appareil urinaire;0
N399;Affection de l'appareil urinaire  sans precision;0
N39X;Autres affections de l'appareil urinaire;0
N40X;Hyperplasie de la prostate;0
N410;Prostatite aigue;0
N411;Prostatite chronique;0
N412;Abces de la prostate;0
N413;Prostato-cystite;0
N418;Autres affections inflammatoires de la prostate;0
N419;Affection inflammatoire de la prostate  sans precision;0
N41X;Affections inflammatoires de la prostate;0
N420;Calcul de la prostate;0
N421;Congestion et hemorragie prostatiques;0
N422;Atrophie de la prostate;0
N428;Autres affections precisees de la prostate;0
N429;Affection de la prostate  sans precision;0
N42X;Autres affections de la prostate;0
N430;Hydrocele enkystee;0
N431;Hydrocele infectee;0
N432;Autres hydroceles;0
N433;Hydrocele  sans precision;0
N434;Spermatocele;0
N43X;Hydrocele et spermatocele;0
N44X;Torsion du testicule;0
N450;Orchite  epididymite et epididymo-orchite  avec abces;0
N459;Orchite  epididymite et epididymo-orchite  (sans abces);0
P279;Maladie respiratoire chronique non precisee survenant pendan;0
P27X;Maladies respiratoires chroniques survenant pendant la perio;0
P280;Atelectasie primitive du nouveau-ne;0
P281;Atelectasies du nouveau-ne  autres et sans precision;0
P282;Crises de cyanose du nouveau-ne;0
P283;Apnee (primitive) du sommeil chez le nouveau-ne;0
P284;Autres apnees du nouveau-ne;0
P285;Insuffisance respiratoire du nouveau-ne;0
P288;Autres affections respiratoires precisees chez le nouveau-ne;0
P289;Affection respiratoire du nouveau-ne  sans precision;0
P28X;Autres affections respiratoires survenant pendant la periode;0
P290;Insuffisance cardiaque neonatale;0
P291;Arythmie cardiaque neonatale;0
P292;Hypertension neonatale;0
P293;Persistance de la circulation foetale;0
P294;Ischemie transitoire du myocarde du nouveau-ne;0
P298;Autres affections cardio-vasculaires survenant pendant la pe;0
P299;Affection cardio-vasculaire survenant pendant la periode per;0
P29X;Affections cardio-vasculaires survenant pendant la periode p;0
P350;Syndrome de rubeole congenitale;0
P351;Infection congenitale a cytomegalovirus;0
P352;Infection virale congenitale herpetique (herpes simplex);0
P353;Hepatite virale congenitale;0
P358;Autres maladies virales congenitales;0
P359;Maladie virale congenitale  sans precision;0
P35X;Maladies virales congenitales;0
P360;Infection du nouveau-ne a streptocoques  groupe B;0
P361;Infections du nouveau-ne a streptocoques  autres et sans pre;0
P362;Infection du nouveau-ne a staphylocoques dores;0
P363;Infections du nouveau-ne a staphylocoques  autres et sans pr;0
P364;Infection du nouveau-ne a Escherichia coli;0
