BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
257;EX MYCO ISOLE CHAMPIGNON EXOTIQUE : INOCUL A ANIMAL ET RETROCULTURE;01JAN1996:00:00:00;;6;5;0;0;0;1.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;;;B;500.00
259;EX. PARASITO. SELLES EMISES AU LABO (PROTOZOAIRES);01JAN1996:00:00:00;09MAY2019:00:00:00;6;5;0;0;0;9.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;09MAY2019:00:00:00;;;0;;0;;;;;B;50.00
262;AMIBES : RECH. DANS MUCUS RECUEILLI SOUS RECTOSCOPIE;01JAN1996:00:00:00;09MAY2019:00:00:00;6;5;0;0;0;11.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;09MAY2019:00:00:00;;;0;;0;;;;;B;50.00
263;OEUFS D'HELMINTHES: MARGE DE  L'ANUS;01JAN1996:00:00:00;;6;5;0;0;0;3.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;10.00
264;LARVES D'ANGUILLULES (BAERMANN) : RECHERCHE DANS SELLES;01JAN1996:00:00:00;;19;0;0;0;0;70.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;1;;B;25.00
266;SCHISTOSOMOSE: RECHERCHE OEUFS DE BILHARZIES;01JAN1996:00:00:00;;19;0;0;0;0;85.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;25.00
267;PARASITES : RECH. ET/OU IDENTIF. PAR EX. MACRO. ET/OU MICRO.(DEMODEX);01JAN1996:00:00:00;;6;5;0;0;0;4.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;;;B;10.00
268;PARASITES : EX. DIRECT ET/OU ENRICHISSEMENT SAUF DANS SANG ET SELLES;01JAN1996:00:00:00;;6;5;0;0;0;5.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;;;B;30.00
269;ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB);01JAN1996:00:00:00;;6;5;0;0;0;8.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;1;;B;40.00
270;ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB);01JAN1996:00:00:00;;6;6;0;0;0;1.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;0;;0;;;1;;B;60.00
271;ANTIBIOGRAMME CHAMPIGNON (FONGIGRAMME) (ATB , FG);01JAN1996:00:00:00;;6;6;0;0;0;2.000000;90;AUTRES (tous les autres codes);12OCT1997:00:00:00;;;;0;;0;;;1;;B;40.00
274;MYCOBACTERIE : SENSIBILITE VIS A VIS D'UN ANTIBIO PAR ANTIBIO;01JAN1996:00:00:00;;6;6;0;0;0;8.000000;25;INFECTIONS A MYCOBACTERIES;30JUL1997:00:00:00;;;;5;;0;;;1;;B;60.00
277;POUVOIR BACTERICIDE DES ANTIBIOTIQUES ET ASSOC PAR ANTIBIOTIQUE;01JAN1996:00:00:00;;6;6;0;0;0;11.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;1;;B;40.00
280;EX. MYCO ISOLE : IDENTIF.D'ESPECE D'UN CHAMPIGNON AUTRE QUE C. ALBICANS;01JAN1996:00:00:00;;6;4;0;0;0;3.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;;;B;50.00
281;CMI CHAMPIGNON FILAMENTEUX DE POUSSE LENTE;01JAN1996:00:00:00;;6;6;0;0;0;7.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;0;;0;;;1;;B;80.00
286;EX. PARASITO. DES SELLES AVEC 2 METHODES DE CONCENTRATION;01JAN1996:00:00:00;;6;5;0;0;0;2.000000;17;MICROBIOLOGIE COURANTE;09MAY2019:00:00:00;;;;1;;0;;;;;B;95.00
287;EX. PARASITO. DES SELLES AVEC 1 METHODE   DE CONCENTRATION;01JAN1996:00:00:00;09MAY2019:00:00:00;6;5;0;0;0;10.000000;17;MICROBIOLOGIE COURANTE;30JUL1997:00:00:00;09MAY2019:00:00:00;;;0;;0;;;;;B;60.00
288;EX. PARASITO. SELLES EMISES AU LABO (0259 + 0286);01JAN1996:00:00:00;09MAY2019:00:00:00;6;5;0;0;0;12.000000;17;MICROBIOLOGIE COURANTE;30JUL1997:00:00:00;09MAY2019:00:00:00;;;1;;0;;;;;B;145.00
289;AMIBES : CULTURE SUR SELLES EMISES AU LABORATOIRE;01JAN1996:00:00:00;09MAY2019:00:00:00;6;5;0;0;0;13.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;09MAY2019:00:00:00;;;0;;0;;;1;;B;50.00
290;CRYPTOSPORIDIUM : RECH. SUR SELLES FRAICHEMENT EMISES;01JAN1996:00:00:00;;19;0;0;0;0;72.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;60.00
316;COMPLEMENT CH50 PAR REACTION D'HEMOLYSE (DOSAGE) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;30.00
320;ALPHA-FOETOPROTEINE (AFP) (DOSAGE) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;47.000000;13;MARQUEURS TUMORAUX;05JAN2022:00:00:00;;;;1;;0;;;;1;B;54.00
321;BETA 2 MICROGLOBULINE (DOSAGE) (AUTRE MILIEU BIOLOGIQUE QUE SANG);14FEB1997:00:00:00;;12;0;0;0;0;9.000000;12;PROTEINES SERIQUES;28JAN2004:00:00:00;;;;1;4;2;;;;;B;35.00
322;HEPATITE B (VHB) : SD : AG HBS PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;92.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
323;HEPATITE B (VHB) : SD : AC ANTIHBS (IGG OU IG TOTALES) PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;93.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
324;BETA 2 MICROGLOBULINE (DOSAGE) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;8.000000;12;PROTEINES SERIQUES;01APR2019:00:00:00;;;;1;4;2;;;;1;B;30.00
325;CARBAMAZEPINE (TEGRETOL);01JAN1996:00:00:00;;14;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
327;DIGOXINE OU DIGITOXINE (DIGITALINE);01JAN1996:00:00:00;;14;0;0;0;0;48.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;1;B;65.00
328;ETHOSUXIMIDE (ZARONTIN);01JAN1996:00:00:00;;14;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;70.00
330;ESTRADIOL (FEMME) (E2) (SANG);01JUL1999:00:00:00;;10;0;0;0;0;5.000000;15;HORMONOLOGIE COURANTE;05JAN2022:00:00:00;;;;3;;0;;;;1;B;45.00
332;PHENITOINE (DIPHENYL-HYDANTOINE, DIHYDAN, ...);01JAN1996:00:00:00;;14;0;0;0;0;37.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;55.00
333;PHENOBARBITAL (GARDENAL, ...);01JAN1996:00:00:00;;14;0;0;0;0;38.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;55.00
334;PROGESTERONE (PG) (SANG);01JAN1996:00:00:00;;10;0;0;0;0;13.000000;15;HORMONOLOGIE COURANTE;05JAN2022:00:00:00;;;;3;;0;;;;1;B;45.00
335;THEOPHYLLINE (SANG);01JAN1996:00:00:00;;14;0;0;0;0;13.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;50.00
340;ACIDE VALPROIQUE (DEPAKINE);01JAN1996:00:00:00;;14;0;0;0;0;36.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;65.00
343;PROLACTINE (SANG);01JAN1996:00:00:00;;10;0;0;0;0;15.000000;15;HORMONOLOGIE COURANTE;05JAN2022:00:00:00;;;;3;;0;;;;1;B;45.00
350;HEPATITE A (VHA) : SD : IGM (INFECTION RECENTE) PAR EIA;01JAN1996:00:00:00;;19;0;0;0;0;40.000000;19;HEPATITES VIRALES;01APR2019:00:00:00;;;;1;;0;;;;1;B;50.00
351;HEPATITE B (VHB) : SD : AC ANTIHBC TOTAUX PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;94.000000;19;HEPATITES VIRALES;01APR2017:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
352;HEPATITE B (VHB) : SD : AC ANTIHBC IGM PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;95.000000;19;HEPATITES VIRALES;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;60.00
353;HEPATITE B (VHB) : SD : AG HBE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;96.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;55.00
354;HEPATITE B (VHB) : SD : AC ANTIHBE PAR EIA;01JAN1996:00:00:00;01FEB2019:00:00:00;7;6;0;0;0;97.000000;19;HEPATITES VIRALES;14APR2018:00:00:00;01FEB2019:00:00:00;;;1;3;3;;;;1;B;50.00
357;TESTOSTERONE (HOMME) (SANG);01JAN1996:00:00:00;;10;0;0;0;0;9.000000;15;HORMONOLOGIE COURANTE;14APR2018:00:00:00;;;;3;;0;;;;1;B;50.00
358;PROTEINE DE TRANSPORT DES HORM. SEXUELLES (TEBG, SBG) (SANG);01JAN1996:00:00:00;;10;0;0;0;0;20.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;3;;0;;;;1;B;68.00
364;SEROTONINE PAR CLHP (SANG);01JAN1996:00:00:00;;10;0;0;0;0;37.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;3;;0;;;;1;B;120.00
388;INFECTION A VIH 1 ET 2 : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;6;0;0;0;47.000000;18;INFECTIONS A VIH;05JAN2022:00:00:00;;;1;1;;0;;;1;1;B;42.00
389;INFECTION A VIH 1 ET 2 : SD DE CONFIRMATION 1 REACTION;01JAN1996:00:00:00;;7;6;0;0;0;48.000000;18;INFECTIONS A VIH;14APR2018:00:00:00;;;1;1;;0;;;1;1;B;150.00
390;INFECTION A VIH 1 ET 2 : SD DE CONFIRMATION 2 REACTIONS OU PLUS;01JAN1996:00:00:00;;7;6;0;0;0;49.000000;18;INFECTIONS A VIH;14APR2018:00:00:00;;;1;1;;0;;;1;1;B;220.00
392;INFECTION A VIH 1 ET 2 : ANTIGENE P24 DU VIH 1 : RECHERCHE ET TITRAGE;01JAN1996:00:00:00;;7;6;0;0;0;50.000000;18;INFECTIONS A VIH;15MAR2011:00:00:00;;;1;1;;0;;;;1;B;55.00
407;CLAIRANCE (RENALE) DE LA CREATININE;01JAN1996:00:00:00;;13;10;0;0;0;1.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
412;EPREUVE D'HYPERGLYCEMIE PROVOQUEE (H.P.O., H.G.P.O.);01JAN1996:00:00:00;;13;10;0;0;0;2.000000;6;EXPLORATION GLUCIDIQUE;14APR2018:00:00:00;;;;1;;0;;;;1;B;30.00
413;EPREUVE SIMPLIFIEE D'HYPERGLYCEMIE;01JAN1996:00:00:00;;13;10;0;0;0;3.000000;6;EXPLORATION GLUCIDIQUE;11DEC2005:00:00:00;;;;1;;0;;;1;1;B;20.00
455;17-CETOSTEROIDES (URINE);01JAN1996:00:00:00;;10;0;0;0;0;28.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
461;17-HYDROXY-CORTICOSTEROIDES OU T.H.S. (URINE);01JAN1996:00:00:00;;10;0;0;0;0;30.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;70.00
462;CORTISOL (SANG);01JAN1996:00:00:00;;10;0;0;0;0;25.000000;15;HORMONOLOGIE COURANTE;08APR2021:00:00:00;;;;3;;0;;;;1;B;49.00
463;ALDOSTERONE OU TETRAHYDRO-ALDOSTERONE (URINE);01JAN1996:00:00:00;;10;0;0;0;0;31.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;120.00
466;ACIDE HYDROXY-INDOLE-ACETIQUE (HIAA, 5 HIAA) (URINE);01JAN1996:00:00:00;;10;0;0;0;0;32.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
467;ACIDE VANILMANDELIQUE (VMA) (URINE);01JAN1996:00:00:00;;10;0;0;0;0;33.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;60.00
468;CATECHOLAMINES TOTALES (METANEPHRINES OU HVA) (URINE);01JAN1996:00:00:00;;10;0;0;0;0;34.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;;B;80.00
472;L.H. (SANG);01JAN1996:00:00:00;;10;0;0;0;0;3.000000;15;HORMONOLOGIE COURANTE;05JAN2022:00:00:00;;;;3;;0;;;;1;B;45.00
473;F.S.H. (SANG);01JAN1996:00:00:00;;10;0;0;0;0;4.000000;15;HORMONOLOGIE COURANTE;05JAN2022:00:00:00;;;;3;;0;;;;1;B;45.00
476;CORTISOL LIBRE (URINE);01JAN1996:00:00:00;;10;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;;B;73.00
477;CATECHOLAMINES (OU METANEPHRINES) (URINE);01JAN1996:00:00:00;;10;0;0;0;0;35.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;2;;0;;;;;B;130.00
478;CATECHOLAMINES (SANG), CLHP : AU MOINS 2 DOSAGES (DOPAMINE, ADR, NORADR);01JAN1996:00:00:00;;10;0;0;0;0;36.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;140.00
500;DEPISTAGE D'UN DEFICIT EN DIHYDROPYRIMIDINE DESHYDROGENASE (DPD );02SEP2019:00:00:00;;14;0;0;0;0;64.000000;90;AUTRES (tous les autres codes);21SEP2019:00:00:00;;;;1;;0;1;;;;B;120.00
514;PHOSPHATASES ALCALINES (PH. ALC.) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;4.000000;7;EXPLORATION HEPATIQUE;05JAN2022:00:00:00;;;;1;;0;;;;1;B;5.00
516;ALANINE AMINOTRANSFERASE (ALAT,TGP) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;5.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
517;ASPARTATE AMINOTRANSFERASE (ASAT,TGO)(SANG);01JAN1996:00:00:00;;11;0;0;0;0;6.000000;8;EXPLORATION CARDIAQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
519;GAMMA GLUTAMYL TRANSFERASE (GAMMAT GT , GGT) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;9.000000;7;EXPLORATION HEPATIQUE;08APR2021:00:00:00;;;;1;;0;;;;1;B;5.00
521;LACTATE DESHYDROGENASE (LDH) (SANG);01JAN1996:00:00:00;;11;0;0;0;0;11.000000;8;EXPLORATION CARDIAQUE;08APR2021:00:00:00;;;;1;;0;;;;1;B;6.00
522;TRANSAMINASES (ALAT ET ASAT, TGP ET TGO)(SANG);01JAN1996:00:00:00;;11;0;0;0;0;7.000000;7;EXPLORATION HEPATIQUE;08APR2021:00:00:00;;;;1;;0;;;;1;B;9.00
523;ENZYME DE CONVERSION DE L'ANGIOTENSINE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;13.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;;;;1;;0;;;;1;B;55.00
524;LIPASEMIE (SANG);01JAN1996:00:00:00;;11;0;0;0;0;14.000000;7;EXPLORATION HEPATIQUE;01APR2017:00:00:00;;;;1;;0;;;1;1;B;6.00
530;SANG : ACIDE LACTIQUE (LACTATES);01JAN1996:00:00:00;;13;1;0;0;0;1.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;1;;0;;;;1;B;7.00
532;SANG : ACIDE URIQUE (URICEMIE);01JAN1996:00:00:00;;13;1;0;0;0;2.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
534;ALCOOL (ETHYLIQUE OU METHYLIQUE);01JAN1996:00:00:00;;14;0;0;0;0;61.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;30.00
536;SANG : AMMONIAQUE;01JAN1996:00:00:00;;13;1;0;0;0;3.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;35.00
537;BENZENE;01JAN1996:00:00:00;;14;0;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;;;;1;B;65.00
547;SANG : CUIVRE (CUPREMIE , CU);01JAN1996:00:00:00;;13;1;0;0;0;4.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
548;SANG : FER SERIQUE (SIDEREMIE , FE);01JAN1996:00:00:00;13JUL2017:00:00:00;13;1;0;0;0;38.000000;10;FER - FERRITINE;31JAN2012:00:00:00;13JUL2017:00:00:00;;;1;;0;;;;1;B;7.00
552;SANG : GLUCOSE (GLYCEMIE);01JAN1996:00:00:00;;13;1;0;0;0;7.000000;6;EXPLORATION GLUCIDIQUE;08FEB2009:00:00:00;;;;0;;0;;;;1;B;5.00
557;LITHIUM (LI , LITHIEMIE , LI SERIQUE , LI ERYTHROCYTAIRE) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;58.000000;90;AUTRES (tous les autres codes);30MAR1997:00:00:00;;;;2;;0;;;;1;B;20.00
559;SANG : METHEMOGLOBINE (METHB);01JAN1996:00:00:00;;13;1;0;0;0;25.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;25.00
563;SANG : PHOSPHORE MINERAL (PHOSPHOREMIE , P);01JAN1996:00:00:00;;13;1;0;0;0;8.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
565;PLOMB (PB , PLOMBEMIE) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;55.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;1;B;60.00
566;PLOMB (PB) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;56.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;60.00
567;LITHIUM (LI) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;59.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;2;;0;;;;;B;20.00
570;ELECTROPHORESE DES PROTEINES SERIQUES (PROTEINOGRAMME);01JAN1996:00:00:00;;12;0;0;0;0;2.000000;12;PROTEINES SERIQUES;05JAN2022:00:00:00;;;;1;;0;;;;1;B;48.00
571;SANG : BICARBONATES OU CO2 TOTAL (RESERVE ALCALINE, RA);01JAN1996:00:00:00;;13;1;0;0;0;21.000000;11;IONOGRAMMES;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
578;SANG : CALCIUM (CALCEMIE, CA);01JAN1996:00:00:00;;13;1;0;0;0;9.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
580;SANG : CHOLESTEROL TOTAL (CHOL);01JAN1996:00:00:00;;13;1;0;0;0;14.000000;5;EXPLORATION LIPIDIQUE;27NOV2009:00:00:00;;;;1;;0;;;;1;B;5.00
584;SANG : MAGNESIUM PLASMATIQUE OU GLOBULAIRE (MAGNESEMIE , MG);01JAN1996:00:00:00;;13;1;0;0;0;10.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;2;;0;;;;1;B;6.00
590;SANG : TRIGLYCERIDES (TG);01JAN1996:00:00:00;;13;1;0;0;0;15.000000;5;EXPLORATION LIPIDIQUE;01APR2017:00:00:00;;;;1;;0;;;;1;B;6.00
591;SANG: UREE;01JAN1996:00:00:00;;13;1;0;0;0;11.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);05JAN2022:00:00:00;;;;1;;0;1;;;1;B;5.00
592;SANG : CREATININE;14FEB1997:00:00:00;;13;1;0;0;0;12.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);19SEP2019:00:00:00;;;;1;;0;;;;1;B;6.00
593;SANG : UREE ET CREATININE;14FEB1997:00:00:00;19SEP2019:00:00:00;13;1;0;0;0;40.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;19SEP2019:00:00:00;;;1;;0;;;;1;B;7.00
603;LCR : GLUCOSE (GLUCORACHIE);01JAN1996:00:00:00;;13;2;0;0;0;1.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;;B;10.00
611;LCR : ELECTROPHORESE DES PROTEINES;01JAN1996:00:00:00;;13;2;0;0;0;3.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;70.00
614;LCR : DYSGLOBULINORACHIE : ELECTROPHORESE ET TYPAGE;01JAN1996:00:00:00;;13;2;0;0;0;7.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;;B;230.00
620;UR. : ACETONE  (ACETONURIE);01JAN1996:00:00:00;;13;3;0;0;0;11.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;5.00
622;UR. : ACIDE URIQUE  (URICURIE);01JAN1996:00:00:00;;13;3;0;0;0;12.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;;B;7.00
624;UR. : CALCIUM (CALCIURIE);01JAN1996:00:00:00;;13;3;0;0;0;13.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;;;B;6.00
627;UR. : CREATININE (CREATININURIE);01JAN1996:00:00:00;;13;3;0;0;0;14.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);01APR2017:00:00:00;;;;1;;0;;;1;;B;6.00
629;UR. : PHOSPHORE MINERAL(PHOSPHATURIE);01JAN1996:00:00:00;;13;3;0;0;0;15.000000;90;AUTRES (tous les autres codes);01APR2017:00:00:00;;;;1;;0;;;;;B;6.00
630;UR. : PH : MESURE ELECTROMETRIQUE;01JAN1996:00:00:00;;13;3;0;0;0;16.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;;B;7.00
631;UR. : PIGMENTS ET SELS BILIAIRES : RECH.;01JAN1996:00:00:00;;13;3;0;0;0;17.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;5.00
635;UR. : ELECTROPHORESE DES PROTEINES(PROTEINOGRAMME);01JAN1996:00:00:00;;13;3;0;0;0;2.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;;B;55.00
637;UR. : PORPHYRINES : RECH.;01JAN1996:00:00:00;;13;3;0;0;0;18.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;5.00
638;UR. : PORPHYRINES : RECH., DOSAGE,  IDENTIFICATION;01JAN1996:00:00:00;;13;3;0;0;0;19.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;70.00
640;UR. : RECHERCHE DE SANG (HEMATIES ET/OU HEMOGLOBINE);01JAN1996:00:00:00;;13;3;0;0;0;20.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;;;;;B;6.00
647;UR. : UROBILINE : RECH.;01JAN1996:00:00:00;;13;3;0;0;0;22.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;;B;5.00
657;ANTITUMORAUX (AUTRES QUE METHOTREXATE) DANS UN AUTRE LIQ BIO QUE SANG;14FEB1997:00:00:00;;14;0;0;0;0;12.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;140.00
659;ANALGESIQUES OU STUPEFIANTS NON INSCRITS A LA NABM (AUTRE LIQ BIO QUE SANG);14FEB1997:00:00:00;;14;0;0;0;0;17.000000;90;AUTRES (tous les autres codes);13APR2014:00:00:00;;;;0;;0;1;;;;B;90.00
662;PSYCHOTROPES NON INSCRITS A LA NABM DANS UN AUTRE LIQ BIO QUE SANG;14FEB1997:00:00:00;;14;0;0;0;0;21.000000;90;AUTRES (tous les autres codes);31JAN2012:00:00:00;;;;0;;0;;;;;B;100.00
663;ANTIDEPRESSEURS TRICYCLIQUES : RECH DANS UN AUTRE LIQ QUE SANG;14FEB1997:00:00:00;;14;0;0;0;0;23.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;70.00
664;ANTIDEPRESSEURS AUTRES QUE TRICYCLIQUES DANS UN AUTRE LIQ BIOL QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;25.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;120.00
665;ANTIDEPRESSEURS : DOSAGE SPECIFIQUE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;27.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;;;;;B;120.00
666;SELLES : LIPIDES TOTAUX;01JAN1996:00:00:00;;13;4;0;0;0;6.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;90.00
667;BENZODIAZEPINES : RECHERCHE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;14FEB1997:00:00:00;;14;0;0;0;0;31.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;;B;70.00
668;ANTIDEPRESSEURS : RECHERCHE ET DOSAGE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SG;14FEB1997:00:00:00;;14;0;0;0;0;29.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;0;;0;1;;;;B;190.00
