CAM_PRS_IDE_COD;CAM_PRS_IDE_LIB
AFFA002;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord postérieur ou postérolatéral
AFFA011;Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord antérieur ou antérolatéral
ABMP001;Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable
ABMA002;Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct
ABGA002;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct
AALB001;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique
AALA900;Implantation d'électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie
AELB002;Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique, par voie transcutanée
AELB001;Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique
AELA001;Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct
AALA004;Implantation souscutanée d'un générateur de stimulation cérébrale
AELA002;Implantation souscutanée d'un générateur de stimulation de la moelle épinière
AAMP387;Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde
AAMP173;Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde
AAMP003;Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]
AEMP491;Réglage secondaire ou reprogrammation d'un générateur souscutané de stimulation de la moelle épinière
AAGB001;Ablation d'électrode intracérébrale
AAGA900;Ablation d'électrode corticale cérébrale, par craniotomie
AEGB001;Ablation d'électrode de stimulation de la moelle épinière, par voie transcutanée
AEGA001;Ablation d'électrode de stimulation de la moelle épinière, par abord direct
AZGA001;Ablation d'un générateur souscutané de stimulation du système nerveux central
AAKA001;Changement d'un générateur souscutané de stimulation cérébrale
AEKA001;Changement d'un générateur souscutané de stimulation de la moelle épinière
ADPA020;Décompression du nerf optique, par abord orbitaire
ADPA001;Décompression du nerf optique, par craniotomie
ADPA023;Décompression du nerf optique, par abord transsinusien [transethmoïdal]
ADLB001;Infiltration thérapeutique de branche terminale du nerf trijumeau
ADNB001;Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage
ADNH002;Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée avec guidage radiologique
ADPA016;Décompression du nerf infraorbitaire, par abord direct
ADPA004;Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal
ADCA004;Déroutement du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal
ADPA003;Section d'une branche extracrânienne du nerf trijumeau, par abord direct
ADCA002;Suture de plaie du nerf facial extrapétreux
ADEA001;Autogreffe du nerf facial, par abord transmastoïdien
ADEA004;Autogreffe du nerf facial, par abord suprapétreux et/ou par abord rétrosigmoïdien
ADEA003;Autogreffe du nerf facial avec déroutement, par abord translabyrinthique
ADEA002;Autogreffe du nerf facial extrapétreux
ADPA008;Décompression du nerf facial, par abord transmastoïdien
ADPA011;Décompression du nerf facial, par abord suprapétreux
ADPA021;Décompression du nerf facial, par abord transmastoïdien et par abord suprapétreux
ADCA001;Déroutement et suture du nerf facial, par abord transmastoïdien
ADCA003;Déroutement et suture du nerf facial, par abord suprapétreux
ADCA007;Déroutement et suture du nerf facial, par abord translabyrinthique
ADPA015;Section du nerf du canal ptérygoïdien [Neurotomie vidienne]
ADPA009;Section des nerfs pétreux, par abord suprapétreux
ADFA004;Exérèse de lésion du nerf facial intrapétreux avec réparation immédiate
ADFA003;Exérèse de lésion du nerf facial extrapétreux sans réparation immédiate
ADFA006;Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate
ADPA007;Neurotomie vestibulaire, par abord suprapétreux
ADPA005;Neurotomie vestibulaire, par abord translabyrinthique
ADPA010;Neurotomie vestibulaire, par abord rétrolabyrinthique
ADPA017;Section du nerf tympanique [de Jacobson] dans le cavum tympanique
ADPA012;Section du nerf ampullaire postérieur
ADPC004;Vagotomie tronculaire, par thoracoscopie
ADPA014;Vagotomie tronculaire, par thoracotomie
ADPC001;Vagotomie tronculaire, par colioscopie
ADPA022;Vagotomie tronculaire, par laparotomie
ADPA018;Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie
ADPA024;Vagotomie tronculaire avec antrectomie gastrique, par laparotomie
ADPC003;Vagotomie tronculaire postérieure avec séromyotomie osogastrique antérieure, par colioscopie
ADPA002;Vagotomie tronculaire postérieure avec séromyotomie osogastrique antérieure, par laparotomie
ADPC002;Vagotomie suprasélective, par colioscopie
ADPA019;Vagotomie suprasélective, par laparotomie
ADLA001;Implantation d'un stimulateur du nerf vague, par abord direct
ADKA001;Changement d'un générateur de stimulation du nerf vague, par abord direct
ADGA001;Ablation d'un générateur de stimulation du nerf vague, par abord direct
ADNH001;Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique
ADCA006;Suture de plaie d'un nerf crânien, par craniotomie
ACPA001;Libération d'un conflit vasculonerveux intracrânien, par craniotomie
ADEA005;Autogreffe de nerf crânien, par craniotomie
ADPC900;Section de nerf crânien, par vidéochirurgie intracrânienne
ADPA013;Section de nerf crânien, par abord infraoccipital rétrosigmoïdien
ADCA005;Anastomose extracrânienne entre deux nerfs crâniens
ADFA005;Exérèse de lésion extracrânienne d'un nerf crânien sans réparation immédiate
ADFA002;Exérèse de lésion extracrânienne d'un nerf crânien avec réparation immédiate par autogreffe
KFFA001;Exérèse de tumeur parapharyngienne, par cervicotomie
AHLB003;Infiltration thérapeutique unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold]
AHNB002;Destruction sélective unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold], par voie transcutanée
AHFA002;Exérèse de tumeur nerveuse cervicale superficielle, par cervicotomie
AHFA010;Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie
AHFA011;Exérèse de tumeur nerveuse cervicale profonde, par cervicotomie et par thoracotomie
AHCA007;Suture de plaie d'un nerf cervicofacial, par abord direct
AHEA012;Autogreffe d'un nerf cervicofacial, par abord direct
AHLB016;Infiltration thérapeutique du plexus brachial
AHLB001;Bloc anesthésique continu du plexus brachial
AHCA001;Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire
AHCA022;Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord infraclaviculaire
AHCA020;Suture, autogreffe non pédiculée et/ou neurotisation du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire
AHEA018;Autogreffe pédiculée du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire
AHPA020;Libération du plexus brachial, par abord infraclaviculaire
AHPA004;Libération du plexus brachial avec scalénotomie, par abord supraclaviculaire
AHPA005;Libération du plexus brachial avec scalénotomie et ablation de côte cervicale, par abord supraclaviculaire
AHPA006;Libération du plexus brachial, par abord supraclaviculaire et par abord infraclaviculaire
AHFA008;Exérèse de tumeur du plexus brachial ou du plexus lombosacral avec réparation immédiate, par abord direct
AHLB006;Infiltration thérapeutique du nerf médian dans le canal carpien
AHCA019;Suture de plaie du nerf circonflexe, par abord direct
AHCA005;Suture de plaie du nerf musculocutané, par abord direct
AHCA009;Suture de plaie du nerf radial au bras ou au coude, par abord direct
AHCA016;Suture de plaie de nerf profond du membre supérieur en amont du poignet, par abord direct
AHCA018;Suture de plaie du nerf médian ou du nerf ulnaire au poignet, par abord direct
AHCA012;Suture de plaie du nerf médian ou du nerf ulnaire au poignet avec suture de plaie de l'artère radiale ou de l'artère ulnaire, par abord direct
AHCA006;Suture de plaies du nerf médian et du nerf ulnaire au poignet, par abord direct
AHCA008;Suture de plaies du nerf médian et du nerf ulnaire au poignet avec suture de plaie de l'artère radiale ou de l'artère ulnaire, par abord direct
AHCA017;Suture de plaies du nerf médian et du nerf ulnaire au poignet avec suture de plaies de l'artère radiale et de l'artère ulnaire, par abord direct
AHCA023;Suture de plaie d'un nerf digital palmaire, sur un rayon de la main
AHCA015;Suture de plaies d'un nerf digital palmaire et d'une artère digitale palmaire, sur un rayon de la main
AHCA013;Suture de plaies de 2 nerfs digitaux palmaires, sur un rayon de la main
AHCA002;Suture de plaies de 2 nerfs digitaux palmaires et d'une artère digitale palmaire, sur un rayon de la main
AHEA010;Autogreffe du nerf circonflexe, par abord direct
AHEA002;Autogreffe du nerf musculocutané, par abord direct
AHEA014;Autogreffe du nerf radial, par abord direct
AHEA004;Autogreffe du nerf médian à l'avant-bras, par abord direct
AHEA011;Autogreffe du nerf ulnaire à l'avant-bras, par abord direct
AHEA008;Autogreffe du nerf médian ou du nerf ulnaire au poignet, par abord direct
AHEA005;Autogreffe du nerf médian et du nerf ulnaire au poignet, par abord direct
AHEA016;Autogreffe nerveuse à la main, par abord direct
AHPA016;Libération du nerf circonflexe, par abord direct
AHPA012;Libération du nerf supraclaviculaire et/ou de ses branches, par abord direct
AHPA013;Libération du nerf musculocutané, par abord direct
AHPA027;Libération du nerf radial au bras, par abord direct
AHPA023;Libération du nerf radial au coude, par abord direct
AHPA022;Libération du nerf ulnaire au coude, par abord direct
AHPA021;Libération du nerf ulnaire au poignet et/ou à la main, par abord direct
AHPC001;Libération du nerf médian au canal carpien, par vidéochirurgie
AHPA009;Libération du nerf médian au canal carpien, par abord direct
AHPA028;Libération de nerf digital par abord direct, sur un rayon de la main
AHPA007;Neurotomie ou neurectomie intrafasciculaire ou extrafasciculaire des troncs et/ou des rameaux moteurs au membre supérieur, pour hyponeurotisation
AHPA026;Dénervation complète du poignet, par abord direct
AHLA001;Implantation d'un stimulateur électrique pour restauration de la motricité du membre supérieur
AHGA002;Ablation d'un stimulateur électrique de restauration de la motricité du membre supérieur
AHKA003;Changement du générateur d'un stimulateur électrique de restauration de la motricité du membre supérieur
AHKA002;Changement d'électrode d'un stimulateur électrique de restauration de la motricité du membre supérieur
AHLB015;Infiltration thérapeutique de nerf de la paroi du tronc, sans stimulodétection
AHLB010;Infiltration thérapeutique de nerf de la paroi du tronc, avec stimulodétection
AHNB001;Destruction de nerf de la paroi du tronc, par voie transcutanée
AHPA014;Libération de nerf de la paroi du tronc, par abord direct
AHLA002;Implantation d'électrode de stimulation du nerf phrénique par thoracotomie, avec pose d'un stimulateur externe
AHGA001;Ablation d'électrode de stimulation du nerf phrénique, par thoracotomie
AHKA001;Changement d'électrode de stimulation du nerf phrénique, par thoracotomie
AHLH010;Infiltration thérapeutique de nerf pelvien profond, avec guidage radiologique
AHLH004;Infiltration thérapeutique de nerf pelvien profond, avec guidage scanographique
AHLH002;Infiltration thérapeutique du plexus lombosacral, avec guidage radiologique
AHLH003;Infiltration thérapeutique du plexus lombosacral, avec guidage scanographique
AHLB013;Bloc anesthésique continu du plexus lombosacral, sans guidage
