UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009220306;0;0;0;SWEDISH ORPHAN BIOVITRUM;08NOV2018:00:00:00;JO;08NOV2018:00:00:00;FERRIPROX 500 mg;comprime pellicule;Voir JO du 08/11/2018 pour indications therapeutiques remboursables
0000009220890;0;0;0;ROCHE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ROFERON-A 9 M UI/0,5 ml;solution injectable en seringue preremplie de 0,5 ml;
0000009222015;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIRAFERONPEG 50 mcg/0,5 ml;poudre et solvant pour solution injectable;
0000009222647;0;0;0;TEVA CLASSICS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (10 mg/5 ml);solution injectable en flacon;
0000009222682;0;0;0;TEVA CLASSICS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE CHLORHYDRATE TEVA 0,2 P. 100 (50 mg/25 ml);solution injectable en flacon;
0000009223730;0;0;0;ROCHE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIRACEPT 250 mg;comprime pellicule;
0000009224770;0;0;0;BAYER SANTE;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;KOGENATE BAYER 500 UI;poudre et solvant pour solution injectable;
0000009225812;0;0;0;GLAXOSMITHKLINE;02MAR2018:00:00:00;CNAMTS;11JUN2018:00:00:00;ENGERIX B 20 MICROGRAMMES/1 ML;VACCIN DE L'HEPATITE B RECOMBINANT ADSORBE, SUSPENSION INJECTABLE, 1 ML EN SERINGUE BACKSTOP PREREMPLIE;Note d'information n  DGS/PP2/DGOS/DSS 2017/72 DU 02/03/2017 relative a ENGERIX B 20 microgrammes/1 ml et HBVAXPRO 10 MICROGRAMMES
0000009225901;0;0;0;VIIV HEALTHCARE SAS;31JUL2018:00:00:00;JO;06AUG2018:00:00:00;TRIZIVIR;comprime pellicule;
0000009225924;0;0;0;LFB-BIOMEDICAMENTS;13JUN2017:00:00:00;JO;26JUN2017:00:00:00;FACTANE  100 UI/ml;poudre et solvant pour solution injectable (2,5 ml);
0000009226562;0;0;0;MYLAN SAS;20NOV2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE MYLAN 10 MG/20 ML;solution pour perfusion en flacon;
0000009226792;0;0;0;MERCK GENERIQUES;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHYLPREDNISOLONE MERCK 40 MG;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009226941;0;0;0;PFIZER PFE FRANCE;13NOV2018:00:00:00;JO;21NOV2018:00:00:00;TRIFLUCAN 2 mg/ml;solution pour perfusion en flacon de 200 ml;
0000009227685;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE MYLAN 50 MG/ML;solution pour perfusion en flacon de 10 ml;
0000009227716;0;0;0;MYLAN SAS;10NOV2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE MYLAN 50 MG/ML;solution pour perfusion en flacon de 20 ml;
0000009229158;0;0;0;ABB VIE;20DEC2016:00:00:00;JO;29DEC2016:00:00:00;KALETRA;solution buvable;
0000009229483;0;0;0;JANSSEN-CILAG;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;CAELYX 2 mg/ml;Solution a diluer pour perfusion, flacon de 25 ml;Voir JO du 24/02/15 pour indications therapeutiques remboursables.
0000009231592;0;0;0;GENOPHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;PROPYLTHIOURACILE AP-HP 50 mg;comprime;
0000009231669;0;0;0;OCTAPHARMA SAS;20FEB2018:00:00:00;JO;28FEB2018:00:00:00;OCTAGAM 1 G/20 ML;solution pour perfusion;Voir JO du 07/08/15 et du 02/10/15 pour indications therapeutiques remboursables: extensions d'indications
0000009231735;0;0;0;AGUETTANT;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CEFTRIAXONE AGUETTANT 2 G;Poudre pour solution pour perfusion;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009231818;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;CEPROTIN 1000 UI/10 ML;poudre et solvant pour solution injectable;
0000009251005;0;0;0;BAXTER SAS;12JUL2017:00:00:00;JO;13JUL2017:00:00:00;RECOMBINATE 500 UI;poudre et solvant pour solution injectable;
0000009251235;0;0;0;CIS BIO INTERNATIONAL;20MAY2005:00:00:00;JO;22MAY2008:00:00:00;YTRACIS;solution de chlorure d'Yttrium (90 Y) 1,850 GBq/ml precurseur radiopharmaceutique flacon verre 2 ml (B/1);
0000009251270;0;0;0;SANDOZ;28MAY2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE G GAM 10 mg/5 ml;solution injectable pour perfusion;
0000009251287;0;0;0;SANDOZ;27OCT2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE G GAM 2 MG/ML;solution injectable pour perfusion en flacon de 25 ml;
0000009251399;0;0;0;PFIZER SAS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ZYVOXID 100 mg/5 ml;granules pour suspension buvable;
0000009253381;0;0;0;PIERRE FABRE MEDICAMENT;03FEB2016:00:00:00;JO;09FEB2016:00:00:00;BUSILVEX 6 mg/ml;solution a diluer pour perfusion en ampoule de 10 ml;
0000009255724;0;0;0;IDIS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;COSMEGEN 0,5 mg;poudre pour solution injectable;
0000009256238;0;0;0;GILEAD SCIENCES;22FEB2013:00:00:00;JO;22FEB2013:00:00:00;EMTRIVA 200 mg;gelule;
0000009256830;0;0;0;SANDOZ;03MAR2011:00:00:00;JO;03MAR2011:00:00:00;CARBOPLATINE SANDOZ 10 MG/ML;solution pour perfusion en flacon de 5 ml;
0000009257031;0;0;0;AGUETTANT;29APR2009:00:00:00;JO;30DEC2009:00:00:00;GLUCONATE DE CALCIUM 10 P. 100 AGUETTANT;Solution injectable en ampoule;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009257315;0;0;0;SANOFI AVENTIS FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE DAKOTA 50 mg/ml;solution a diluer pour perfusion en flacon de 200 ml;
0000009258088;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;ADVATE 1000 UI;poudre et solvant pour solution injectable;
0000009258094;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;ADVATE 1500 UI;poudre et solvant pour solution injectable;
0000009258504;0;0;0;CIS BIO INTERNATIONAL;18JAN2019:00:00:00;JO;18JAN2019:00:00:00;ZEVALIN 1,6 mg/ml;TROUS FL 4;
0000009259018;0;0;0;FAULDING PHARMACEUTICALS SA;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PAXENE 6 mg/ml;solution a diluer pour perfusion en flacon 50 ml;
0000009259113;0;0;0;PROSTRAKAN PHARMA;29APR2009:00:00:00;JO;30DEC2009:00:00:00;AMSALYO 75 mg;poudre pour solution pour perfusion en flacon;
0000009259509;0;0;0;HRA PHARMA;02FEB2016:00:00:00;JO;09FEB2016:00:00:00;LYSODREN 500 mg;comprime;
0000009260010;0;0;0;JANSSEN-CILAG;14FEB2013:00:00:00;JO;15FEB2013:00:00:00;VELCADE 3,5 mg;poudre pour solution injectable;
0000009261050;0;0;0;MUNDIPHARMA SAS;13DEC2011:00:00:00;JO;14DEC2011:00:00:00;DEPOCYTE 50 mg;solution pour perfusion en flacon de 5 ml;
0000009261771;0;0;0;LILLY FRANCE SAS;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;ALIMTA 500 mg;poudre pour solution a diluer pour perfusion;
0000009261788;0;0;0;PFIZER;31MAY2016:00:00:00;JO;03JUN2016:00:00:00;VFEND 40 mg/ml;poudre pour suspension buvable;
0000009261920;0;0;0;AXCAN PHARMA SA;12JUL2017:00:00:00;JO;13JUL2017:00:00:00;PHOTOBARR 15 mg;poudre pour solution injectable;
0000009262919;0;0;0;BRISTOL MYERS SQUIBB;22FEB2017:00:00:00;JO;28FEB2017:00:00:00;TAXOL 6 mg/ml;solution a diluer pour perfusion en flacon de 25 ml;
0000009264663;0;0;0;BAYER SANTE;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;KOGENATE BAYER 1 000 UI;poudre et solvant pour solution injectable;
0000009264930;0;0;0;GLAXOSMITHKLINE;12MAR2010:00:00:00;JO;15MAR2010:00:00:00;TELZIR 50 mg/ml;suspension buvable;
0000009266567;0;0;0;SANOFI AVENTIS FRANCE;19DEC2017:00:00:00;JO;28DEC2017:00:00:00;ELOXATINE 5MG/ML PERF FL20ML;solution a diluer pour perfusion en flacon de 20 ml;
0000009267934;0;0;0;HOSPIRA FRANCE;16NOV2012:00:00:00;JO;16NOV2012:00:00:00;CARBOPLATINE HOSPIRA 10 MG/ ML;solution injectable pour perfusion en flacon de 60 ml;
0000009267957;0;0;0;FAULDING PHARMACEUTICALS SA;10JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE FAULDING 10 mg/ ml;solution injectable pour perfusion A/F 45 ml;
0000009268052;0;0;0;BRISTOL-MYERS SQUIBB;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;REYATAZ 50 mg/1,5 g;poudre orale;
0000009268081;0;0;0;CSL BEHRING SA;22FEB2013:00:00:00;JO;22FEB2013:00:00:00;BERINERT 500 U/10 ML;Poudre et solvant pour solution injectable/perfusion;
0000009268158;0;0;0;EG LABO, EUROGENERICS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ELDISINE 5 mg;poudre pour solution injectable en flacon;
0000009268276;0;0;0;TEVA CLASSICS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE TEVA 250 mg/5 ml;solution pour perfusion en ampoule de 5 ml;
0000009268282;0;0;0;TEVA CLASSICS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOROURACILE TEVA 500 mg/10 ml;solution pour perfusion en ampoule de 10 ml;
0000009268394;0;0;0;TEVA CLASSICS;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;MITOXANTRONE TEVA 20 MG/10 ML;Solution a diluer pour perfusion en flacon de 10 ml;
0000009268402;0;0;0;TEVA CLASSICS;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;MITOXANTRONE TEVA 25 MG/12,5 ML;Solution a diluer pour perfusion en flacon de 12,5 ml;
0000009268508;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 10 MG/10 ML;solution pour perfusion en flacon polypropylene de 10 ml;
0000009268514;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 10 MG/10 ML;solution pour perfusion en flacon en verre de 10 ml;
0000009268520;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 20 MG/20 ML;solution pour perfusion en flacon polypropylene de 20 ml;
0000009268537;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 20 MG/20 ML;solution pour perfusion en flacon en verre de 20 ml;
0000009268543;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 5 MG/5 ML;solution pour perfusion en flacon polypropylene de 5 ml;
0000009268566;0;0;0;PFIZER;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;ZAVEDOS 5 MG/5 ML;solution pour perfusion en flacon en verre de 5 ml;
0000009269034;0;0;0;SHIRE FRANCE;26JUN2018:00:00:00;JO;28JUN2018:00:00:00;REPLAGAL 1 mg/ml;solution a diluer pour perfusion en flacon de 1 ml;
0000009270623;0;0;0;SANDOZ;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VANCOMYCINE SANDOZ 250 mg;poudre pour solution pour perfusion en flacon verre;
0000009271456;0;0;0;LIPOMED GMBH;29APR2008:00:00:00;JO;15JUL2008:00:00:00;LITAK 2 mg/ml;solution injectable en flacon de 5 ml;
0000009271551;0;0;0;BIOPROJET PHARMA;31JUL2016:00:00:00;JO;01AUG2016:00:00:00;REMODULIN 2,5 mg/ml;solution pour perfusion en flacon de 20 ml (voie sous-cutanee);
0000009271798;0;0;0;OCTAPHARMA SAS;10JAN2017:00:00:00;JO;16JAN2017:00:00:00;OCTAPLEX;poudre et solvant pour solution injectable;
0000009273426;0;0;0;VIIV HEALTHCARE SAS;27DEC2017:00:00:00;JO;29DEC2017:00:00:00;KIVEXA;CPR PELLIC;
0000009274182;0;0;0;GILEAD SCIENCES;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;TRUVADA;comprime pellicule;
0000009274213;0;0;0;CEPHALON;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ABELCET 5 mg/ml;suspension a diluer pour perfusion en flacon de 10 ml;
0000009274242;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TALOXA 600 mg/5 ml;suspension buvable en flacon polypropylene de 230 ml;
0000009274489;0;0;0;SANDOZ;20DEC2018:00:00:00;CNAMTS;02JAN2019:00:00:00;FLUCONAZOLE SANDOZ 2 MG/ML;1 Flacon de 100 ml, solution injectable;
0000009274727;0;0;0;SWEDISH ORPHAN BIOVITRUM;22NOV2018:00:00:00;JO;26NOV2018:00:00:00;ORFADIN 10 mg;gelule;
0000009274762;0;0;0;CELGENE;03MAY2016:00:00:00;JO;04MAY2016:00:00:00;VIDAZA 25 MG/ML;Poudre pour suspension injectable en flacon (verre) de 100 mg;
0000009275299;0;0;0;OCTAPHARMA FRANCE SAS;03JUL2018:00:00:00;JO;09JUL2018:00:00:00;GAMMANORM 165 mg/ml;solution injectable en ampoule de 10 ml (B/20-33g);Voir JO du 03/07/2018 pour indications therapeutiques remboursables
0000009275313;0;0;0;BAXTER SA;12JUL2017:00:00:00;JO;13JUL2017:00:00:00;SUBCUVIA 160 mg/ml;solution injectable (voie sous-cutanee) en flacon de 10 ml (B/20-32g);
0000009275715;0;0;0;LFB-BIOMEDICAMENTS;09MAR2018:00:00:00;JO;12MAR2018:00:00:00;ALFALASTIN 33,33 mg/ml;poudre et solvant pour solution injectable;
0000009278116;0;0;0;TEVA SANTE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL TEVA 6 mg/ml;solution a diluer pour perfusion en flacon de 5 ml;
0000009278582;0;0;0;GLAXOSMITHKLINE;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;ESKAZOLE 400 mg;comprime;
0000009279038;0;0;0;AMGEN;27NOV2009:00:00:00;JO;27NOV2009:00:00:00;KEPIVANCE 6,25 mg;poudre pour solution injectable;
0000009279966;0;0;0;MSD FRANCE;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;NOXAFIL 40 mg/ml;suspension buvable en flacon de 105 ml;
0000009280047;0;0;0;G GAM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;FLUOURACILE G GAM 50 mg/ml;solution pour perfusion en flacon de 100 ml;
0000009280596;0;0;0;BOEHRINGER INGELHEIM FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;APTIVUS 250 mg (tipranavir);1 Boite de 120, capsules molles;
0000009280805;0;0;0;FAULDING PHARMACEUTICALS SA;29APR2009:00:00:00;JO;30DEC2009:00:00:00;MITOXANTRONE FAULDING 2 mg/ml;solution a diluer pour perfusion en flacon de 12,5 ml;
0000009281087;0;0;0;DAKOTA PHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE DAKOTA PHARM 5 mg/ml;poudre pour solution pour perfusion en flacon de 100 mg;
0000009281124;0;0;0;SANOFI AVENTIS FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.WTR 5MG/ML 100MG;1 Flacon de 100 mg, poudre pour solution pour perfusion;
0000009281147;0;0;0;SANOFI AVENTIS FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.WTR 5MG/ML 20ML;1 Flacon de 20 ml, solution a diluer pour perfusion;
0000009281199;0;0;0;UCB PHARMA;03FEB2016:00:00:00;JO;09FEB2016:00:00:00;XYREM 500 mg/ml;solution buvable en flacon de 180 ml;
0000009281377;0;0;0;ZLB BEHRING GMBH;23APR2010:00:00:00;JO;23APR2010:00:00:00;SANDOGLOBULINE 3 g;poudre et solvant pour solution pour perfusion;Ce medicament etait precedemment inscrit sous le code 917553.4
0000009281383;0;0;0;ZLB BEHRING GMBH;23APR2010:00:00:00;JO;23APR2010:00:00:00;SANDOGLOBULINE 6 g;poudre et solvant pour solution pour perfusion;Ce medicament etait precedemment inscrit sous le code 917554.0
0000009282709;0;0;0;SHIRE FRANCE;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;KIOVIG 100 mg/ml;solution injectable en flacon de 10 ml;
0000009282715;0;0;0;SHIRE FRANCE;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;KIOVIG 100 mg/ml;solution injectable en flacon de 100 ml;
0000009282721;0;0;0;SHIRE FRANCE;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;KIOVIG 100 mg/ml;solution injectable en flacon de 25 ml;
0000009282738;0;0;0;SHIRE FRANCE;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;KIOVIG 100 mg/ml;solution injectable en flacon de 50 ml;
0000009282744;0;0;0;SANOFI AVENTIS FRANCE;25NOV2016:00:00:00;JO;30NOV2016:00:00:00;PACLITAXEL DKT WINTHROP  6 MG/ML;solution a diluer pour perfusion en flacon de 16,7 ml;
0000009282750;0;0;0;SANOFI AVENTIS FRANCE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL DKT WINTHROP 6 MG/ML;solution a diluer pour perfusion en flacon de 25 ml;
0000009282767;0;0;0;SANOFI AVENTIS FRANCE;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL DKT WINTHROP 6 MG/ML;solution a diluer pour perfusion en flacon de 5 ml;
0000009283904;0;0;0;STRYKER HOWMEDICA;12JUL2017:00:00:00;JO;13JUL2017:00:00:00;OSIGRAFT 3,3 MG;poudre pour suspension implantable;
0000009284186;0;0;0;MYLAN SAS;15OCT2015:00:00:00;JO;16OCT2015:00:00:00;AMIKACINE MYLAN 500 MG;Poudre et solvant pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15.07.04)
0000009284306;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE HOSPIRA 2 MG/ML;Solution pour perfusion, flacon de 25 ml;
0000009284335;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE HOSPIRA 2 MG/ML;Solution pour perfusion, flacon de 100 ml;
0000009284401;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE TEVA 2 MG/ML;1 Flacon de 100 ml, solution pour perfusion;
0000009284803;0;0;0;MYLAN SAS;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;MITOXANTRONE MYLAN 2 MG/ML;solution a diluer pour perfusion en flacon de 12,5 ml;
0000009285292;0;0;0;SANOFI AVENTIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE WINTHROP 2 MG/ML;solution pour perfusion en flacon de 5 ml;
0000009285346;0;0;0;RATIOPHARM;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE RATIOPHARM 2 MG/ML;Solution pour perfusion en flacon de 25 ml;
0000009285398;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;06DEC2016:00:00:00;PACLITAXEL EBEWE 6 mg/ml;1 Flacon de 25 ml, solution a diluer pour perfusion;
0000009285412;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EBEWE 6 mg/ml;1 Flacon de 50 ml, solution a diluer pour perfusion;
0000009286848;0;0;0;AGUETTANT;10SEP2015:00:00:00;JO;11SEP2015:00:00:00;FLUCONAZOLE AGUETTANT 2 mg/ml;solution pour perfusion en poche de 50 ml;
0000009287196;0;0;0;BIOMARIN EUROPE Ltd;14OCT2016:00:00:00;JO;17OCT2016:00:00:00;NAGLAZYME 1 mg/ml;solution a diluer pour perfusion en flacon de 5 ml;
0000009288310;0;0;0;BRISTOL MYERS SQUIBB;10APR2018:00:00:00;JO;17APR2018:00:00:00;BARACLUDE 0,5 MG;comprime pellicule;
0000009289290;0;0;0;SANOFI PASTEUR MSD SNC;02MAR2018:00:00:00;CNAMTS;11JUN2018:00:00:00;HBVAXPRO 10 MICROGRAMMES/ML;VACCIN DE L'HEPATITE B (ADNR), 1 ML EN SERINGUE PREREMPLIE AVE C 2 AIGUILLES, SUSPENSION INJECTABLE;Note d'information N  DGS/PP2/DGOS/DSS/2017/72 du 02/03/17 relative a la vente au public des vaccins ENGERIX B 20 mg/1 ml et HBVAXPRO 10 mg
0000009290442;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;OCTANATE 50 UI/ml;Poudre et solvant pour solution injectable en flacon de 5 ml;
0000009290502;0;0;0;EUSA PHARMA;17JUL2014:00:00:00;JO;17JUL2014:00:00:00;ERWINASE 10000 UL/FLACON;Poudre pour solution injectable;
0000009290867;0;0;0;INTSEL CHIMOS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE INTSEL CHIMOS 10 mg/ml;solution pour perfusion en flacon de 5 ml;
0000009291602;0;0;0;MEDIPHA SANTE;12OCT2018:00:00:00;JO;15OCT2018:00:00:00;SAVENE 20 mg/ml;IV FL+POC (3);
0000009293340;0;0;0;BIOGEN IDEC FRANCE;30NOV2018:00:00:00;JO;04DEC2018:00:00:00;TYSABRI 300 mg;1 Flacon de 15 ml, solution a diluer pour perfusion;
0000009293529;0;0;0;BENE - ARZNEIMITTEL - GMBH;16DEC2018:00:00:00;JO;21FEB2018:00:00:00;ELMIRON 100 MG;gelule;
0000009293558;0;0;0;INRESA;09APR2015:00:00:00;JO;10APR2015:00:00:00;OSPOLOT 200 MG;comprime pellicule secable;
0000009293593;0;0;0;SHIRE FRANCE SA;17JUN2016:00:00:00;JO;24JUN2016:00:00:00;ELAPRASE 2 mg/ml;1 Flacon de 3 ml, solution a diluer pour perfusion;
0000009294658;0;0;0;EBEWE PHARMA;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE EBEWE 2 MG/ML;Solution pour perfusion en flacon de 25 ml;
0000009294664;0;0;0;EBEWE PHARMA;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE EBEWE 2 MG/ML;Solution pour perfusion en flacon de 5 ml;
0000009294670;0;0;0;EBEWE PHARMA;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE EBEWE 2 MG/ML;Solution pour perfusion en flacon de 100 ml;
0000009294954;0;0;0;SANOFI AVENTIS FRANCE;24MAY2018:00:00:00;JO;24MAY2018:00:00:00;EVOLTRA 1 mg/ml;solution a diluer pour perfusion en flacon de 20 ml;
0000009295008;0;0;0;JANSSEN-CILAG;30NOV2018:00:00:00;JO;30NOV2018:00:00:00;PREZISTA 300 mg;comprime pellicule;
0000009295497;0;0;0;EUMEDICA SA;24MAY2016:00:00:00;JO;31MAY2016:00:00:00;NEGABAN 1 G;poudre pour solution injectable, en flacon;
0000009295505;0;0;0;EUMEDICA SA;24MAY2016:00:00:00;JO;31MAY2016:00:00:00;NEGABAN 2 G;poudre pour solution injectable ou pour perfusion en flacon;
0000009295853;0;0;0;PFIZER;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;ENBREL 25 mg;solution injectable en seringue preremplie;
0000009295876;0;0;0;WYETH PHARMACEUTICALS FRANCE;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;ENBREL 25 mg/ml;poudre et solvant pour solution injectable pour usage pediatrique;
0000009296829;0;0;0;EG LABO LABORATOIRES EUROGENER;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EG 6 MG/ML;solution a diluer pour perfusion en flacon de 16,7 ml;
0000009296841;0;0;0;EG LABO LABORATOIRES EUROGENER;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EG 6 MG/ML;solution a diluer pour perfusion en flacon de 5 ml;
0000009297088;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE HOSPIRA 10 MG/ML;Solution a diluer pour perfusion en flacon de 1 ml;
0000009297183;0;0;0;PANPHARMA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;FLUCONAZOLE PANPHARMA 2 mg/ml;solution pour perfusion en flacon de 100 ml;
0000009297332;0;0;0;GE HEALTHCARE SA;28FEB2017:00:00:00;JO;19SEP2017:00:00:00;HEXVIX 85 mg;Poudre et solvant pour solution pour administration intravesicale;
0000009297355;0;0;0;MERCK GENERIQUES;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.MYL 5MG/ML 50MG;poudre pour solution pour perfusion en flacon de 50 mg;
0000009297467;0;0;0;BAYER SANTE;15MAR2016:00:00:00;JO;21MAR2016:00:00:00;VENTAVIS 10 mcg/ml;1 Ampoule verre de 1 ml, solution pour inhalation par nebuliseur;
0000009298254;0;0;0;HOSPIRA FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXAL IPLATIN. HPI 5 MG/ML 100MG+0;Poudre pour solution pour perfusion en flacon ONCO-TAIN de 100 mg;
0000009298461;0;0;0;ENCYSIVE FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;THELIN 100 mg (sodium sitaxentan);1 Boite de 28, comprime enrobe, plaquette alveolaire (PVC/aclar/alu);
0000009298490;0;0;0;NORDIC PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE NORDIC PHARMA 10 MG/ML;1 Flacon de 1 ml, solution injectable;
0000009299207;0;0;0;ALEXION PHARMA FRANCE;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;SOLIRIS 300 MG;Solution a diluer pour perfusion;
0000009299443;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL SANDOZ 6 MG/ML;1 Flacon de 16,7 ml, solution a diluer pour perfusion;
0000009299489;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL SANDOZ 6 MG/ML;1 Flacon de 50 ml, solution a diluer pour perfusion;
0000009300181;0;0;0;BRISTOL MYERS SQUIBB;22NOV2018:00:00:00;JO;26NOV2018:00:00:00;ORENCIA 250 mg;1 Flacon, poudre pour solution a diluer pour perfusion;
0000009301128;0;0;0;MERCK SERONO;18DEC2014:00:00:00;JO;19DEC2014:00:00:00;ERBITUX 5 mg/ml;1 Flacon de 20 ml, solution pour perfusion;
0000009302139;0;0;0;NORDIC PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;OXALIPLATINE MEDAC 5 MG/ML;1 Flacon de 100 mg, poudre pour solution pour perfusion;
0000009302300;9235035;0;0;HOSPIRA FRANCE;16NOV2012:00:00:00;JO;16NOV2012:00:00:00;CARBOPLATINE HOSPIRA 10 MG/ ML;solution injectable pour perfusion A/F 60 ml;
