CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
F1955;TROUBLE PSYCHOTIQUE AVEC SYMPTÔMES MANIAQUES AU PREMIER PLAN, DÛ À DES DROGUES MULTIPLES ET À D'AUTR;Trouble psychotique avec symptômes maniaques au premier plan, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1956;TROUBLE PSYCHOTIQUE MIXTE, DÛ À DES DROGUES MULTIPLES ET À D'AUTRES SUBSTANCES PSYCHOACTIVES;Trouble psychotique mixte, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F196;Tbl. MENT. DUS A DROGUES MULT. OU NCA. : SYND. AMNESIQUE;Troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives : syndrome amnésique;;;;;0
F197;Tbl. MENT. DUS A DROGUES MULT. OU NCA. : Tbl. RESIDUEL OU PSYCHOT.;Troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives : trouble résiduel ou psychotique de survenue tardive;;;;;0
F1970;FLASHBACKS, DUS À DES DROGUES MULTIPLES ET À D'AUTRES SUBSTANCES PSYCHOACTIVES;Flashbacks, dus à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1971;TROUBLE DE LA PERSONNALITÉ OU DU COMPORTEMENT, RÉSIDUEL OU DE SURVENUE TARDIVE, DÛ À DES DROGUES MUL;Trouble de la personnalité ou du comportement, résiduel ou de survenue tardive, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1972;TROUBLE THYMIQUE RÉSIDUEL OU DE SURVENUE TARDIVE, DÛ À DES DROGUES MULTIPLES ET À D'AUTRES SUBSTANCE;Trouble thymique résiduel ou de survenue tardive, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1973;DÉMENCE, DUE À DES DROGUES MULTIPLES ET À D'AUTRES SUBSTANCES PSYCHOACTIVES;Démence, due à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1974;AUTRE DÉFICIT COGNITIF PERSISTANT OU DE SURVENUE TARDIVE, DÛ À DES DROGUES MULTIPLES ET À D'AUTRES S;Autre déficit cognitif persistant ou de survenue tardive, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F1975;TROUBLE PSYCHOTIQUE À DÉBUT TARDIF, DÛ À DES DROGUES MULTIPLES ET À D'AUTRES SUBSTANCES PSYCHOACTIVE;Trouble psychotique à début tardif, dû à des drogues multiples et à d'autres substances psychoactives;;;;;0
F198;Tbl. MENT. NCA, DUS A DROGUES MULT. OU NCA;Autres troubles mentaux et du comportement liés à l'utilisation de drogues multiples et autres troubles liés à l'utilisation d'autres substances psycho-actives;;;;;0
F199;Tbl. MENT. SAI, DUS A DROGUES MULT. OU NCA.;Troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives, sans précision;;;;;0
F20;SCHIZOPHRENIE;Schizophrénie;;;;;0
F200;SCHIZOPHRENIE PARANOIDE;Schizophrénie paranoïde;;;;;0
F2000;SCHIZOPHRÉNIE PARANOÏDE CONTINUE;Schizophrénie paranoïde continue;;;;;0
F2001;SCHIZOPHRÉNIE PARANOÏDE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie paranoïde épisodique avec déficit progressif;;;;;0
F2002;SCHIZOPHRÉNIE PARANOÏDE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie paranoïde épisodique avec déficit stable;;;;;0
F2003;SCHIZOPHRÉNIE PARANOÏDE ÉPISODIQUE RÉMITTENTE;Schizophrénie paranoïde épisodique rémittente;;;;;0
F2004;SCHIZOPHRÉNIE PARANOÏDE, RÉMISSION INCOMPLÈTE;Schizophrénie paranoïde, rémission incomplète;;;;;0
F2005;SCHIZOPHRÉNIE PARANOÏDE, RÉMISSION COMPLÈTE;Schizophrénie paranoïde, rémission complète;;;;;0
F2008;SCHIZOPHRÉNIE PARANOÏDE, AUTRE ÉVOLUTION;Schizophrénie paranoïde, autre évolution;;;;;0
F2009;SCHIZOPHRÉNIE PARANOÏDE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie paranoïde, évolution imprévisible, période d'observation trop brève;;;;;0
F201;SCHIZOPHRENIE HEBEPHRENIQUE;Schizophrénie hébéphrénique;;;;;0
F2010;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE CONTINUE;Schizophrénie hébéphrénique continue;;;;;0
F2011;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie hébéphrénique épisodique avec déficit progressif;;;;;0
F2012;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie hébéphrénique épisodique avec déficit stable;;;;;0
F2013;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE ÉPISODIQUE RÉMITTENTE;Schizophrénie hébéphrénique épisodique rémittente;;;;;0
F2014;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE, RÉMISSION INCOMPLÈTE;Schizophrénie hébéphrénique, rémission incomplète;;;;;0
F2015;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE, RÉMISSION COMPLÈTE;Schizophrénie hébéphrénique, rémission complète;;;;;0
F2018;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE, AUTRE ÉVOLUTION;Schizophrénie hébéphrénique, autre évolution;;;;;0
F2019;SCHIZOPHRÉNIE HÉBÉPHRÉNIQUE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie hébéphrénique, évolution imprévisible, période d'observation trop brève;;;;;0
F202;SCHIZOPHRENIE CATATONIQUE;Schizophrénie catatonique;;;;;0
F2020;SCHIZOPHRÉNIE CATATONIQUE CONTINUE;Schizophrénie catatonique continue;;;;;0
F2021;SCHIZOPHRÉNIE CATATONIQUE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie catatonique épisodique avec déficit progressif;;;;;0
F2022;SCHIZOPHRÉNIE CATATONIQUE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie catatonique épisodique avec déficit stable;;;;;0
F2023;SCHIZOPHRÉNIE CATATONIQUE ÉPISODIQUE RÉMITTENTE;Schizophrénie catatonique épisodique rémittente;;;;;0
F2024;SCHIZOPHRÉNIE CATATONIQUE, RÉMISSION INCOMPLÈTE;Schizophrénie catatonique, rémission incomplète;;;;;0
F2025;SCHIZOPHRÉNIE CATATONIQUE, RÉMISSION COMPLÈTE;Schizophrénie catatonique, rémission complète;;;;;0
F2028;SCHIZOPHRÉNIE CATATONIQUE, AUTRE ÉVOLUTION;Schizophrénie catatonique, autre évolution;;;;;0
F2029;SCHIZOPHRÉNIE CATATONIQUE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie catatonique, évolution imprévisible, période d'observation trop brève;;;;;0
F203;SCHIZOPHRENIE INDIFFERENCIEE;Schizophrénie indifférenciée;;;;;0
F2030;SCHIZOPHRÉNIE INDIFFÉRENCIÉE CONTINUE;Schizophrénie indifférenciée continue;;;;;0
F2031;SCHIZOPHRÉNIE INDIFFÉRENCIÉE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie indifférenciée épisodique avec déficit progressif;;;;;0
F2032;SCHIZOPHRÉNIE INDIFFÉRENCIÉE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie indifférenciée épisodique avec déficit stable;;;;;0
F2033;SCHIZOPHRÉNIE INDIFFÉRENCIÉE ÉPISODIQUE RÉMITTENTE;Schizophrénie indifférenciée épisodique rémittente;;;;;0
F2034;SCHIZOPHRÉNIE INDIFFÉRENCIÉE, RÉMISSION INCOMPLÈTE;Schizophrénie indifférenciée, rémission incomplète;;;;;0
F2035;SCHIZOPHRÉNIE INDIFFÉRENCIÉE, RÉMISSION COMPLÈTE;Schizophrénie indifférenciée, rémission complète;;;;;0
F2038;SCHIZOPHRÉNIE INDIFFÉRENCIÉE, AUTRE ÉVOLUTION;Schizophrénie indifférenciée, autre évolution;;;;;0
F2039;SCHIZOPHRÉNIE INDIFFÉRENCIÉE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie indifférenciée, évolution imprévisible, période d'observation trop brève;;;;;0
F204;DEPRES. POST-SCHIZOPHRENIQUE;Dépression post-schizophrénique;;;;;0
F2040;DÉPRESSION POSTSCHIZOPHRÉNIQUE CONTINUE;Dépression postschizophrénique continue;;;;;0
F2041;DÉPRESSION POSTSCHIZOPHRÉNIQUE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Dépression postschizophrénique épisodique avec déficit progressif;;;;;0
F2042;DÉPRESSION POSTSCHIZOPHRÉNIQUE ÉPISODIQUE AVEC DÉFICIT STABLE;Dépression postschizophrénique épisodique avec déficit stable;;;;;0
F2043;DÉPRESSION POSTSCHIZOPHRÉNIQUE ÉPISODIQUE RÉMITTENTE;Dépression postschizophrénique épisodique rémittente;;;;;0
F2044;DÉPRESSION POSTSCHIZOPHRÉNIQUE, RÉMISSION INCOMPLÈTE;Dépression postschizophrénique, rémission incomplète;;;;;0
F2045;DÉPRESSION POSTSCHIZOPHRÉNIQUE, RÉMISSION COMPLÈTE;Dépression postschizophrénique, rémission complète;;;;;0
F2048;DÉPRESSION POSTSCHIZOPHRÉNIQUE, AUTRE ÉVOLUTION;Dépression postschizophrénique, autre évolution;;;;;0
F2049;DÉPRESSION POSTSCHIZOPHRÉNIQUE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Dépression postschizophrénique, évolution imprévisible, période d'observation trop brève;;;;;0
F205;SCHIZOPHENIE RESIDUELLE;Schizophénie résiduelle;;;;;0
F2050;SCHIZOPHRÉNIE RÉSIDUELLE CONTINUE;Schizophrénie résiduelle continue;;;;;0
F2051;SCHIZOPHRÉNIE RÉSIDUELLE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie résiduelle épisodique avec déficit progressif;;;;;0
F2052;SCHIZOPHRÉNIE RÉSIDUELLE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie résiduelle épisodique avec déficit stable;;;;;0
F2053;SCHIZOPHRÉNIE RÉSIDUELLE ÉPISODIQUE RÉMITTENTE;Schizophrénie résiduelle épisodique rémittente;;;;;0
F2054;SCHIZOPHRÉNIE RÉSIDUELLE, RÉMISSION INCOMPLÈTE;Schizophrénie résiduelle, rémission incomplète;;;;;0
F2055;SCHIZOPHRÉNIE RÉSIDUELLE, RÉMISSION COMPLÈTE;Schizophrénie résiduelle, rémission complète;;;;;0
F2058;SCHIZOPHRÉNIE RÉSIDUELLE, AUTRE ÉVOLUTION;Schizophrénie résiduelle, autre évolution;;;;;0
F2059;SCHIZOPHRÉNIE RÉSIDUELLE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie résiduelle, évolution imprévisible, période d'observation trop brève;;;;;0
F206;SCHIZOPHRENIE SIMPLE;Schizophrénie simple;;;;;0
F2060;SCHIZOPHRÉNIE SIMPLE CONTINUE;Schizophrénie simple continue;;;;;0
F2061;SCHIZOPHRÉNIE SIMPLE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie simple épisodique avec déficit progressif;;;;;0
F2062;SCHIZOPHRÉNIE SIMPLE ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie simple épisodique avec déficit stable;;;;;0
F2063;SCHIZOPHRÉNIE SIMPLE ÉPISODIQUE RÉMITTENTE;Schizophrénie simple épisodique rémittente;;;;;0
F2064;SCHIZOPHRÉNIE SIMPLE, RÉMISSION INCOMPLÈTE;Schizophrénie simple, rémission incomplète;;;;;0
F2065;SCHIZOPHRÉNIE SIMPLE, RÉMISSION COMPLÈTE;Schizophrénie simple, rémission complète;;;;;0
F2068;SCHIZOPHRÉNIE SIMPLE, AUTRE ÉVOLUTION;Schizophrénie simple, autre évolution;;;;;0
F2069;SCHIZOPHRÉNIE SIMPLE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie simple, évolution imprévisible, période d'observation trop brève;;;;;0
F208;SCHIZOPHRENIE, NCA;Autres formes de schizophrénie;;;;;0
F2080;AUTRES FORMES DE SCHIZOPHRÉNIE CONTINUE;Autres formes de schizophrénie continue;;;;;0
F2081;AUTRES FORMES DE SCHIZOPHRÉNIE ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Autres formes de schizophrénie épisodique avec déficit progressif;;;;;0
F2082;AUTRES FORMES DE SCHIZOPHRÉNIE ÉPISODIQUE AVEC DÉFICIT STABLE;Autres formes de schizophrénie épisodique avec déficit stable;;;;;0
F2083;AUTRES FORMES DE SCHIZOPHRÉNIE ÉPISODIQUE RÉMITTENTE;Autres formes de schizophrénie épisodique rémittente;;;;;0
F2084;AUTRES FORMES DE SCHIZOPHRÉNIE, RÉMISSION INCOMPLÈTE;Autres formes de schizophrénie, rémission incomplète;;;;;0
F2085;AUTRES FORMES DE SCHIZOPHRÉNIE, RÉMISSION COMPLÈTE;Autres formes de schizophrénie, rémission complète;;;;;0
F2088;AUTRES FORMES DE SCHIZOPHRÉNIE, AUTRE ÉVOLUTION;Autres formes de schizophrénie, autre évolution;;;;;0
F2089;AUTRES FORMES DE SCHIZOPHRÉNIE, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Autres formes de schizophrénie, évolution imprévisible, période d'observation trop brève;;;;;0
F209;SCHIZOPHRENIE, SAI;Schizophrénie, sans précision;;;;;0
F2090;SCHIZOPHRÉNIE, SANS PRÉCISION,  CONTINUE;Schizophrénie, sans précision,  continue;;;;;0
F2091;SCHIZOPHRÉNIE, SANS PRÉCISION,  ÉPISODIQUE AVEC DÉFICIT PROGRESSIF;Schizophrénie, sans précision,  épisodique avec déficit progressif;;;;;0
F2092;SCHIZOPHRÉNIE, SANS PRÉCISION,  ÉPISODIQUE AVEC DÉFICIT STABLE;Schizophrénie, sans précision,  épisodique avec déficit stable;;;;;0
F2093;SCHIZOPHRÉNIE, SANS PRÉCISION,  ÉPISODIQUE RÉMITTENTE;Schizophrénie, sans précision,  épisodique rémittente;;;;;0
F2094;SCHIZOPHRÉNIE, SANS PRÉCISION, RÉMISSION INCOMPLÈTE;Schizophrénie, sans précision, rémission incomplète;;;;;0
F2095;SCHIZOPHRÉNIE, SANS PRÉCISION, RÉMISSION COMPLÈTE;Schizophrénie, sans précision, rémission complète;;;;;0
F2098;SCHIZOPHRÉNIE, SANS PRÉCISION, AUTRE ÉVOLUTION;Schizophrénie, sans précision, autre évolution;;;;;0
F2099;SCHIZOPHRÉNIE, SANS PRÉCISION, ÉVOLUTION IMPRÉVISIBLE, PÉRIODE D'OBSERVATION TROP BRÈVE;Schizophrénie, sans précision, évolution imprévisible, période d'observation trop brève;;;;;0
F21;Tbl. SCHIZOTYPIQUE;Trouble schizotypique;;;;;0
F22;Tbl. DELIRANTS PERSISTANTS;Troubles délirants persistants;;;;;0
F220;Tbl. DELIRANT;Trouble délirant;;;;;0
F228;Tbl. DELIRANTS PERSISTANTS, NCA;Autres troubles délirants persistants;;;;;0
F229;Tbl. DELIRANT PERSISTANT, SAI;Trouble délirant persistant, sans précision;;;;;0
F23;Tbl. PSYCHOT. AIG. ET TRANSIT.;Troubles psychotiques aigus et transitoires;;;;;0
F230;Tbl. PSYCHOT. AIG. POLYMORPHE, SAI;Trouble psychotique aigu polymorphe, (sans symptômes schizophréniques);;;;;0
F2300;TROUBLE PSYCHOTIQUE AIGU POLYMORPHE SANS SYMPTÔME SCHIZOPHRÉNIQUE, SANS FACTEUR DE STRESS AIGU ASSOC;Trouble psychotique aigu polymorphe sans symptôme schizophrénique, sans facteur de stress aigu associé;;;;;0
F2301;TROUBLE PSYCHOTIQUE AIGU POLYMORPHE SANS SYMPTÔME SCHIZOPHRÉNIQUE, AVEC FACTEUR DE STRESS AIGU ASSOC;Trouble psychotique aigu polymorphe sans symptôme schizophrénique, avec facteur de stress aigu associé;;;;;0
F231;Tbl. PSYCHOT. AIG. POLYMORPHE AVEC SYMPT. SCHIZOPHRENIQUES;Trouble psychotique aigu polymorphe avec symptômes schizophréniques;;;;;0
F2310;TROUBLE PSYCHOTIQUE AIGU POLYMORPHE AVEC SYMPTÔMES SCHIZOPHRÉNIQUES, SANS FACTEUR DE STRESS AIGU ASS;Trouble psychotique aigu polymorphe avec symptômes schizophréniques, sans facteur de stress aigu associé;;;;;0
F2311;TROUBLE PSYCHOTIQUE AIGU POLYMORPHE AVEC SYMPTÔMES SCHIZOPHRÉNIQUES, AVEC FACTEUR DE STRESS AIGU ASS;Trouble psychotique aigu polymorphe avec symptômes schizophréniques, avec facteur de stress aigu associé;;;;;0
F232;Tbl. PSYCHOT. AIG. D'ALLURE SCHIZOPHRENIQUE;Trouble psychotique aigu d'allure schizophrénique;;;;;0
F2320;TROUBLE PSYCHOTIQUE AIGU D'ALLURE SCHIZOPHRÉNIQUE, SANS FACTEUR DE STRESS AIGU ASSOCIÉ;Trouble psychotique aigu d'allure schizophrénique, sans facteur de stress aigu associé;;;;;0
F2321;TROUBLE PSYCHOTIQUE AIGU D'ALLURE SCHIZOPHRÉNIQUE, AVEC FACTEUR DE STRESS AIGU ASSOCIÉ;Trouble psychotique aigu d'allure schizophrénique, avec facteur de stress aigu associé;;;;;0
F233;Tbl. PSYCHOT. AIG. DELIRANT, NCA;Autre trouble psychotique aigu, essentiellement délirant;;;;;0
F2330;AUTRE TROUBLE PSYCHOTIQUE AIGU, ESSENTIELLEMENT DÉLIRANT, SANS FACTEUR DE STRESS AIGU ASSOCIÉ;Autre trouble psychotique aigu, essentiellement délirant, sans facteur de stress aigu associé;;;;;0
F2331;AUTRE TROUBLE PSYCHOTIQUE AIGU, ESSENTIELLEMENT DÉLIRANT, AVEC FACTEUR DE STRESS AIGU ASSOCIÉ;Autre trouble psychotique aigu, essentiellement délirant, avec facteur de stress aigu associé;;;;;0
F238;Tbl. PSYCHOT. AIG. ET TRANSIT., NCA;Autres troubles psychotiques aigus et transitoires;;;;;0
F2380;AUTRES TROUBLES PSYCHOTIQUES AIGUS ET TRANSITOIRES, SANS FACTEUR DE STRESS AIGU ASSOCIÉ;Autres troubles psychotiques aigus et transitoires, sans facteur de stress aigu associé;;;;;0
F2381;AUTRES TROUBLES PSYCHOTIQUES AIGUS ET TRANSITOIRES, AVEC FACTEUR DE STRESS AIGU ASSOCIÉ;Autres troubles psychotiques aigus et transitoires, avec facteur de stress aigu associé;;;;;0
F239;Tbl. PSYCHOT. AIG. ET TRANSIT., SAI;Trouble psychotique aigu et transitoire, sans précision;;;;;0
F2390;TROUBLE PSYCHOTIQUE AIGU ET TRANSITOIRE, SANS PRÉCISION, SANS FACTEUR DE STRESS AIGU ASSOCIÉ;Trouble psychotique aigu et transitoire, sans précision, sans facteur de stress aigu associé;;;;;0
F2391;TROUBLE PSYCHOTIQUE AIGU ET TRANSITOIRE, SANS PRÉCISION,  AVEC FACTEUR DE STRESS AIGU ASSOCIÉ;Trouble psychotique aigu et transitoire, sans précision,  avec facteur de stress aigu associé;;;;;0
F24;Tbl. DELIRANT INDUIT;Trouble délirant induit;;;;;0
F25;Tbl. SCHIZO-AFFECTIFS;Troubles schizo-affectifs;;;;;0
F250;Tbl. SCHIZO-AFFECTIF, TYPE MANIAQUE;Trouble schizo-affectif, type maniaque;;;;;0
F2500;TROUBLE SCHIZOAFFECTIF, TYPE MANIAQUE, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, SANS SYMP;Trouble schizoaffectif, type maniaque, symptômes affectifs et schizophréniques simultanés, sans symptôme schizophrénique après la disparition des symptômes affectifs;;;;;0
F2501;TROUBLE SCHIZOAFFECTIF, TYPE MANIAQUE, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, AVEC SYMP;Trouble schizoaffectif, type maniaque, symptômes affectifs et schizophréniques simultanés, avec symptômes schizophréniques persistants après la disparition des symptômes affectifs;;;;;0
F251;Tbl. SCHIZO-AFFECTIF, TYPE DEPRES.;Trouble schizo-affectif, type dépressif;;;;;0
F2510;TROUBLE SCHIZOAFFECTIF, TYPE DÉPRESSIF, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, SANS SYM;Trouble schizoaffectif, type dépressif, symptômes affectifs et schizophréniques simultanés, sans symptôme schizophrénique après la disparition des symptômes affectifs;;;;;0
F2511;TROUBLE SCHIZOAFFECTIF, TYPE DÉPRESSIF, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, AVEC SYM;Trouble schizoaffectif, type dépressif, symptômes affectifs et schizophréniques simultanés, avec symptômes schizophréniques persistants après la disparition des symptômes affectifs;;;;;0
F252;Tbl. SCHIZO-AFFECTIF, TYPE MIXTE;Trouble schizo-affectif, type mixte;;;;;0
F2520;TROUBLE SCHIZOAFFECTIF, TYPE MIXTE, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, SANS SYMPTÔM;Trouble schizoaffectif, type mixte, symptômes affectifs et schizophréniques simultanés, sans symptôme schizophrénique après la disparition des symptômes affectifs;;;;;0
F2521;TROUBLE SCHIZOAFFECTIF, TYPE MIXTE, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, AVEC SYMPTÔM;Trouble schizoaffectif, type mixte, symptômes affectifs et schizophréniques simultanés, avec symptômes schizophréniques persistants après la disparition des symptômes affectifs;;;;;0
F258;Tbl. SCHIZO-AFFECTIFS, NCA;Autres troubles schizo-affectifs;;;;;0
F2580;AUTRES TROUBLES SCHIZOAFFECTIF, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, SANS SYMPTÔME SC;Autres troubles schizoaffectif, symptômes affectifs et schizophréniques simultanés, sans symptôme schizophrénique après la disparition des symptômes affectifs;;;;;0
F2581;AUTRES TROUBLE SCHIZOAFFECTIF, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, AVEC SYMPTÔMES SC;Autres trouble schizoaffectif, symptômes affectifs et schizophréniques simultanés, avec symptômes schizophréniques persistants après la disparition des symptômes affectifs;;;;;0
F259;Tbl. SCHIZO-AFFECTIF, SAI;Trouble schizo-affectif, sans précision;;;;;0
F2590;TROUBLE SCHIZOAFFECTIF, SANS PRÉCISION, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, SANS SYM;Trouble schizoaffectif, sans précision, symptômes affectifs et schizophréniques simultanés, sans symptôme schizophrénique après la disparition des symptômes affectifs;;;;;0
F2591;TROUBLE SCHIZOAFFECTIF, SANS PRÉCISION, SYMPTÔMES AFFECTIFS ET SCHIZOPHRÉNIQUES SIMULTANÉS, AVEC SYM;Trouble schizoaffectif, sans précision, symptômes affectifs et schizophréniques simultanés, avec symptômes schizophréniques persistants après la disparition des symptômes affectifs;;;;;0
F28;Tbl. PSYCHOT. NON ORG., NCA;Autres troubles psychotiques non organiques;;;;;0
F29;PSYCHOSE NON ORG., SAI;Psychose non organique, sans précision;;;;;0
F30;EPISODE MANIAQUE;Épisode maniaque;;;;;0
F300;HYPOMANIE;Hypomanie;;;;;0
F301;MANIE SANS SYMPT. PSYCHOT.;Manie sans symptômes psychotiques;;;;;0
F302;MANIE AVEC SYMPT. PSYCHOT.;Manie avec symptômes psychotiques;;;;;0
F3020;MANIE AVEC SYMPTÔMES PSYCHOTIQUES CONGRUENTS À L'HUMEUR;Manie avec symptômes psychotiques congruents à l'humeur;;;;;0
F3021;MANIE AVEC SYMPTÔMES PSYCHOTIQUES NON CONGRUENTS À L'HUMEUR;Manie avec symptômes psychotiques non congruents à l'humeur;;;;;0
F308;EPISODES MANIAQUES, NCA;Autres épisodes maniaques;;;;;0
F309;EPISODE MANIAQUE, SAI;Épisode maniaque, sans précision;;;;;0
F31;Tbl. AFF. BIPOL.;Trouble affectif bipolaire;;;;;0
F310;Tbl. AFF. BIPOL., HYPOMANIAQUE;Trouble affectif bipolaire, épisode actuel hypomaniaque;;;;;0
F311;Tbl. AFF. BIPOL., MANIAQUE SANS SYMPT. PSYCHOT.;Trouble affectif bipolaire, épisode actuel maniaque sans symptômes psychotiques;;;;;0
F312;Tbl. AFF. BIPOL., MANIAQUE AVEC SYMPT. PSYCHOT.;Trouble affectif bipolaire, épisode actuel maniaque avec symptômes psychotiques;;;;;0
F3120;TROUBLE AFFECTIF BIPOLAIRE, ÉPISODE ACTUEL MANIAQUE AVEC SYMPTÔMES PSYCHOTIQUES CONGRUENTS À L'HUMEU;Trouble affectif bipolaire, épisode actuel maniaque avec symptômes psychotiques congruents à l'humeur;;;;;0
F3121;TROUBLE AFFECTIF BIPOLAIRE, ÉPISODE ACTUEL MANIAQUE AVEC SYMPTÔMES PSYCHOTIQUES NON CONGRUENTS À L'H;Trouble affectif bipolaire, épisode actuel maniaque avec symptômes psychotiques non congruents à l'humeur;;;;;0
F313;Tbl. AFF. BIPOL., DEPRES. LEGERE OU MOY.;Trouble affectif bipolaire, épisode actuel de dépression légère ou moyenne;;;;;0
F3130;TROUBLE AFFECTIF BIPOLAIRE, ÉPISODE ACTUEL DE DÉPRESSION LÉGÈRE OU MOYENNE, SANS SYNDROME SOMATIQUE;Trouble affectif bipolaire, épisode actuel de dépression légère ou moyenne, sans syndrome somatique;;;;;0
