LPP_PRS_IDE;LPP_RED_LIB;LPP_VAL_DTF;LPP_MAX_AGE;LPP_PRS_TYP;LPP_MED_IND;LPP_ARB_CHA;LPP_ARB_SC1;LPP_ARB_SC2;LPP_ARB_SC3;LPP_ARB_SC4;LPP_ARB_SC5;LPP_ARB_SC6;LPP_ARB_SC7;LPP_ARB_SC8;LPP_ARB_SC9;LPP_ARB_BAS;LPP_PRO_COD;LPP_ANC_COD
7727886;VI4ZH25,PROTEOR;;0;A;N;2;7;2;1;3;1;2;1;0;0;22.000000;;
7727892;VI4ZN24,PROTEOR;;0;A;N;2;7;2;1;3;1;2;2;0;0;37.000000;;
7727900;VI4ZM01,PROTEOR;;0;A;N;2;7;2;1;3;1;2;1;0;0;47.000000;;
7727917;VI4ZR20,PROTEOR;;0;A;N;2;7;2;1;3;1;2;2;0;0;42.000000;;
7727923;VI4ZH23,PROTEOR;;0;A;N;2;7;2;1;3;1;2;1;0;0;14.000000;;
7727930;VI4ZG20,PROTEOR;;0;A;N;2;7;2;1;3;1;2;2;0;0;6.000000;;
7727946;AT43Z22,PROTEOR;;0;A;N;2;7;3;1;3;2;0;0;0;0;40.000000;;
7727952;AT43Z04,PROTEOR;;0;A;N;2;7;3;1;3;2;0;0;0;0;7.000000;;
7727969;AT47Z04,PROTEOR;;0;A;N;2;7;3;1;5;1;0;0;0;0;7.000000;;
7728236;AI4Z001,PROTEOR;;0;A;N;2;7;2;1;3;6;2;0;0;0;3.000000;;
7728242;AI4Z005,PROTEOR;;0;A;N;2;7;2;1;3;6;2;0;0;0;10.000000;;
7728259;VI8Z420,PROTEOR;;0;A;N;2;7;2;1;3;1;4;1;0;0;2.000000;;
7728265;VI6N601,PROTEOR;;0;A;N;2;7;2;1;3;3;4;1;0;0;3.000000;;
7728288;AI6X607,PROTEOR;;0;A;N;2;7;2;1;3;2;4;0;0;0;8.000000;;
7728319;AI6Z601,PROTEOR;;0;A;N;2;7;2;1;3;2;4;0;0;0;17.000000;;
7733579;AI4Z003,PROTEOR;;0;A;N;2;7;2;1;3;6;2;0;0;0;7.000000;;
7733591;AMORTISSEUR CHOCS VERTICAUX ET DE TORSION EN ALLIAGE LEGER,PROTEOR;;0;A;N;2;7;2;1;3;2;5;0;0;0;6.000000;;
7736460;VI4BE01,PROTEOR;;0;A;N;2;7;2;1;3;1;2;2;0;0;58.000000;;
7740906;VI8J401,SM EUROPE;;0;A;N;2;7;2;1;4;5;1;0;0;0;2.000000;;
7740935;CHEVILLE MULTIFLEXION,SM EUROPE;;0;A;N;2;7;2;1;3;2;5;0;0;0;10.000000;;
7740941;AI3Z001,SM EUROPE;;0;A;N;2;7;2;1;3;6;1;1;0;0;4.000000;;
7740958;AI6Z001,SM EUROPE;;0;A;N;2;7;2;1;3;6;3;0;0;0;4.000000;;
7740964;VI4ZG20,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;2;0;0;8.000000;;
7740987;VI4ZG24,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;2;0;0;23.000000;;
7740993;VI4ZH20,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;1;0;0;8.000000;;
7741001;VI4ZH23,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;1;0;0;16.000000;;
7741053;VI4ZN20,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;2;0;0;27.000000;;
7741076;VI4ZH25,SM EUROPE;;0;A;N;2;7;2;1;3;1;2;1;0;0;24.000000;;
7741082;AI6Z601,SM EUROPE;;0;A;N;2;7;2;1;3;2;4;0;0;0;18.000000;;
7741099;VI6X603,SM EUROPE;;0;A;N;2;7;2;1;3;3;4;2;0;0;5.000000;;
7741142;RI06XX003,SM EUROPE;;0;A;N;2;7;4;2;5;3;1;1;1;0;8.000000;;
7757255;AS9S01,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;2.000000;;
7757278;VI4ZG21,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;11.000000;;
7757410;AT43Z15,GROUPE G2M;;0;A;N;2;7;3;1;3;2;0;0;0;0;29.000000;;
7757901;AI4Z003,OTTO BOCK;;0;A;N;2;7;2;1;3;6;2;0;0;0;6.000000;;
7757918;PI71,OTTO BOCK;;0;A;N;2;7;2;1;4;5;2;1;0;0;10.000000;;
7757924;RS607,OTTO BOCK;;0;A;N;2;7;4;1;1;2;1;0;0;0;9.000000;;
7757930;AS9D53,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;13.000000;;
7757947;PI51,OTTO BOCK;;0;A;N;2;7;2;1;4;5;2;4;0;0;4.000000;;
7757953;AS3T01,OTTO BOCK;;0;A;N;2;7;1;1;2;1;2;0;0;0;6.000000;;
7757960;AS4Z52,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;28.000000;;
7757976;AMORTISSEUR CHOCS VERTICAUX ET DE TORSION EN ALLIAGE LEGER,OTTO BOCK;;0;A;N;2;7;2;1;3;2;5;0;0;0;5.000000;;
7757982;AS1A01,OTTO BOCK;;0;A;N;2;7;1;1;2;1;2;0;0;0;11.000000;;
7757999;RS831,OTTO BOCK;;0;A;N;2;7;4;1;1;1;1;0;0;0;3.000000;;
7758007;RI03XX012,OTTO BOCK;;0;A;N;2;7;4;2;3;3;1;0;0;0;8.000000;;
7758013;RS832,OTTO BOCK;;0;A;N;2;7;4;1;1;1;1;0;0;0;5.000000;;
7758020;VI4ZN24,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;36.000000;;
7758036;RI08ZJ401,OTTO BOCK;;0;A;N;2;7;4;2;11;2;1;0;0;0;6.000000;;
7758042;AS6S03,OTTO BOCK;;0;A;N;2;7;1;1;2;2;5;0;0;0;7.000000;;
7758059;AS4Z51,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;26.000000;;
7758065;RI04ZA001,OTTO BOCK;;0;A;N;2;7;4;2;4;2;1;0;0;0;2.000000;;
7758071;RS4R04,OTTO BOCK;;0;A;N;2;7;4;1;8;4;1;0;0;0;5.000000;;
7758088;RS6R07,OTTO BOCK;;0;A;N;2;7;4;1;8;3;1;0;0;0;9.000000;;
7758094;RS3C01,OTTO BOCK;;0;A;N;2;7;4;1;2;2;1;0;0;0;2.000000;;
7758102;VI1Z001,OTTO BOCK;;0;A;N;2;7;2;1;3;1;1;0;0;0;2.000000;;
7758119;VI4ZG20,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;5.000000;;
7758125;RS601,OTTO BOCK;;0;A;N;2;7;4;1;1;2;1;0;0;0;2.000000;;
7758131;PIED RESTITUTION D'ENERGIE, REMPLACEMENT REVETEMENT ESTHETIQUE,OTTO BOCK;;0;R;O;2;7;2;1;3;1;4;2;6;0;3.000000;;
7758148;RI03XX016,OTTO BOCK;;0;A;N;2;7;4;2;3;3;1;0;0;0;19.000000;;
7758154;VI4ZP20,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;25.000000;;
7758160;PI72,OTTO BOCK;;0;A;N;2;7;2;1;4;5;2;2;0;0;9.000000;;
7758177;AS9D87,OTTO BOCK;;0;A;N;2;7;1;1;2;2;3;0;0;0;5.000000;;
7758183;AS9D89,OTTO BOCK;;0;A;N;2;7;1;1;2;2;3;0;0;0;9.000000;;
7758190;AS7A01,OTTO BOCK;;0;A;N;2;7;1;1;2;1;2;0;0;0;2.000000;;
7758208;AS9R02,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;21.000000;;
7758214;AS9R01,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;17.000000;;
7758220;AI6U604,OTTO BOCK;;0;A;N;2;7;2;1;3;2;4;0;0;0;11.000000;;
7758237;RI06ZX001,OTTO BOCK;;0;A;N;2;7;4;2;5;2;1;0;0;0;4.000000;;
7758243;VI4ZG24,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;21.000000;;
7758250;AI6X607,OTTO BOCK;;0;A;N;2;7;2;1;3;2;4;0;0;0;7.000000;;
7758266;AS9Z02,OTTO BOCK;;0;A;N;2;7;1;1;2;2;6;0;0;0;2.000000;;
7758272;VI4ZH25,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;21.000000;;
7758289;AI6Z601,OTTO BOCK;;0;A;N;2;7;2;1;3;2;4;0;0;0;16.000000;;
7758295;RI06XX010,OTTO BOCK;;0;A;N;2;7;4;2;5;3;1;1;1;0;19.000000;;
7758303;VI4ZR24,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;55.000000;;
7758310;RI08ZJ701,OTTO BOCK;;0;A;N;2;7;4;2;11;2;1;0;0;0;9.000000;;
7758326;VI4ZR23,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;53.000000;;
7758355;VI3X003,OTTO BOCK;;0;A;N;2;7;2;1;3;3;1;2;0;0;14.000000;;
7758361;VI4ZS25,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;36.000000;;
7758378;AS9R50,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;19.000000;;
7758384;RI03ZX003,OTTO BOCK;;0;A;N;2;7;4;2;3;2;1;0;0;0;5.000000;;
7758390;AI4Z001,OTTO BOCK;;0;A;N;2;7;2;1;3;6;2;0;0;0;2.000000;;
7758415;RI06XX006,OTTO BOCK;;0;A;N;2;7;4;2;5;3;1;1;1;0;16.000000;;
7758421;VI4ZH23,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;13.000000;;
7758438;RS6R08,OTTO BOCK;;0;A;N;2;7;4;1;8;3;1;0;0;0;11.000000;;
7758444;VI6U606,OTTO BOCK;;0;A;N;2;7;2;1;3;3;4;2;0;0;26.000000;;
7758473;AS9A25,OTTO BOCK;;0;A;N;2;7;1;1;2;3;2;0;0;0;6.000000;;
7758504;RI08XJ401,OTTO BOCK;;0;A;N;2;7;4;2;11;1;1;0;0;0;3.000000;;
7758510;AS4A03,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;15.000000;;
7758527;RI03XX015,OTTO BOCK;;0;A;N;2;7;4;2;3;3;1;0;0;0;16.000000;;
7758533;VI3U602,OTTO BOCK;;0;A;N;2;7;2;1;3;3;1;2;0;0;16.000000;;
7758540;VI4ZR22,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;2;0;0;48.000000;;
7758556;RI03XX014,OTTO BOCK;;0;A;N;2;7;4;2;3;3;1;0;0;0;11.000000;;
7758579;RS1R02,OTTO BOCK;;0;A;N;2;7;4;1;8;6;1;0;0;0;3.000000;;
7758591;AS9D88,OTTO BOCK;;0;A;N;2;7;1;1;2;2;3;0;0;0;7.000000;;
7758622;VI3X603,OTTO BOCK;;0;A;N;2;7;2;1;3;3;1;2;0;0;7.000000;;
7758639;VI6X605,OTTO BOCK;;0;A;N;2;7;2;1;3;3;4;2;0;0;19.000000;;
7758645;AS6Z03,OTTO BOCK;;0;A;N;2;7;1;1;2;2;5;0;0;0;4.000000;;
7758651;RI08ZD001,OTTO BOCK;;0;A;N;2;7;4;2;11;2;1;0;0;0;3.000000;;
7758668;AS7A21,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;3.000000;;
7758674;AS4A05,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;19.000000;;
7758697;RS4R06,OTTO BOCK;;0;A;N;2;7;4;1;8;4;1;0;0;0;8.000000;;
7758705;AS4A04,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;17.000000;;
7758711;AS9D90,OTTO BOCK;;0;A;N;2;7;1;1;2;2;3;0;0;0;11.000000;;
7758728;AS9Z01,OTTO BOCK;;0;A;N;2;7;1;1;2;4;2;0;0;0;2.000000;;
7758734;RI06XX004,OTTO BOCK;;0;A;N;2;7;4;2;5;3;1;1;1;0;12.000000;;
7758740;AS9A01,OTTO BOCK;;0;A;N;2;7;1;1;2;1;4;0;0;0;2.000000;;
7758757;VI4ZH20,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;5.000000;;
7758770;PI21,OTTO BOCK;;0;A;N;2;7;2;1;4;5;2;1;0;0;5.000000;;
7758786;RS9R01,OTTO BOCK;;0;A;N;2;7;4;1;8;1;1;0;0;0;2.000000;;
7758823;RI01ZX001,OTTO BOCK;;0;A;N;2;7;4;2;2;2;1;0;0;0;2.000000;;
7758875;AS9A31,OTTO BOCK;;0;A;N;2;7;1;1;2;1;1;0;0;0;3.000000;;
7758881;VI4ZP23,OTTO BOCK;;0;A;N;2;7;2;1;3;1;2;1;0;0;29.000000;;
7758898;RI06XX005,OTTO BOCK;;0;A;N;2;7;4;2;5;3;1;1;1;0;14.000000;;
7758906;AS3S03,OTTO BOCK;;0;A;N;2;7;1;1;2;2;5;0;0;0;11.000000;;
7758929;RS3R02,OTTO BOCK;;0;A;N;2;7;4;1;8;5;1;0;0;0;3.000000;;
7758941;AS9A85,OTTO BOCK;;0;A;N;2;7;1;1;2;2;3;0;0;0;2.000000;;
7758958;AS9D01,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;4.000000;;
7758970;AS9Z95,OTTO BOCK;;0;A;N;2;7;1;1;2;1;2;0;0;0;15.000000;;
7758987;AS6R50,OTTO BOCK;;0;A;N;2;7;1;1;2;4;1;0;0;0;4.000000;;
7758993;AS4A15,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;22.000000;;
7759018;VI6U605,OTTO BOCK;;0;A;N;2;7;2;1;3;3;4;2;0;0;23.000000;;
7759024;AS4A16,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;24.000000;;
7759053;VI6X604,OTTO BOCK;;0;A;N;2;7;2;1;3;3;4;2;0;0;9.000000;;
7759060;RI03ZX001,OTTO BOCK;;0;A;N;2;7;4;2;3;2;1;0;0;0;2.000000;;
7759082;RS8R01,OTTO BOCK;;0;A;N;2;7;4;1;8;2;1;0;0;0;2.000000;;
7759099;PI22,OTTO BOCK;;0;A;N;2;7;2;1;4;5;2;2;0;0;4.000000;;
7759107;AS1Z01,OTTO BOCK;;0;A;N;2;7;1;1;2;1;3;0;0;0;2.000000;;
7759113;AS1A02,OTTO BOCK;;0;A;N;2;7;1;1;2;1;2;0;0;0;13.000000;;
7759120;RS6R05,OTTO BOCK;;0;A;N;2;7;4;1;8;3;1;0;0;0;6.000000;;
7759136;RI06ZX002,OTTO BOCK;;0;A;N;2;7;4;2;5;2;1;0;0;0;6.000000;;
7759142;VI3U601,OTTO BOCK;;0;A;N;2;7;2;1;3;3;1;2;0;0;11.000000;;
7759159;AS7A10,OTTO BOCK;;0;A;N;2;7;1;1;2;2;2;0;0;0;8.000000;;
7759372;AI7A10,OTTO BOCK;;0;A;N;2;7;2;2;2;2;1;3;0;0;3.000000;;
7759389;AI1A92,OTTO BOCK;;0;A;N;2;7;2;2;4;6;1;0;0;0;4.000000;;
7759403;AI4A15,OTTO BOCK;;0;A;N;2;7;2;2;2;3;2;0;0;0;10.000000;;
7759410;AI1A40,OTTO BOCK;;0;A;N;2;7;2;2;2;4;1;0;0;0;3.000000;;
7759426;RI1004,OTTO BOCK;;0;A;N;2;7;4;2;10;1;0;0;0;0;6.000000;;
7759432;AI4A91,OTTO BOCK;;0;A;N;2;7;2;2;4;3;0;0;0;0;8.000000;;
7759455;AI4A12,OTTO BOCK;;0;A;N;2;7;2;2;2;3;2;0;0;0;11.000000;;
7759461;RI10AA003,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;6.000000;;
7759478;AI1A14,OTTO BOCK;;0;A;N;2;7;2;2;2;4;2;2;0;0;8.000000;;
7759490;RI10XA007,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;19.000000;;
7759509;AI4A11,OTTO BOCK;;0;A;N;2;7;2;2;2;3;2;0;0;0;5.000000;;
7759515;AI1A11,OTTO BOCK;;0;A;N;2;7;2;2;2;4;2;2;0;0;2.000000;;
7759521;RI8902,OTTO BOCK;;0;A;N;2;7;4;2;8;1;1;0;0;0;3.000000;;
7759544;AI7A26,OTTO BOCK;;0;A;N;2;7;2;2;2;2;2;2;0;0;5.000000;;
7759567;AI7A31,OTTO BOCK;;0;A;N;2;7;2;2;4;1;2;0;0;0;3.000000;;
7759573;RI10XAC01,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;27.000000;;
7759580;RI10XA005,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;15.000000;;
7760205;AI4T11,OTTO BOCK;;0;A;N;2;7;2;2;2;3;2;0;0;0;14.000000;;
7760211;RI10XA001,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;9.000000;;
7760234;AI7A50,OTTO BOCK;;0;A;N;2;7;2;2;6;0;0;0;0;0;2.000000;;
7760257;RI1001,OTTO BOCK;;0;A;N;2;7;4;2;10;1;0;0;0;0;2.000000;;
7760270;RI10XT001,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;50.000000;;
7760286;RI10AA002,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;4.000000;;
7760292;TR29G27,OTTO BOCK;;0;A;N;2;7;3;1;1;6;0;0;0;0;3.000000;;
7760317;RI10XA006,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;17.000000;;
7760323;TR49K54,OTTO BOCK;;0;A;N;2;7;3;1;1;3;0;0;0;0;14.000000;;
7760346;AI7A25,OTTO BOCK;;0;A;N;2;7;2;2;2;2;2;2;0;0;3.000000;;
7760369;RI1002,OTTO BOCK;;0;A;N;2;7;4;2;10;1;0;0;0;0;4.000000;;
7760375;AI4A90,OTTO BOCK;;0;A;N;2;7;2;2;4;3;0;0;0;0;5.000000;;
7760398;RI10XT002,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;52.000000;;
7760406;RI10AA001,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;2.000000;;
7760429;AI1D93,OTTO BOCK;;0;A;N;2;7;2;2;4;5;0;0;0;0;7.000000;;
7760435;RI10XA008,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;21.000000;;
7760441;AI1A13,OTTO BOCK;;0;A;N;2;7;2;2;2;4;2;2;0;0;5.000000;;
7760464;AI4A10,OTTO BOCK;;0;A;N;2;7;2;2;2;3;2;0;0;0;3.000000;;
7760487;RI10XA002,OTTO BOCK;;0;A;N;2;7;4;2;9;1;0;0;0;0;11.000000;;
7760582;AI1S120,OTTO BOCK;;0;A;N;2;7;2;1;2;1;0;0;0;0;2.000000;;
7760620;AT47Z08,GROUPE G2M;;0;A;N;2;7;3;1;5;1;0;0;0;0;14.000000;;
7760814;AI1S121,OTTO BOCK;;0;A;N;2;7;2;1;2;1;0;0;0;0;4.000000;;
7760820;AI2S220,OTTO BOCK;;0;A;N;2;7;2;1;2;2;0;0;0;0;4.000000;;
7760837;PI03ZSD23,OTTO BOCK;;0;A;N;2;7;2;1;2;3;2;0;0;0;5.000000;;
7760843;PI04ZSD23,OTTO BOCK;;0;A;N;2;7;2;1;2;4;0;0;0;0;4.000000;;
7760850;PI06ZSC33,OTTO BOCK;;0;A;N;2;7;2;1;2;5;2;0;0;0;2.000000;;
7760866;PI06ZSA63,OTTO BOCK;;0;A;N;2;7;2;1;2;5;3;0;0;0;2.000000;;
7760872;AI3Z001,OTTO BOCK;;0;A;N;2;7;2;1;3;6;1;1;0;0;2.000000;;
7760889;AI6Z001,OTTO BOCK;;0;A;N;2;7;2;1;3;6;3;0;0;0;3.000000;;
7760895;AI6Z002,OTTO BOCK;;0;A;N;2;7;2;1;3;6;3;0;0;0;6.000000;;
7762799;AS9D02,OTTO BOCK;;0;A;N;2;7;1;1;2;2;7;0;0;0;6.000000;;
7767354;AT43Z15,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;30.000000;;
7767377;AT43Z08,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;15.000000;;
7767383;AT43Z20,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;36.000000;;
7771456;AI6X607,GROUPE G2M;;0;A;N;2;7;2;1;3;2;4;0;0;0;4.000000;;
7771491;AI6Z601,GROUPE G2M;;0;A;N;2;7;2;1;3;2;4;0;0;0;15.000000;;
7771545;AI3X002,GROUPE G2M;;0;A;N;2;7;2;1;3;2;7;0;0;0;17.000000;;
7771551;VI3X603,GROUPE G2M;;0;A;N;2;7;2;1;3;3;1;2;0;0;4.000000;;
7771568;VI4AC02,GROUPE G2M;;0;A;N;2;7;2;1;3;3;5;0;0;0;2.000000;;
7771574;VI4AF01,GROUPE G2M;;0;A;N;2;7;2;1;3;3;5;0;0;0;4.000000;;
7771580;VI6X603,GROUPE G2M;;0;A;N;2;7;2;1;3;3;4;2;0;0;3.000000;;
7771597;VI6X604,GROUPE G2M;;0;A;N;2;7;2;1;3;3;4;2;0;0;7.000000;;
7771628;VI6X605,GROUPE G2M;;0;A;N;2;7;2;1;3;3;4;2;0;0;16.000000;;
7771634;VI4ZN23,GROUPE G2M;;0;A;N;2;7;2;1;3;1;2;2;0;0;32.000000;;
7771640;VI8Z820,GROUPE G2M;;0;A;N;2;7;2;1;3;1;4;1;0;0;8.000000;;
7771657;VI4ZH23,GROUPE G2M;;0;A;N;2;7;2;1;3;1;2;1;0;0;12.000000;;
7771686;PI21,GROUPE G2M;;0;A;N;2;7;2;1;4;5;2;1;0;0;4.000000;;
7771692;PI71,GROUPE G2M;;0;A;N;2;7;2;1;4;5;2;1;0;0;9.000000;;
7772177;VI4ZS25,ORTHO EUROPE;;0;A;N;2;7;2;1;3;1;2;1;0;0;38.000000;;
7772243;PI51,GO ORTHO;;0;A;N;2;7;2;1;4;5;2;4;0;0;3.000000;;
7772266;PI21,GO ORTHO;;0;A;N;2;7;2;1;4;5;2;1;0;0;3.000000;;
7772556;PI71,GO ORTHO;;0;A;N;2;7;2;1;4;5;2;1;0;0;8.000000;;
7772645;PI22,GO ORTHO;;0;A;N;2;7;2;1;4;5;2;2;0;0;3.000000;;
7772668;PI72,GO ORTHO;;0;A;N;2;7;2;1;4;5;2;2;0;0;8.000000;;
7772697;AI6X607,GO ORTHO;;0;A;N;2;7;2;1;3;2;4;0;0;0;3.000000;;
7772728;PS42,GO ORTHO;;0;A;N;2;7;1;1;1;2;8;0;0;0;3.000000;;
7772734;VI3X003,GO ORTHO;;0;A;N;2;7;2;1;3;3;1;2;0;0;13.000000;;
7772757;VI3X603,GO ORTHO;;0;A;N;2;7;2;1;3;3;1;2;0;0;3.000000;;
7772763;VI6X603,GO ORTHO;;0;A;N;2;7;2;1;3;3;4;2;0;0;2.000000;;
7772786;VI4ZR23,GO ORTHO;;0;A;N;2;7;2;1;3;1;2;2;0;0;51.000000;;
7772792;VI4ZR22,GO ORTHO;;0;A;N;2;7;2;1;3;1;2;2;0;0;46.000000;;
7773082;VI8Z420,WILLOWWOOD;;0;A;N;2;7;2;1;3;1;4;1;0;0;3.000000;;
7774331;AT43Z11,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;21.000000;;
7774354;AT43Z06,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;11.000000;;
7774360;AT47Z11,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;21.000000;;
7774450;AT43Z07,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;13.000000;;
7774466;AT47Z06,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;10.000000;;
7774472;AT43Z03,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;5.000000;;
7774495;AT47Z03,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;5.000000;;
7774590;AT43Z02,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;3.000000;;
7774609;AT47Z02,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;2.000000;;
7775419;AT43Z05,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;9.000000;;
7775425;AT47Z05,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;3.000000;;
7775448;AT43Z09,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;17.000000;;
7775454;AT47Z09,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;17.000000;;
7775477;AT43Z10,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;19.000000;;
7775566;AT43Z12,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;24.000000;;
7775572;AT47Z10,RECFRANCE;;0;A;N;2;7;3;1;5;1;0;0;0;0;19.000000;;
7775589;AT43Z13,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;26.000000;;
7775595;AT43Z21,RECFRANCE;;0;A;N;2;7;3;1;3;2;0;0;0;0;38.000000;;
7777140;VI3X603,WILLOWWOOD;;0;A;N;2;7;2;1;3;3;1;2;0;0;9.000000;;
7777157;VI6X604,WILLOWWOOD;;0;A;N;2;7;2;1;3;3;4;2;0;0;11.000000;;
7777163;VI6X605,WILLOWWOOD;;0;A;N;2;7;2;1;3;3;4;2;0;0;21.000000;;
8151595;ACCESSOIRE, VIS DE FIXATION POUR IMPLANT ARTICULAIRE,LIMA FRANCE;;0;A;N;3;1;2;1;4;7;0;0;0;0;26.000000;;
8151603;EPAULE, TETE OU CALOTTE SEULE METALLIQUE,LIMA FRANCE;;0;A;N;3;1;2;1;2;2;0;0;0;0;34.000000;;
8151610;EPAULE, TIGE HUMERALE REPRISE OU RECONSTRUCT, MONOBLOC OU MODULR,LIMA FRANCE;;0;A;N;3;1;2;1;2;1;0;0;0;0;43.000000;;
8151626;COUDE, EXTREMITE INFERIEURE, HUMERUS METALLIQUE.,LIMA FRANCE;;0;A;N;3;1;2;1;1;0;0;0;0;0;17.000000;;
8151632;HANCHE, COTYLE STD, 1 MOB, MODULR, METAL-BACK, INSERT-, CIMENTE-,LIMA FRANCE;;0;A;N;3;1;2;1;4;13;2;0;0;0;23.000000;;
8151649;EPAULE, IMPLANT GLENOIDIEN, MONOBLOC OU SURFACE GLENOIDIENNE,LIMA FRANCE;;0;A;N;3;1;2;1;2;3;0;0;0;0;14.000000;;
8151655;HANCHE, TIGE DE RECONSTRUCTION, COL INCLUS, DROITE, NON CIMENTEE,LIMA FRANCE;;0;A;N;3;1;2;1;4;12;0;0;0;0;25.000000;;
8151661;GENOU, IMPLANT FEMORAL, UNICONDYLIEN OU UNICOMPARTIMENT, CIMENTE,LIMA FRANCE;;0;A;N;3;1;2;1;3;1;0;0;0;0;16.000000;;
8151678;HANCHE, TIGE STANDARD, COL INCLUS, DROITE, MODULAIR NON CIMENTEE,ADLER ORTHO;;0;A;N;3;1;2;1;4;9;0;0;0;0;50.000000;;
8151684;HANCHE, TIGE ANATOMIQUE, COL INCLUS, CIMENTEE,ADLER ORTHO;;0;A;N;3;1;2;1;4;10;0;0;0;0;2.000000;;
8151690;HANCHE, TIGE ANATOMIQUE, COL INCLUS, NON CIMENTEE,ADLER ORTHO;;0;A;N;3;1;2;1;4;10;0;0;0;0;20.000000;;
8151709;HANCHE, TIGE DE REPRISE, COL INCLUS, DROITE, MODULR, NON CIMENTE,ADLER ORTHO;;0;A;N;3;1;2;1;4;11;0;0;0;0;26.000000;;
8151715;GENOU, IMPLANT FEMORAL, BICONDYLIEN, CIMENTE,LIMA FRANCE;;0;A;N;3;1;2;1;3;1;0;0;0;0;68.000000;;
