CODE_LPP;LIB_CODE_LPP
1126364;PERF A DOM,FORF HEB CONSOM-ACCESS,SYSTEME ACTIF,4A6PERF/S, PERFADOM29-C-SA=4A6/S
1131030;PERF A DOM, FORF HEBDO CONSOM-ACCESS, DIFFUSEUR,2 PERF/J, PERFADOM38-C-DIFF=2/J
1134211;PERF A DOM, FORF HEBDO CONSOM-ACCESS, SYSTEME ACTIF,3 PERF/J,PERFADOM32-C-SA=3/J
1136061;PERF A DOM,FORF HEB CONSOM-ACCESS,SYSTEME ACTIF,2A3PERF/S, PERFADOM28-C-SA=2A3/S
1149141;PERF A DOM, FORF CONSOM-ACCESS, SYSTEME ACTIF,1PERF/J, PERFADOM42-C-SA IMMU-IV
1150865;PERF A DOM, FORF HEBDO CONSOM-ACCESS,SYSTEME ACTIF,>3 PERF/J,PERFADOM33-C-SA>3/J
1153467;PERF A DOM, FORF HEB CONSOM-ACCESS,SYSTEME ACTIF,1PERF/S,PERFADOM41-C-SA IMMU-SC
1154018;PERF A DOM, FORF HEBDO CONSOM-ACCESS, DIFFUSEUR,1 PERF/J, PERFADOM37-C-DIFF=1/J
1156023;PERF A DOM, FORF HEBDO CONSOM-ACCESS, DIFFUSEUR,1 PERF/S, PERFADOM34-C-DIFF=1/S
1157318;PERF A DOM, FORF HEBDO CONSOM-ACCESS, DEBR DIFF ETAB SANT,PERFADOM24-C-DEBR-DIFF
1168470;PERF A DOM, FORF HEBDO CONSOM-ACCESS, SYSTEME ACTIF,1PERF/S, PERFADOM27-C-SA=1/S
1169675;PERF A DOM, FORF HEBDO CONSOM-ACCESS, SYSTEME ACTIF,2 PERF/J,PERFADOM31-C-SA=2/J
1187489;PERF A DOM, FORF HEBDO CONSOM-ACCESS, SYSTEME ACTIF,1 PERF/J,PERFADOM30-C-SA=1/J
1102257;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, 1 CAPTEUR, ABBOTT, FREESTYLE LIBRE.
1103570;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, LECTEUR, ABBOTT, FREESTYLE LIBRE.
1112712;AUTOMESURE DE L'INR, LECTEUR, COAGUCHEK INRANGE, ROCHE.
1126737;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, FORFAIT MENSUEL,DEXCOM, DEXCOM G4 PLATINUM
1145999;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, FORFAIT INIT, DEXCOM, DEXCOM G4 PLATINUM
1163856;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, KIT TRANSMETTEUR MEDTRONIC,GUARDIAN 2 LINK
1170862;AUTOCONTROLE DU GLUCOSE INTERSTITIEL, FORFAIT MENSUEL CAPTEURS,MEDTRONIC,ENLITE
1171689;AUTOMESURE DE L'INR, BANDELETTE-TEST, COAGUCHEK XS PT TEST PST, ROCHE, BTE/24.
1107183;SPIROMETRE ELECTRONIQUE PORTABLE, LOCATION TRIMESTRIELLE, LAMIRAU, SPIROTEL
1108544;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1) + OXYGENOTHERAPIE LT POSTE FIXE.
1114527;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1) + OXYGENOTHERAPIE CT.
1122337;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.2) + OXYGENOTHERAPIE LT LIQUIDE.
1124796;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.2) + OXYGENOTHERAPIE LT POSTE FIXE.
1127688;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1) + OXYGENOTHERAPIE LT LIQUIDE.
1182598;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1) + PHILIPS SIMPLYGO.
1192148;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1)+ VENTURE HOMEFILL II
1197128;PPC, APNEE SOMMEIL, PATIENT TELEOBSERVE (9.1) + INVACARE, SOLO2.
1110908;PERFUSION, SYSTEME ACTIF, CATHETER ET CONSOMMABLES ASSOCIES POUR POMPE, INSULINE
1122509;PERFUSION,SYSTEME ACTIF EN POSTE FIXE,LOCATION DU POUSSE-SERINGUE A 2 VOIES ET +
1188069;PERFUSION, POMPE EXTERNE A INSULINE, FORFAIT MENSUEL
1121243;AUTOTRAIT., ENSEMBLE STERILE NON REUTILISABLE AIGUILLES ET RESERVOIR (STYLO INJ)
1131690;AUTOTRAIT., STYLO INJECTEUR + AIGUILLES ET RESERVOIR NON REUTILISABLES STERILES
1138090;AUTOCONTROLE, AUTOPIQUEURS A USAGE UNIQUE, STERILES, B/10
1163891;AUTOCONTROLE, APP. LECTURE GLYCEMIE/CETONEMIE, ABBOTT, OPTIUM XCEED OU FREESTYLE
1194673;AUTOTRAIT., STYLO A RESERVOIR SANS AIGUILLE ET EMBOUT PERFORATEUR STERILE
1103819;INCONTINENCE, STOMIE URINAIRE, RACCORD POUR POCHE D'UROSTOMIE
1106516;INCONTINENCE MASCULINE, JOINT INERTE
1111960;SONDAGE PERMANENT, SONDE VESICALE STERILE A BALLONNET SIMPLE
1113746;SONDE POUR CATHETERISME SUS-PUBIEN, 100 % SILICONE
1113918;SONDAGE PERMANENT,SONDE VESIC. STERILE BALLONNET,2 VOIES,DROITE, 100% SILICONE
1104285;FRA-147, PPC, APNEE SOM, 9.4 + OLT 2.21 PHILIPS, SIMPLYGO MINI
1174742;FRA-141, PPC, APNEE SOM, 9.4 + OXYG OLT 2.20 RESMED, LIFECHOICE ACTIVOX
1182003;AUTOCONTROLE DE LA CETONEMIE, ABBOTT, OPTIUM BETA CETONE
1175440;FRA-64, TRACHEOTOMIE SANS VENTILATION + OXYGENO OLT 2.15 PHILIPS SIMPLYGO
1180731;DEBITMETRE DE POINTE, PULMOMED, WHISTLEWATCH RESPALERT
1175888;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, NORMED NM, ACCUFUSER C 1000 L
1176505;PERFUSION, DIFFUSEUR, = OU >24 H ET <72 H, SERINGUE 50 ML, FRESENIUS, 2878081
1179314;PERFUSION, DIFFUSEUR, <24 H, SERINGUE 50 ML, ASEPT INMED SA, DOSI-FUSER 200673
1116383;DIGESTIF,COLLECTEUR MATIERES FECALES,50 POCHES AVEC SUPPORT + FILTRE,NON VIDABLE
1118270;INCONTINENCE, STOMIE URINAIRE, 10 POCHES DE JAMBE OU DE NUIT, AVEC RACCORD
1118525;DIGESTIF, SET, COUPLE MECANIQUE, POCHE FERMEE, STANDARD
1121711;SONDAGE PERMANENT,SONDE VESIC.STERILE BALLONNET,2 VOIES,PEDIATRIQUE,100%SILICONE
1122231;COLLECTEUR, URINES ET MATIERES FECALES, 5 SUPPORTS POCHE DE STOMIE NON STANDARD
1122627;OBTURATEUR DE STOMIE, B BRAUN, IRYFIX, BOITE DE 15.
1123006;INCONTINENCE, ETUI PENIEN EXTENSIBLE AUTOADHESIF CONTENANT DU LATEX. B/30
1126460;SONDAGE PERMANENT, SONDE VESIC. STERILE BALLONNET, 3 VOIES, DROITE.
1130325;AUTO/HETEROSONDAGE, 20 SOND VESICAL STERIL, PVC OU PU OU POBE + POCH, >OU=700ML
1130816;DRAINAGE, SONDE VESIC INTERMITT STERILE, COLOPLAST, SPEEDICATH COMPACT, B/30
1130822;DIGESTIF, COLLECTEUR MATIERES FECALES, POCHE AVEC SUPPORT DE GOMME + FILTRE
1130839;DIGESTIF, 50 POCHES DE RECUEIL VIDABLES, 50 CLAMPS ET 50 FILTRES
1131862;COLLECTEUR, URINES ET MATIERES FECALES, 10 SUPPORTS POUR POCHE + ANNEAU
1132287;DIGESTIF, COLLECTEUR MATIERES FECALES, 10 POCHES + ANNEAU + CLAMP, VIDABLES
1119387;STYLO SANS AIGUILLE, ZOMAJET 2 VISION, FERRING SAS
1128334;AUTOCONTROLE, AUTOPIQUEURS A USAGE UNIQUE, STERILES, B/50
1133915;DISPOSITIF CONTRACEPTIF, DIAPHRAGME EN SILICONE
1133996;DIGESTIF, 30 POCHES DE RECUEIL VIDABLES ET 30 CLAMPS
1135506;UROSTOMIE, COLLECTEUR DES URINES, POCHE STERILE, VOLUME > 200 ML
1136121;STOMIE, TAMPON ABSORBANT AVEC FILTRE. B/10
1136316;UROSTOMIE, COLLECTEUR DES URINES, 10 POCHES NON STERILES + SUPPORT + 10 RACCORDS
1138150;DIGESTIF, COLLECTEUR MATIERES FECALES,50 POCHES + JOINT,FILTRE,CLAMP,VIDABLE
1139390;INCONTINENCE, STOMIE URINAIRE, 30 POCHES DE JAMBE OU DE NUIT, AVEC RACCORD
1139527;DISPOSITIF D'IRRIGATION TRANSANALE, COLOPLAST, PERISTEEN, SYSTEME INITIAL.
1139964;INCONTINENCE, ETUI PENIEN EXTENSIBLE AUTOADHESIF ANALLERGIQUE. B/30
1140772;DIGESTIF, COLLECTEUR MATIERES FECALES,50 POCHES + ANNEAU + FILTRE,NON VIDABLE
1140909;AUTO/HETEROSONDAGE, SOND VESICAL STERIL, PVC OU PU OU POBE + POCH, >OU=700ML
1145210;COLLECTEUR, URINES ET MATIERES FECALES, SUPPORT POUR POCHE
1145605;UROSTOMIE, COLLECTEUR DES URINES, 30 POCHES NON STERILES & 30 RACCORDS, > 200 ML
1146792;SONDAGE PERMANENT, SONDE VESIC. STERILE BALLONNET, 3 VOIES,DROITE, 100% SILICONE
1147260;UROSTOMIE, COLLECTEUR DES URINES, 30 POCHES NON STERILES + SUPPORT + 30 RACCORDS
1148058;DIGESTIF, 10 POCHES DE RECUEIL VIDABLES ET 10 CLAMPS
1148124;INCONTINENCE, STOMIE URINAIRE, 30 POCHES DE JAMBE OU DE NUIT, 30 RACCORDS
1149543;INCONTINENCE, URINAL EN CAOUTCHOUC, PARTIE SUPERIEURE ET POCHE
1152427;DIGESTIF,COLLECTEUR DE MATIERES FECALES, COLOPLAST, 10 UNITES,COLLECTEUR EXPRESS
1153071;INCONTINENCE, STOMIE URINAIRE, POCHE DE JAMBE OU DE NUIT AVEC RACCORD
1154917;SONDAGE PERMANENT, SONDE VESIC. STERILE BALLONNET, 2 VOIES, BEQUILLEE.
1155093;AUTO/HETEROSONDAGE, ACCESSOIRES STERILES POSE D'UNE SONDE VESICALE, TARIF/JOUR.
1155130;ACCESSOIRES, CEINTURE POUR POCHE DE RECUEIL DE STOMIE URINAIRE OU DIGESTIVE.B/1
1155495;TUBULURES POUR DISPOSITIF D'IRRIGATION TRANSANALE, COLOPLAST, PERISTEEN. B/2
1155928;SONDES RECTALES POUR DISPOSITIF D'IRRIGATION TRANSANALE,COLOPLAST,PERISTEEN B/15
1156780;OBTURATEUR ANAL, COLOPLAST, PERISTEEN OBTAL, BOITE DE 20 OBTURATEURS.
1156997;COLLECTEUR, URINES ET MATIERES FECALES, 5 SUPPORTS POUR POCHE + ANNEAU
1157531;COLLECTEUR, URINES ET MATIERES FECALES, 20 SUPPORTS POUR POCHE
1158536;OBJET CONTRACEPTIF, STERILET AVEC INSERTEUR, AU CUIVRE.
1159100;DIGESTIF, COLLECTEUR DE MATIERES FECALES, B BRAUN, 15 UNITES, FLOW COLLECTOR
1159323;SONDAGE PERMANENT, SONDE VESIC. STERILE BALLONNET, 2 VOIES, DROITE.
1163017;INCONTINENCE MASCULINE, ETUI PENIEN EXTENSIBLE AVEC EMBOUT ADAPTABLE
1163069;ACCESSOIRES, CEINTURE POUR POCHE DE RECUEIL DE STOMIE URINAIRE OU DIGESTIVE.B/2
1165186;AUTO/HETEROSONDAGE, 30 SOND VESICAL, STERIL, PVC OU PU OU POBE OU SILICONE.
1166412;DIGESTIF, SET, COUPLE ADHESIF, POCHE FERMEE, NON STANDARD.
1167392;INCONTINENCE MASCULINE, RACCORD
1169445;AUTO/HETEROSONDAGE, SOND VESICAL STERIL, PVC, PU, POBE OU SILICONE.
1171063;DIGESTIF, SET, COUPLE ADHESIF, POCHE FERMEE, STANDARD
1173270;SONDAGE PERMANENT, SONDE VESIC. STERILE BALLONNET, 2 VOIES, PEDIATRIQUE.
1174009;DIGESTIF, COLLECTEUR MATIERES FECALES, 30 MINI-POCHES + ANNEAU, SANS FILTRE
1174274;COLLECTEUR, URINES ET MATIERES FECALES, 10 SUPPORTS POCHE DE STOMIE NON STANDARD
1175090;INCONTINENCE, STOMIE URINAIRE, POCHE DE JAMBE OU DE NUIT, SANS RACCORD
1175196;DIGESTIF, COLLECTEUR MATIERES FECALES,30 POCHES + ANNEAU + FILTRE,NON VIDABLE
1181618;DIGESTIF, COLLECTEUR MATIERES FECALES, 50 FILTRES
1182227;DIGESTIF, 30 POCHES DE RECUEIL VIDABLES, 30 CLAMPS ET 30 FILTRES
1182842;COLOSTOMIE, RACCORD DE CANULE A BOUT CONIQUE POUR IRRIGATION COLIQUE. B/1
1183014;URO-GENITAL, FORFAIT ANNUEL POUR SONDE OU ELECTRODE CUTANEE PERINEALE
1184752;UROSTOMIE, COLLECTEUR DES URINES, 10 POCHES STERILES + ANNEAU
1185214;COLOSTOMIE, RESERVOIR POUR IRRIGATION COLIQUE. B/1
1185898;SONDAGE PERMANENT,SONDE VESIC.STERILE BALLONNET,2 VOIES,BEQUILLEE, 100% SILICONE
1186410;COLLECTEUR, URINES ET MATIERES FECALES, 10 CLAMPS
1186538;COLLECTEUR, URINES ET MATIERES FECALES, 5 SUPPORTS POUR POCHE
1186805;URETEROSTOMIE, SONDE CUTANEE, 100 % SILICONE AVEC TRAITEMENT ANTI-INCRUSTATION
1189270;URO-GENITAL, ELECTROSTIMULATEUR NEUROMUSCULAIRE, ACHAT
1189287;AUTO/HETEROSONDAGE, 10 SOND VESICAL STERIL, PVC, PU, POBE OU SILICONE.
1192645;DIGESTIF, COLLECTEUR MATIERES FECALES, 50 POCHES + ANNEAU + CLAMP, VIDABLES
1193610;ACCESSOIRES, PATE DE PROTECTION PERISTOMIALE, EN TUBE OU EN BARRETTES 60G
1193797;AUTO/HETEROSONDAGE, 10 SONDES VESICALES STERILES, PVC OU LATEX
1194220;DRAINAGE, SOND INTERMITT STERILE + COLLECT, COLOPLAST, SPEEDICATH COMPACT, B/20
1194354;UROSTOMIE, COLLECTEUR DES URINES, 20 POCHES NON STERILES + ANNEAU + 20 RACCORDS
1194667;DIGESTIF, POCHE REC. MAT. FECAL JETABLE + SUPP, WELLAND, FLAIR ACTIVE XTRA, 30
1195098;COLOSTOMIE, REGULATEUR DE DEBIT POUR IRRIGATION COLIQUE. B/1
1196011;AUTO/HETEROSONDAGE, SONDE VESICALE STERILE, PVC OU LATEX
1196264;INCONTINENCE FEMININE, PESSAIRE
1100086;ALIMENT SANS GLUTEN, BISCUITS, >OU= 250 G ET < 300 G
1100413;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. NORMOENERG, 1 500 ML
1100850;NUT. PARENTERALE,SANS ENTERALE ASSOCIEE,POMPE,PREST¿ HEBD.,APRES 12 PREM. SEM.
1101306;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >= 200 ET <= 250, B/3.
1101795;NUT. ORALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 13 RATIONS DE 200 ML
1101803;ALIMENT SANS GLUTEN, PAIN, >OU= 150 G ET < 200 G
1101909;ALIMENT SANS GLUTEN, FARINE, 100 G
1102777;ALIMENT SANS GLUTEN, PAIN, >OU= 350 G ET < 400 G
1104262;NUTRITION ORALE, ADULTE, PROTEINES SEULES, >OU= 200 ET <OU= 250, B/1
1104612;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 300 ET <= 350, B/1.
1105008;NUT. ENTERALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 17 RATIONS DE 200 ML
1107711;NUT ORALE, ENFANT > 1 AN, NUTRICIA, NEOCATE ADVANCE, BTE 400G.
1108142;NUTRITION ENTERALE, MEL POLY NORMOPROT. NORMOENERG., >3 ANS, 500 ML
1108320;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPOENERG, 1 000 ML
1109101;NUT. ENTERALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 13 RATIONS DE 200 ML
1110162;NUTRITION ENTERALE, MEL POLY HYPERPROT. HYPERENERG., <UN AN, 200 ML
1110529;ALIMENT SANS GLUTEN, BISCUITS, >OU= 50 G ET 75 G
1111902;NUTRITION ENTERALE, FORFAIT HEBDOMADAIRE SANS POMPE OU PAR GRAVITE
1113210;ALIMENT SANS GLUTEN, BISCUITS, >OU= 40 G ET < 50 G
1114237;NUT ORALE, ENFANT DE MOINS DE 1 AN, NUTRICIA, NEOCATE, BTE 400 G
1114266;ALIMENT SANS GLUTEN, BISCUITS, >OU= 165 G ET < 175 G
1115219;NUT. ORALE, HYDROLYSAT PROT HORS AA SEULS, ENFANT, POUDRE, 17 RATIONS DE 200 ML
1117112;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 200 ET <= 250, B/1.
1118287;ALIMENT SANS GLUTEN, BISCUITS, >OU= 200 G ET < 225 G
1120120;ALIMENT SANS GLUTEN, BISCUITS, >OU= 400 G ET < 500 G
1120522;NUTRITION PARENTERALE, FORFAIT D'INSTALLATION APRES PERFUSION A DOMICILE
1120947;NUT. ORALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 17 RATIONS DE 200 ML
1121616;NUT ORALE, ADULTE, MEL POLY GLUCIDOPROT., >= 200 ET <= 250, B/1.
1121740;NUT.ENTER,ADULTES,MEL.SEMI-ELEM.NORMOPROT.NORMORENERG.NESTLE, PEPTAMEN 500 ML
1121941;NUT ENTER, ADULT ENF.+5ANS,MEL POLY NORMOPROT NORMOENERG,NESTLE,MODULEN IBD,400G
1122975;ALIMENT SANS GLUTEN, PAIN, >OU= 250 G ET < 300 G
1124690;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, 1000 ML
1125086;NUTRITION ORALE, MEL POLY HYPERPROT. HYPERENERG., <UN AN, 200 ML
1125420;NUT. ENTERALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 15 RATIONS DE 200 ML
1125519;NUT.ENTER.,ADULTES,MEL.SEMI-ELEM.HYPERPROT.HYPERENERG.,NESTLE,PEPTAMEN HN,500 ML
1125695;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPOENERG, 500 ML
1126542;ALIMENT SANS GLUTEN, BISCUITS, >OU= 175 G ET < 200 G
1127435;ALIMENT SANS GLUTEN, BISCUITS, >OU= 125 G ET < 150 G
1128067;NUT ORALE, ENFANT > 1 AN, NUTRICIA, NEOCATE ACTIVE, B/15.
1128630;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPERENERG, 1 500 ML
1129061;ALIMENT SANS GLUTEN, FARINE, 3000 G
1129724;NUTRITION ENTERALE, MEL POLY HYPERPROT. HYPERENERG., >3 ANS, 500 ML
1129747;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. NORMOENERG, 1 000 ML
1130354;NUTRITION PARENTERALE, FORFAIT DE PREMIERE INSTALLATION
1130578;NUTRITION ENTERALE, SONDE EN PVC NASO GASTRIQUE OU NASO ENTERALE
1130800;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >OU= 300 ET <OU= 350, B/1
1131359;NUT ORALE, ENFANT > 6 MOIS, NUTRICIA, NEOCATE SPOON, BTE 400G.
1131810;NUTRITION ORALE, ADULTE, GLUCIDES SEULS, >= 200 ET <= 500, B/1.
1131827;NUTRITION ORALE, ADULTE, PROTEINES SEULES, >= 300 ET < 400, B/1.
1132548;ALIMENT SANS GLUTEN, BISCUITS, >OU= 300 G ET < 400 G
1134323;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, 1 000 ML
1134866;ALIMENT SANS GLUTEN, PATES, 250 G
1134984;NUT ORALE, ENFANT > 1 AN, NUTRICIA, NEOCATE ADVANCE, B/10.
1140045;ALIMENT SANS GLUTEN, PAIN, >OU= 500 GET < 600 G
1141330;NUT ORALE,ADULTE,MEL POLY HYPERPROT>=14 G HYPERENERG,CONCENTRE,>=200 A <=250 B/4
1141487;NUT. PARENTERALE,SANS ENTERALE ASSOCIEE,POMPE,PREST¿ HEBD.,PDT 12 PREM. SEM
1141814;NUTRITION ENTERALE, MEL POLY HYPERPROT. HYPERENERG., UN AN A 3 ANS, 500 ML
1141961;ALIMENT SANS GLUTEN, PAIN, >OU= 600 G
1144238;NUT ORALE, ADULTE, MEL POLY GLUCIDOPROT., >= 200 ET <= 250, B/4.
1144920;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, 1500 ML
1145410;NUTRITION PARENTERALE < = 5 J/7, CONSOMMABLES ET ACCESSOIRES, NPAD, FORFAIT
1145692;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 300 ET <= 350, B/4.
1146071;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPERENERG, 500 ML
1150523;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, 500 ML
1151451;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 200 ET <= 250, B/3.
1151497;ALIMENT SANS GLUTEN, BISCUITS, >OU= 150 G ET < 165 G
1152060;BOUTON DE GASTROSTOMIE, PROLONGATEUR ADAPTABLE, RENOUVELLEMENT
1153208;ALIMENT SANS GLUTEN, PAIN, >OU= 300 G ET < 350 G
1153480;NUTRITION ENTERALE, FORFAIT DE PREMIERE INSTALLATION
1153786;NUT ORALE, ADULTE, MEL. POLY NORMOPROT. HYPERENERG, >= 200 ET <= 250, B/4.
1154099;NUTRITION ENTERALE, BOUTON DE GASTROSTOMIE OU DE JEJUNOSTOMIE + ACCESSOIRES
1155331;ALIMENT SANS GLUTEN, BISCUITS, >OU= 500 G
1155963;NUT. PARENTERALE < = 5 J/7 AVEC ENTERALE,POMPE(S), PREST¿ HEBD,APRES 12 PREM SEM
1156980;NUT ENTERAL, ADULT, MEL POLY HYPERPROT. NORMOENERG, NESTLE, IMPACT ENTERAL 500ML
1157560;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >= 200 ET <= 250, B/4.
1158559;ALIMENT SANS GLUTEN, BISCUITS, 100 G
1160792;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 200 ET <= 250, B/4.
1160800;ALIMENT SANS GLUTEN, PAIN, >OU= 450 G ET < 500 G
1162510;NUT. ORALE, HYDROLYSAT PROT+TCM, ENFANT, POUDRE, 15 RATIONS DE 200 ML
1162680;ALIMENT SANS GLUTEN, PAIN, 100 G
1164264;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. NORMOENERG, 500 ML
1167050;NUT ORALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, >OU= 100 ET <OU= 150, B/3
1168049;NUT. ORALE, HYDROLYSAT PROT HORS AA SEULS, ENFANT, POUDRE, 15 RATIONS DE 200 ML
1168380;ALIMENT SANS GLUTEN, FARINE, 500 G
1168411;NUTRITION ENTERALE, SONDE DE GASTROSTOMIE OU DE JEJUNOSTOMIE, RENOUVELLEMENT
1168552;NUTRITION ORALE, ADULTE, LIPIDES SEULS, >= 450 ET <= 1000, B/1.
1168776;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >= 200 ET <= 250, B/6.
1169630;NUT ORALE, ADULTE, MEL POLY NORMOPROT. HYPERENERG,>OU= 200 ET <OU= 250, B/1
1171695;NUT. ORALE, ENFANT, NESTLE, ALFAMINO, BTE 400 G.
1171710;NUT ORALE, ADULTE, MEL POLY HYPERPROTIDIQUE HYPERENERGET, CONCENTRE, 200 ML, B/1
1173636;NUT. ORALE, ENFANT, MEAD JOHNSON, NUTRAMIGEN PURAMINO, BTE 400 G.
1175931;NUT ENTER, MEL SEMI-ELEM, NORMOPROT, NORMOENERG, NESTLE, PEPTAMEN JUNIOR, 500 ML
1175983;SOLUTE DE REHYDRATATION ORALE, LE CONDITIONNEMENT
1176741;ALIMENT SANS GLUTEN, BISCUITS, >OU= 75 G ET < 100 G
1176876;NUTRITION ENTERALE, FORFAIT HEBDOMADAIRE AVEC POMPE OU REGULATEUR DE DEBIT
1177545;ALIMENT SANS GLUTEN, PAIN, >OU= 200 G ET < 250 G
1179159;NUT. ORALE, HYDROLYSAT PROT HORS AA SEULS, ENFANT, POUDRE, 13 RATIONS DE 200 ML
1179343;NUT ORALE, MEL POLY HYPERPROT. HYPERENERG, SOLIDAGES, PROTIBIS, 6,5G B/16.
1181050;ALIMENT SANS GLUTEN, PATES, 500 G
1181185;NUT ENTER, ENFANT DE 1 A 18 ANS, NUTRICIA, KETOCAL, B/1.
1183965;NUT ENTERALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, FRESENIUS, FRESUBIN, 500ML
1185119;ALIMENT SANS GLUTEN, PATES, 100 G
1185415;NUTRITION ENTERALE, NESTLE, NUTRIMENT SPECIFIQUE, PEPTAMEN HN
1185680;NUTRITION PARENTERALE 6 OU 7 J/7, CONSOMMABLES ET ACCESSOIRES, FORFAIT.
1185697;NUT ORALE, MEL POLY HYPERPROT.HYPERENERG, DIJON CEREALES,PAIN G-NUTRITION 65G/12
1186018;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >= 200 ET <= 250, B/1.
1187331;NUT ORALE, ENFANT DE 1 A 18 ANS, NUTRICIA, KETOCAL, B/1.
1188477;NUT ORALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, >OU= 100 ET <OU= 150, B/4
1189815;NUTRITION ENTERALE, MEL POLY HYPERPROT. HYPERENERG., <UN AN, 500 ML
1190020;NUTRITION ENTERALE, MEL POLY NORMOPROT. NORMOENERG., UN AN A 3 ANS, 500 ML
1190280;NUT. ORALE, ADULTE, MEL. POLY. HYPERPROT. NORMO-ENERG, NESTLE, ORAL IMPACT, B/3
1190557;ALIMENT SANS GLUTEN, BISCUITS, >OU= 115 G ET < 125 G
1191002;NUTRITION ENTERALE, ADULTE, MEL POLY NORMOPROT. HYPERENERG, 1 000 ML
1191858;ALIMENT SANS GLUTEN, PAIN, >OU= 400 G ET < 450 G
1192007;NUTRITION ENTERALE, ADULTE, MEL POLY HYPERPROT. HYPERENERG, 500 ML
1192220;ALIMENT SANS GLUTEN, FARINE, 1000 G
1192510;NUT. PARENTERALE < = 5 J/7 AVEC ENTERALE, POMPE(S), PREST¿ HEBD, PDT 12 PREM SEM
1193780;NUTRITION ENTERALE, SONDE POLYURETHANE/SILICONE, NASO GASTRIQUE OU NASO JEJUNALE
1193930;NUT. ORALE, ENFANT, NHS, NOVALAC AMINA, BTE 400 G.
1193998;ALIMENT SANS GLUTEN, BISCUITS, >OU= 225 G ET < 250 G
1195537;NUT ORALE, ADULTE, MEL POLY GLUCIDOPROT., >= 200 ET <= 250, B/3.
1195916;NUTRITION ENTERALE, NUTRICIA, NUTRIMENT STANDARD, NUTRINI
1197080;NUT ORALE, ADULTE, MEL POLY HYPERPROT. >= 7 G HYPERENERG, >= 200 ET <= 250, B/6.
1197275;NUTRITION ENTERALE, NESTLE, NUTRIMENT SPECIFIQUE, PEPTAMEN
1197430;NUT ORALE, ENFANT > 1 AN, NUTRICIA, NEOCATE ADVANCE AROM., B/15.
1198174;NUT ORALE, ADULTE, MEL POLY HYPERPROT. NORMOENERG, >OU= 100 ET <OU= 150, B/4
1199080;NUTRITION ENTERALE, NESTLE, NUTRIMENT STANDARD, SONDALIS G
1199535;ALIMENT SANS GLUTEN, BISCUITS, >OU= 100 G ET < 115 G
1199788;NUTRITION ENTERALE, HYDROLYSAT PROT. + TCM, >UN AN, 500 ML
