CDM_COD;CDM_LIB;TEC_COL
A326;** S>85 ** ACTE SUPPRIME ** (EMBOLISATION ARTERIELLE : CC (EXCLUE TOUT AUTRE CODE));0
A327;** S>85 ** ACTE SUPPRIME ** (EMBOLISATION VEINEUSE : CC (EXCLUE TOUT AUTRE CODE));0
A328;** SU95 ** ACTE SUPPRIME ** (FISTULE CAROTIDO-CAVERNEUSE (CRANE, CONTENU ET MASSIF FACIAL));0
A329;** S>85 ** ACTE SUPPRIME ** (FIBRINOLYSE IN SITU : CC);0
A330;** S>85 ** ACTE SUPPRIME ** (CHIMIOTHERAPIE IN SITU : CC);0
A331;** S>85 ** ACTE SUPPRIME ** (DRAINAGE D'ABCES SOUS CONTROLE D'UNE TECHNIQUE D'IMAGERIE CC);0
A332;** S>85 ** ACTE SUPPRIME ** (DILATATION ARTERIELLE : MF (EXCLUE TOUT AUTRE CODE));0
A333;** S>85 ** ACTE SUPPRIME ** (EMBOLISAION ARTERIELLE : MF (EXCLUE TOUT AUTRE CODE));0
A334;** S>85 ** ACTE SUPPRIME ** (EMBOLISATION VEINEUSE : MF (EXCLUE TOUT AUTRE CODE));0
A335;** S>85 ** ACTE SUPPRIME ** (FIBRINOLYSE IN SITU : MF);0
A336;** S>85 ** ACTE SUPPRIME ** (CHIMIOTHERAPIE IN SITU : MF);0
A337;** S>85 ** ACTE SUPPRIME ** (DRAINAGE D'ABCES SOUS CONTROLE D'UNE TECHNIQUE D'IMAGERIE MF);0
A583;RADIOSCOPIE TELEVISEE DE LONGUE DUREE ISOLEE POUR EXAMEN CARDIO-VASCULAIRE, PAR SEANCE ET PAR HEURE - COEUR, COU, CAGE THORACIQUE;0
A584;** SU95 ** ACTE SUPPRIME ** (ANGIOGRAPHIE NUMERIQUE PAR VOIE VEINEUSE CENTRALE, COEUR ET ARTERE PULMONAIRE - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - PHLEBOGRAPHIE PAR PONCTION DIRECTE OU SONDE GUIDEE);0
A585;** SU95 ** ACTE SUPPRIME ** (ANGIOGRAPHIE NUMERIQUE PAR VOIE VEINEUSE PERIPHERIQUE, COEUR ET ARTERE PULMONAIRE - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - PHLEBOGRAPHIE PAR PONCTION DIRECTE OU SONDE GUIDEE);0
A586;** SU95 ** ACTE SUPPRIME ** (ANGIOGRAPHIE NUMERIQUE PAR VOIE VEINEUSE CENTRALE, AORTE - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - PHLEBOGRAPHIE PAR PONCTION DIRECTE OU SONDE GUIDEE);0
A448;** S>85 ** ACTE SUPPRIME ** (CAROTIDE INTERNE : CASG);0
A449;** SU95 ** ACTE SUPPRIME ** (CATHETERISME ISOLE DU COEUR GAUCHE AVEC RADIOSCOPIE TELEVISEE LONGUE DUREE);0
A450;** SU95 ** ACTE SUPPRIME ** (CATHETERISME DU COEUR GAUCHE AVEC SERIOGRAPHIE);0
A451;** SU95 ** ACTE SUPPRIME ** (BRONCHIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - POUMON ET MEDIASTIN - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A452;** SU95 ** ACTE SUPPRIME ** (AUTRES SELECTIVES (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - POUMON ET MEDIASTIN - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A228;** S>85 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE FP : T);0
A229;** S>85 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE F OU P OU O : T);0
A230;** SU95 ** ACTE SUPPRIME ** (CHARNIERE LOMBO-SACREE - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS DORSAL, LOMBAIRE ET SACRUM);0
A044;** SU95 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE FACE ET PROFIL - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A118;EXPLORATION RADIOLOGIQUE DU CONTENU UTERIN (EN CAS DE GROSSESSE);0
A119;RADIOPELVIMETRIE;0
A120;COLPOCYSTOGRAPHIE;0
A121;GENITOGRAPHIE;0
A122;CRANE : 1 INCIDENCE;0
A123;ETUDE DU TEMPS DE TRANSIT DE GRANULES OPAQUES;0
A124;DEFECOGRAPHIE;0
A125;** SU95 ** ACTE SUPPRIME ** (BASSIN FACE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A126;** SU95 ** ACTE SUPPRIME ** (BASSIN INCIDENCE TROIS-QUART ALAIRE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A573;** S>85 ** ACTE SUPPRIME ** (ANGIO-CARDIO-PNEUMOGRAPHIE PAR CATHETERISME AVEC INJECTION CAVE OU AURICULAIRE);0
A574;** S>85 ** ACTE SUPPRIME ** (VENTRICULOGRAPHIE DROITE PAR CATHETERISME);0
A575;ARTERIOGRAPHIE SELECTIVE DES ARTERES PULMONAIRES DROITE ET GAUCHE - COEUR, COU, CAGE THORACIQUE;0
A576;** S>85 ** ACTE SUPPRIME ** (PHLEBOGRAPHIE JUGULAIRE PAR PONCTION DIRECTE);0
A577;** S>85 ** ACTE SUPPRIME ** (PHLEBOGRAPHIE JUGULAIRE PAR CATHETERISME);0
A578;PHLEBOGRAPHIE SELECTIVE CERVICALE PAR CATHETERISME THYROIDE ET PARATHYROIDE;0
A579;** SU95 ** ACTE SUPPRIME ** (AUTRES PHLEBOGRAPHIES PAR PONCTION DIRECTE - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - PHLEBOGRAPHIE PAR PONCTION DIRECTE OU SONDE GUIDEE);0
A057;** SU95 ** ACTE SUPPRIME ** (RACHIS EN TOTALITE FACE ET PROFIL EN DECUBITUS A 2,50 M OU PLUS - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS EN TOTALITE);0
A058;** SU95 ** ACTE SUPPRIME ** (RACHIS EN TOTALITE FACE ET PROFIL EN CHARGE ET EN DECUBITUS A 2,50 M OU PLUS - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS EN TOTALITE);0
A059;** SU95 ** ACTE SUPPRIME ** (RACHIS EN TOTALITE TEST D'INCLINAISON OU EN SUSPENSION-TRACTION A 2,50 M OU PLUS - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS EN TOTALITE);0
A060;** SU95 ** ACTE SUPPRIME ** (RACHIS EN TOTALITE FACE OU PROFIL AVEC ET SANS CORSET A 2,50 M OU PLUS - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS EN TOTALITE);0
A545;DISCOGRAPHIE : PAR SEGMENT;0
A546;PONCTION OU CYTOPONCTION SOUS RADIOSCOPIE - CRANE, CONTENU ET MASSIF FACIAL;0
A547;MISE EN PLACE D'UNE ENDOPROTHESE VASCULAIRE : VAISSEAUX SUPRA-AORTIQUES - CRANE, CONTENU ET MASSIF FACIAL;0
A548;TOMOGRAPHIES CLASSIQUES : 1 INCIDENCE ET JUSQU'A 5 COUPES - RACHIS ET CONTENU;0
A475;** SU95 ** ACTE SUPPRIME ** (ILIAQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - MEMBRE INFERIEUR RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A476;CATHETERISME ARTERIEL PAR SONDE GUIDEE : SELECTIF - MEMBRES INFERIEURS;0
A477;** SU95 ** ACTE SUPPRIME ** (CAROTIDE INTERNE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - CRANE, CONTENU ET MASSIF FACIAL - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A478;** SU95 ** ACTE SUPPRIME ** (AORTE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - MEMBRE INFERIEUR - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A479;** SU95 ** ACTE SUPPRIME ** (CAROTIDE INTERNE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A480;** SU95 ** ACTE SUPPRIME ** (AXILLAIRE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - MEMBRE SUPERIEUR - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A481;** SU95 ** ACTE SUPPRIME ** (HUMERALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - MEMBRE SUPERIEUR RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A482;** SU95 ** ACTE SUPPRIME ** (AUTRES SELECTIVES - MEMBRE SUPERIEUR - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A483;** SU95 ** ACTE SUPPRIME ** (TRONC BRACHIO-CEPHALIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - CRANE, CONTENU ET MASSIF FACIAL - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A484;SIALOGRAPHIE UNILATERALE;0
A513;CATHETERISME ARTERIEL PAR SONDE GUIDEE, SELECTIF - 3 AXES ET PLUS : TRONC BRACHIO-CEPHALIQUE, CAROTIDE PRIMITIVE, CAROTIDE INTERNE, CAROTIDE EXTERNE, VERTEBRALE ET AUTRES SELECTIVES - CRANE, CONTENU ET MASSIF FACIAL;0
A453;** SU95 ** ACTE SUPPRIME ** (CATHETERISME ISOLE DU COEUR GAUCHE AVEC EPREUVES PHARMACODYNAMIQUES ET RADIOSCOPIE TELEVISEE LONGUE DUREE);0
A454;** SU95 ** ACTE SUPPRIME ** (AUTRES SELECTIVES (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - CRANE, CONTENU ET MASSIF FACIAL - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A455;** S>85 ** ACTE SUPPRIME ** (AORTOGRPHIE ABDOMINALE : CASG);0
A456;** S>85 ** ACTE SUPPRIME ** (ARTERIOGRAPHIE COELIAQUE ET MESENTERIQUE SUPERIEURE : CASG);0
A457;** S>85 ** ACTE SUPPRIME ** (MESENTERIQUE INFERIEURE : CASG);0
A458;** S>85 ** ACTE SUPPRIME ** (SELECTIVE HEPATIQUE : CASG);0
A459;** SU95 ** ACTE SUPPRIME ** (SELECTIVE GASTRO-DUODENALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A460;** SU95 ** ACTE SUPPRIME ** (SELECTIVE PANCREATIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A461;** S>85 ** ACTE SUPPRIME ** (SELECTIVE SPLENIQUE : CASG);0
A462;** SU95 ** ACTE SUPPRIME ** (SELECTIVE CORONAIRE STOMACHIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A364;TELECRANE A 3 METRES : 2 INCIDENCES;0
A365;ANGIOPLASTIE ARTERIELLE - TRACTUS DIGESTIF;0
A366;ANGIOPLASTIE VEINEUSE - TRACTUS DIGESTIF;0
A367;EMBOLISATION ARTERIELLE - TRACTUS DIGESTIF;0
A368;EMBOLISATION VEINEUSE : VARICES OESOPHAGIENNES;0
A369;** S>85 ** ACTE SUPPRIME ** (PONCTION DIAGNOSTIQUE : INTRA ABDOMINALE);0
A370;** S>85 ** ACTE SUPPRIME ** (PONCTION BIOPSIQUE : INTRA ABDOMINALE);0
A371;** S>85 ** ACTE SUPPRIME ** (PONCTION THERAPEUTIQUE : INTRA ABDOMINALE);0
A071;PARTIES MOLLES DU COU, LARYNX, CAVUM : 2 INCIDENCES ET PLUS;0
A017;** SU95 ** ACTE SUPPRIME ** (SELLE TURCIQUE FACE OU PROFIL - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A018;** SU95 ** ACTE SUPPRIME ** (SELLE TURCIQUE FACE ET PROFIL EN TELE-RADIOGRAPHIE - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A019;** SU95 ** ACTE SUPPRIME ** (SELLE TURCIQUE FACE EN TELE-RADIOGRAPHIE - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A020;** SU95 ** ACTE SUPPRIME ** (SELLE TURCIQUE PROFIL EN TELE-RADIOGRAPHIE - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A021;** S>85 ** ACTE SUPPRIME ** (CHARNIERE OCCIPITO ATLOIDIENNE : FACE ET/OU PROFIL : RS);0
A022;** SU95 ** ACTE SUPPRIME ** (ROCHER BALAYAGE DISCONTINU (AU MOINS 4 INCIDENCES) - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A023;** S>85 ** ACTE SUPPRIME ** (INCIDENCES LOCALISEES SPECIALES OU UNILATERALES - AUTRES (BLINEAU, METZER ET DARY ETC...);0
A024;** SU95 ** ACTE SUPPRIME ** (CRANE NEZ-MENTON (BLONDEAU) - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A025;** SU95 ** ACTE SUPPRIME ** (FACE VERTICALE (BRETTON, GOSSEREZ, CHAUMET) - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A026;PANORAMIQUE DENTAIRE;0
A027;** SU95 ** ACTE SUPPRIME ** (MAXILLAIRE DEFILE - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A028;** SU95 ** ACTE SUPPRIME ** (OS PROPRES DU NEZ FACE ET PROFIL - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A029;** SU95 ** ACTE SUPPRIME ** (GLANDES SALIVAIRES (BONNEAU) - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A030;** SU95 ** ACTE SUPPRIME ** (CAVUM PROFIL - CRANE, CONTENU ET MASSIF FACIAL - RADIOGRAPHIES STANDARD);0
A031;FILM INTRA-BUCCAL;0
IIII;valeur inconnue;1
XXXX;sans objet;2
A001;CRANE : 2 INCIDENCES;0
A045;** SU95 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE FACE OU PROFIL - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A046;** SU95 ** ACTE SUPPRIME ** (RACHIS LOMBAIRE FACE ET PROFIL + CHARNIERE LOMBO-SACREE INCIDENCE DE DE SEZE - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A551;** S>85 ** ACTE SUPPRIME ** (AUTRES PHLEBOGRAPHIE PAR CATHETERISME : CC);0
A552;** S>85 ** ACTE SUPPRIME ** (ANGIOGRAPHIE DIGITALISEE PAR VOIE VEINEUSE CENTRALE : CC);0
A553;** S>85 ** ACTE SUPPRIME ** (ANGIOGRAPHIE DIGITALISEE PAR VOIE VEINEUSE PERIPHERIQUE : CC);0
A554;TOMOGRAPHIES CLASSIQUES : 2 INCIDENCES ET JUSQU'A 10 COUPES - RACHIS ET CONTENU;0
A555;PHLEBOGRAPHIE ORBITAIRE - CRANE, CONTENU ET MASSIF FACIAL;0
A556;** S>85 ** ACTE SUPPRIME ** (AUTRE PHLEBOGRAPHIE PAR FONCTION DIRECTE : MF);0
A557;** S>85 ** ACTE SUPPRIME ** (AUTRE PHLEBOGRAPHIE PAR CATHETERISME : MF);0
A558;** S>85 ** ACTE SUPPRIME ** (ANGIOGRAPHIE DIGITALISEE PAR VOIE VEINEUSE CENTRALE : MF);0
A559;** S>85 ** ACTE SUPPRIME ** (ANGIOGRAPHIE DIGITALISEE PAR VOIE VEINEUSE PERIPHERIQUE : MF);0
A560;** S>85 ** ACTE SUPPRIME ** (PHLEBOGRAPHIE CERVICALE);0
A561;PHLEBOGRAPHIE LOMBAIRE - RACHIS ET CONTENU;0
A562;PHLEBOGRAPHIES AUTRES QUE CERVICALE OU LOMBAIRE PAR PONCTION DIRECTE - RACHIS ET CONTENU;0
A563;PHLEBOGRAPHIES AUTRES QUE CERVICALE OU LOMBAIRE PAR CATHETERISME - RACHIS ET CONTENU;0
A564;** SU95 ** ACTE SUPPRIME ** (ANGIOGRAPHIE NUMERIQUE PAR VOIE VEINEUSE CENTRALE - RACHIS ET CONTENU - RADIOLOGIE VASCULAIRE - PHLEBOGRAPHIE);0
A565;ANGIOGRAPHIE NUMERIQUE PAR VOIE VEINEUSE PERIPHERIQUE - RACHIS ET CONTENU;0
A877;MISE EN PLACE D'UNE SONDE DE NEPHROSTOMIE PERCUTANEE SOUS CONTROLE RADIOLOGIQUE;0
A689;MAMMOGRAPHIE DE DEPISTAGE : 2 FILMS;0
A690;RADIOGRAPHIE PEROPERATOIRE - COEUR, COU, CAGE THORACIQUE;0
A691;RADIOSCOPIE AVEC ENREGISTREMENT VIDEO OU CINEMA : COEUR;0
A061;** S>85 ** ACTE SUPPRIME ** (RACHIS EN ENTIER ET/OU COUCHE SANS TELERADIOGRAPHIE);0
A062;** SU95 ** ACTE SUPPRIME ** (TELE-RADIOGRAPHIE FACE ET PROFIL - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A063;** SU95 ** ACTE SUPPRIME ** (TELE-RADIOGRAPHIE FACE OU PROFIL - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A064;** SU95 ** ACTE SUPPRIME ** (TELE-RADIOGRAPHIE OBLIQUE INCIDENCE BILATERALE - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A065;** SU95 ** ACTE SUPPRIME ** (TELECOEUR AVEC OPACIFICATION BARYTEE 4 INCIDENCES - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A066;** SU95 ** ACTE SUPPRIME ** (RADIOSCOPIE TELEVISEE THORACIQUE - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A067;GRIL COSTAL : 2 INCIDENCES ET PLUS;0
A068;STERNUM : 2 INCIDENCES ET PLUS;0
A069;** SU95 ** ACTE SUPPRIME ** (STERNUM FACE OU PROFIL - COEUR, COU ET CAGE THORACIQUE - RADIOGRAPHIES STANDARD);0
A070;ARTICULATIONS STERNO-CLAVICULAIRES : 2 INCIDENCES ET PLUS;0
A470;** SU95 ** ACTE SUPPRIME ** (SELECTIVE SURRENALIENNE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS GENITO-URINAIRE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A093;COLON AVEC LAVEMENT EN DOUBLE CONTRASTE INCLUANT L'ABDOMEN SANS PREPARATION;0
A094;** S>85 ** ACTE SUPPRIME ** (COLON POUR INVAGINATION INTESTINALE AVEC TRAITEMENT  : RS);0
A095;CHOLECYSTOGRAPHIE ORALE;0
A034;UN SEGMENT RACHIDIEN CERVICAL : 2 INCIDENCES;0
A035;** SU95 ** ACTE SUPPRIME ** (RACHIS CERVICAL FACE OU PROFIL - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS CERVICAL);0
A036;** SU95 ** ACTE SUPPRIME ** (RACHIS CERVICAL OBLIQUE DROIT ET GAUCHE - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS CERVICAL);0
A037;** SU95 ** ACTE SUPPRIME ** (ATLAS-AXIS FACE (BOUCHE OUVERTE) ET PROFIL - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS CERVICAL);0
A222;** SU95 ** ACTE SUPPRIME ** (CHARNIERE OCCIPITO-ATLOIDIENNE - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS CERVICAL);0
A223;** S>85 ** ACTE SUPPRIME ** (ATLAS-AXIS F OU P OU O : ISOLE : T);0
A224;** SU95 ** ACTE SUPPRIME ** (CHARNIERE CERVICO-DORSALE - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS CERVICAL);0
A225;** S>85 ** ACTE SUPPRIME ** (RACHIS DORSAL FP : T);0
A226;** S>85 ** ACTE SUPPRIME ** (RACHIS DORSAL F OU P OU O : T);0
A227;** SU95 ** ACTE SUPPRIME ** (CHARNIERE DORSO-LOMBAIRE - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS DORSAL, LOMBAIRE ET SACRUM);0
A739;CATHETERISME ARTERIEL PAR SONDE GUIDEE, SELECTIF - 3 VAISSEAUX ET PLUS : TRONC COELIAQUE, MESENTERIQUE SUPERIEURE, MESENTERIQUE INFERIEURE, HEPATIQUE, GASTRO-DUODENALE, PANCREATIQUE, SPLENIQUE, CORONAIRE STOMACHIQUE ET AUTRES SELECTIVES;0
A127;** SU95 ** ACTE SUPPRIME ** (BASSIN INCIDENCE TROIS-QUART OBTURATEUR - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A128;** SU95 ** ACTE SUPPRIME ** (HANCHE FACE ET INCIDENCE DE LEQUESNE - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A129;** SU95 ** ACTE SUPPRIME ** (HANCHE INCIDENCE SPECIALE (PROFIL CHIRURGICAL, ...) - MEMBRE INFERIEUR - RADIOGRAPHIES STANDARD);0
A051;** SU95 ** ACTE SUPPRIME ** (EPREUVE DYNAMIQUE DU RACHIS LOMBAIRE - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A052;UN SEGMENT RACHIDIEN SACRO-COCCYGIEN : 2 INCIDENCES;0
A053;** SU95 ** ACTE SUPPRIME ** (SACRUM ET COCCYX FACE OU PROFIL - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A054;** SU95 ** ACTE SUPPRIME ** (ARTICULATIONS SACRO-ILIAQUES FACE INCIDENCE BILATERALE - RACHIS ET CONTENU - RADIOGRAPHIES STANDARD - RACHIS DORSAL, LOMBAIRE, SACRUM ET COCCYX);0
A081;** S>85 ** ACTE SUPPRIME ** (TELETHORAX : FP 2 X O);0
A082;RADIOSCOPIE TELEVISEE THORACIQUE;0
A083;** SU95 ** ACTE SUPPRIME ** (THORAX (CLICHE COMPLEMENTAIRE, TYPE CLICHE SUR LES SOMMETS OU CLICHE HAUTE TENSION) - POUMON ET MEDIASTIN - RADIOGRAPHIES STANDARD);0
A084;AMPLIPHOTOGRAPHIE PULMONAIRE;0
A085;** S>85 ** ACTE SUPPRIME ** (ABDOMEN SANS PREPARATION);0
A086;** SU95 ** ACTE SUPPRIME ** (ABDOMEN AIGU (CLICHES SANS PREPARATION) - TRACTUS DIGESTIF - RADIOGRAPHIES STANDARD);0
A087;OESOPHAGE ISOLE AVEC PRODUIT DE CONTRASTE;0
A088;** SU95 ** ACTE SUPPRIME ** (OPACIFICATION DE L'ESTOMAC-DUODENUM - TRACTUS DIGESTIF - RADIOGRAPHIES STANDARD);0
A089;** SU95 ** ACTE SUPPRIME ** (DUODENOGRAPHIE HYPOTONIQUE ISOLEE (PAR INTUBATION OU AUTRE PROCEDE) TRACTUS DIGESTIF - RADIOGRAPHIES STANDARD);0
A090;TRANSIT DU GRELE;0
A091;TRANSIT DU GRELE AVEC INTUBATION DUODENALE;0
A092;COLON AVEC LAVEMENT BARYTE SIMPLE INCLUANT L'ABDOMEN SANS PREPARATION;0
A549;TOMOGRAPHIES CLASSIQUES : 1 INCIDENCE ET PLUS DE 5 COUPES - RACHIS ET CONTENU;0
A550;** S>85 ** ACTE SUPPRIME ** (AUTRE PHLEBOGRAPHIE PAR PONCTION DIRECTE : CC);0
A487;** SU95 ** ACTE SUPPRIME ** (TRONC BRACHIO-CEPHALIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - POUMON ET MEDIASTIN - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A488;** SU95 ** ACTE SUPPRIME ** (CAROTIDE PRIMITIVE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - CRANE, CONTENU ET MASSIF FACIAL - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A489;SIALOGRAPHIE BILATERALE;0
A490;** SU95 ** ACTE SUPPRIME ** (CAROTIDE PRIMITIVE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - RACHIS ET CONTENU - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A485;** SU95 ** ACTE SUPPRIME ** (TRONC BRACHIO-CEPHALIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - RACHIS ET CONTENU - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A486;** SU95 ** ACTE SUPPRIME ** (TRONC BRACHIO-CEPHALIQUE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - COEUR, COU ET CAGE THORACIQUE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A145;PIED : EPREUVE STATODYNAMIQUE ISOLEE;0
A673;** SU95 ** ACTE SUPPRIME ** (DIAPHRAGMATIQUE INFERIEURE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A674;** SU95 ** ACTE SUPPRIME ** (DIAPHRAGMATIQUE INFERIEURE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) TRACTUS GENITO-URINAIRE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A675;** SU95 ** ACTE SUPPRIME ** (LOMBAIRE OU INTERCOSTALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A676;** SU95 ** ACTE SUPPRIME ** (LOMBAIRE OU INTERCOSTALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS GENITO-URINAIRE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A677;** SU95 ** ACTE SUPPRIME ** (RENALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A678;** SU95 ** ACTE SUPPRIME ** (RENALE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS GENITO-URINAIRE - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
A679;** SU95 ** ACTE SUPPRIME ** (MESENTERIQUE SUPERIEURE (CATHETERISME ARTERIEL PAR SONDE GUIDEE) - TRACTUS DIGESTIF - RADIOLOGIE VASCULAIRE - CATHETERISME ARTERIEL PAR SONDE GUIDEE);0
