table,var,format,description,nomenclature,creation,suppression,dates_manquantes
CT_IND_AAAA_GN,SUP_CVIC_CAT,number (3),Insuffisance cardiaque,-,2012,,
CT_IND_AAAA_GN,SUP_CVIDMCOR_CAT,number (3),Maladie coronaire,-,2012,,
CT_IND_AAAA_GN,SUP_FAGLP1_IND,number (3),Diabète traité par agoniste du GLP-1,-,2012,,
CT_IND_AAAA_GN,SUP_FANTIHTA_MED_NNEXCLU,number (3),Traitements antihypertenseurs (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_FHYPOLI_MED_NNEXCLU,number (3),Traitements hypolipémiants (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_FINSUL_IND,number (3),Diabète insulino-traité,-,2012,,
CT_IND_AAAA_GN,SUP_FRV_CAT,number (3),Traitements du risque vasculaire (hors pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_FRV_CAT_NNEXCLU,number (3),Traitements du risque vasculaire (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_FRVDIAB_CAT,number (3),Diabète (avec ou sans pathologies) ou traitements du risque vasculaire (hors pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_HFOI_IND,number (3),Maladies du foie (hors mucoviscidose),-,2012,,
CT_IND_AAAA_GN,SUP_HFOIPAN_IND_NNEXCLU,number (3),Maladies du foie ou du pancréas (avec ou sans mucoviscidose),-,2012,,
CT_IND_AAAA_GN,SUP_HOSPIT_PONCT,number (3),"Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité)",-,2012,,
CT_IND_AAAA_GN,SUP_HOSPIT_PONCT_EXCLU,number (3),"Hospitalisations ponctuelles (hors pathologies, traitements ou maternité)",-,2012,,
CT_IND_AAAA_GN,SUP_HPAN_IND,number (3),Maladies du pancréas (hors mucoviscidose),-,2012,,
CT_IND_AAAA_GN,SUP_HVHC_CAT,number (3),hépatite C chronique,-,2015,,
CT_IND_AAAA_GN,SUP_HVHC_CHR,number (3),hépatite C chronique ou guérie ,-,2015,,
CT_IND_AAAA_GN,SUP_INFLAM_CAT,number (3),Maladies inflammatoires chroniques,-,2012,,
CT_IND_AAAA_GN,SUP_INFRARVIH_CAT,number (3),Maladies inflammatoires ou rares ou VIH ou SIDA,-,2012,,
CT_IND_AAAA_GN,SUP_IRHEMOP_IND_EXCLU,number (3),Hémophilie,-,2012,,
CT_IND_AAAA_GN,SUP_IRTRHEMOSEV_IND,number (3),Autres troubles de l'hémostase graves,-,2012,,
CT_IND_AAAA_GN,SUP_MATERNI_IND_EXCLU,number (3),Maternité (hors pathologies et traitements),-,2012,,
CT_IND_AAAA_GN,SUP_NDEMALZ_IND,number (3),Maladie d'Alzheimer,-,2012,,
CT_IND_AAAA_GN,SUP_NDEMAUT_IND,number (3),Autres démences,-,2012,,
CT_IND_AAAA_GN,SUP_NDEMPAR_CAT,number (3),Maladies dégénératives (démences et Parkinson),-,2012,,
CT_IND_AAAA_GN,SUP_NEUDEG_CAT,number (3),Maladies neurologiques ou dégénératives,-,2012,,
CT_IND_AAAA_GN,SUP_NEURO_CAT,number (3),Maladies neurologiques,-,2012,,
CT_IND_AAAA_GN,SUP_PADDALC_IND,number (3),Troubles addictifs liés à l'utilisation d'alcool,-,2012,,
CT_IND_AAAA_GN,SUP_PADDAUT_IND,number (3),"Troubles addictifs (hormis ceux liés à l'utilisation d'alcool, du tabac et du cannabis)",-,2012,,
CT_IND_AAAA_GN,SUP_PADDCAN_IND,number (3),Troubles addictifs liés à l'utilisation du cannabis,-,2012,,
CT_IND_AAAA_GN,SUP_PADDTAB_IND,number (3),Troubles addictifs liés à l'utilisation du tabac,-,2012,,
CT_IND_AAAA_GN,SUP_PANTIDE_MED_NNEXCLU,number (3),Traitements antidépresseurs ou régulateurs de l'humeur (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_PANXIOL_MED_NNEXCLU,number (3),Traitements anxiolytiques (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_PATHO_CAT_EXCLU,number (3),Au moins une pathologie,-,2012,,
CT_IND_AAAA_GN,SUP_PATHO_CAT_NNEXCLU,number (3),Au moins une pathologie ou traitement,-,2012,,
CT_IND_AAAA_GN,SUP_PATMAT_CAT,number (3),"Au moins une pathologie, traitement ou maternité",-,2012,,
CT_IND_AAAA_GN,SUP_PATMATHOS_CAT,number (3),"Au moins une pathologie, traitement, maternité ou hospitalisation",-,2012,,
CT_IND_AAAA_GN,SUP_PETIT_CONSO,number (3),"Pas de pathologies, traitements, maternité ou hospitalisations",-,2012,,
CT_IND_AAAA_GN,SUP_PETIT_CONSO_EXCLU,number (3),"Pas de pathologies, traitements, maternité, hospitalisations ou traitement antalgique ou anti-inflammatoire",-,2012,,
CT_IND_AAAA_GN,SUP_PHYPNOT_MED_NNEXCLU,number (3),Traitements hypnotiques (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_PNEUROL_MED_NNEXCLU,number (3),Traitements neuroleptiques (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_POPTOT_CAT,number (3),Total consommants tous régimes,-,2012,,
CT_IND_AAAA_GN,SUP_PSY_CAT,number (3),Maladies psychiatriques ou psychotropes,-,2012,,
CT_IND_AAAA_GN,SUP_PSYMED_CAT,number (3),Traitements psychotropes (hors pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_PSYMED_CAT_NNEXCLU,number (3),Traitements psychotropes (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,SUP_PSYPAT_CAT,number (3),Maladies psychiatriques,-,2012,,
CT_IND_AAAA_GN,SUP_PTRBIPO_IND,number (3),Troubles maniaques et bipolaires,-,2012,,
CT_IND_AAAA_GN,SUP_PTRDHUM_IND,number (3),Dépression et autres troubles de l'humeur,-,2012,,
CT_IND_AAAA_GN,SUP_PTRNEVR_IND,number (3),Troubles névrotiques liés au stress et somatoformes,-,2012,,
CT_IND_AAAA_GN,SUP_RARES_CAT,number (3),Maladies rares,-,2012,,
CT_IND_AAAA_GN,SUP_RDIACOU_IND,number (3),Dialyse courte,-,2012,,
CT_IND_AAAA_GN,SUP_RDIAPER_IND,number (3),Dialyse péritonéale chronique,-,2012,,
CT_IND_AAAA_GN,SUP_RHEMDIA_IND,number (3),Hémodialyse chronique,-,2012,,
CT_IND_AAAA_GN,SUP_RIRCT_CAT,number (3),Insuffisance rénale chronique terminale,-,2012,,
CT_IND_AAAA_GN,TOP_ABPCOIR_IND,number (3),Maladies respiratoires chroniques (hors mucoviscidose),-,2012,,
CT_IND_AAAA_GN,TOP_ALDAUTR_IND,number (3),Autres affections de longue durée (dont 31 et 32),-,2012,,
CT_IND_AAAA_GN,TOP_CANAUTR_ACT,number (3),Autres cancers actifs,-,2012,,
CT_IND_AAAA_GN,TOP_CANAUTR_SUR,number (3),Autres cancers sous surveillance,-,2012,,
CT_IND_AAAA_GN,TOP_CANCOLO_ACT,number (3),Cancer colorectal actif,-,2012,,
CT_IND_AAAA_GN,TOP_CANCOLO_SUR,number (3),Cancer colorectal sous surveillance,-,2012,,
CT_IND_AAAA_GN,TOP_CANPOUM_ACT,number (3),Cancer du poumon actif,-,2012,,
CT_IND_AAAA_GN,TOP_CANPOUM_SUR,number (3),Cancer du poumon sous surveillance,-,2012,,
CT_IND_AAAA_GN,TOP_CANPROS_ACT,number (3),Cancer de la prostate actif,-,2012,,
CT_IND_AAAA_GN,TOP_CANPROS_SUR,number (3),Cancer de la prostate sous surveillance,-,2012,,
CT_IND_AAAA_GN,TOP_CANSEIF_ACT,number (3),Cancer du sein de la femme actif,-,2012,,
CT_IND_AAAA_GN,TOP_CANSEIF_SUR,number (3),Cancer du sein de la femme sous surveillance,-,2012,,
CT_IND_AAAA_GN,TOP_CVAOMI_IND,number (3),Artériopathie oblitérante du membre inférieur,-,2012,,
CT_IND_AAAA_GN,TOP_CVAUTRE_IND,number (3),Autres affections cardiovasculaires,-,2012,,
CT_IND_AAAA_GN,TOP_CVAVC_AIG,number (3),Accident vasculaire cérébral aigu,-,2012,,
CT_IND_AAAA_GN,TOP_CVAVC_SEQ,number (3),Séquelle d'accident vasculaire cérébral,-,2012,,
CT_IND_AAAA_GN,TOP_CVCORON_CHR,number (3),Maladie coronaire chronique,-,2012,,
CT_IND_AAAA_GN,TOP_CVEMBOL_AIG,number (3),Embolie pulmonaire aiguë,-,2012,,
CT_IND_AAAA_GN,TOP_CVIC_AIG,number (3),Insuffisance cardiaque aiguë,-,2012,,
CT_IND_AAAA_GN,TOP_CVIC_CHR,number (3),Insuffisance cardiaque chronique,-,2012,,
CT_IND_AAAA_GN,TOP_CVIDM_AIG,number (3),Syndrome coronaire aigu,-,2012,,
CT_IND_AAAA_GN,TOP_CVTRRYC_IND,number (3),Troubles du rythme ou de la conduction cardiaque,-,2012,,
CT_IND_AAAA_GN,TOP_CVVALVE_IND,number (3),Maladie valvulaire,-,2012,,
CT_IND_AAAA_GN,TOP_FANTIHTA_MED,number (3),Traitements antihypertenseurs (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_FDIABET_IND,number (3),Diabète,-,2012,,
CT_IND_AAAA_GN,TOP_FHYPOLI_MED,number (3),Traitements hypolipémiants (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_HFOIPAN_IND,number (3),Maladies du foie ou du pancréas (hors mucoviscidose),-,2012,,
CT_IND_AAAA_GN,TOP_IND,number (3),Travailleur indépendant,-,2015,,
CT_IND_AAAA_GN,TOP_IRAUTRE_IND,number (3),Autres maladies inflammatoires chroniques,-,2012,,
CT_IND_AAAA_GN,TOP_IRCRRCH_IND,number (3),Maladies inflammatoires chroniques intestinales,-,2012,,
CT_IND_AAAA_GN,TOP_IRHEMOP_IND,number (3),Hémophilie ou troubles de l'hémostase graves,-,2012,,
CT_IND_AAAA_GN,TOP_IRMMHER_IND,number (3),Maladies métaboliques héréditaires ou amylose,-,2012,,
CT_IND_AAAA_GN,TOP_IRMUCO_IND,number (3),Mucoviscidose,-,2012,,
CT_IND_AAAA_GN,TOP_IRPOLYA_IND,number (3),Polyarthrite rhumatoïde et maladies apparentées,-,2012,,
CT_IND_AAAA_GN,TOP_IRSPONA_IND,number (3),Spondylarthrite ankylosante et maladies apparentées,-,2012,,
CT_IND_AAAA_GN,TOP_IRVIH_IND,number (3),VIH ou SIDA,-,2012,,
CT_IND_AAAA_GN,TOP_MATERNI_IND,number (3),Maternité (avec ou sans pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_MT,number (3),Médecin traitant au 31 décembre de l'année N,-,2015,,
CT_IND_AAAA_GN,TOP_NAUTRES_IND,number (3),Autres affections neurologiques,-,2012,,
CT_IND_AAAA_GN,TOP_NDEMENC_IND,number (3),Démences (dont maladie d'Alzheimer),-,2012,,
CT_IND_AAAA_GN,TOP_NEPILEP_IND,number (3),Epilepsie,-,2012,,
CT_IND_AAAA_GN,TOP_NMYOMYA_IND,number (3),Myopathie ou myasthénie,-,2012,,
CT_IND_AAAA_GN,TOP_NPARAPL_IND,number (3),Paraplégie,-,2012,,
CT_IND_AAAA_GN,TOP_NPARKIN_IND,number (3),Maladie de Parkinson,-,2012,,
CT_IND_AAAA_GN,TOP_NSEPLAQ_IND,number (3),Sclérose en plaques,-,2012,,
CT_IND_AAAA_GN,TOP_PADDICT_IND,number (3),Troubles addictifs,-,2012,,
CT_IND_AAAA_GN,TOP_PANTIDE_MED,number (3),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_PANXIOL_MED,number (3),Traitements anxiolytiques (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_PDEPNEV_IND,number (3),Troubles névrotiques et de l'humeur,-,2012,,
CT_IND_AAAA_GN,TOP_PHYPNOT_MED,number (3),Traitements hypnotiques (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_PNEUROL_MED,number (3),Traitements neuroleptiques (hors pathologies),-,2012,,
CT_IND_AAAA_GN,TOP_PRETARD_IND,number (3),Déficience mentale,-,2012,,
CT_IND_AAAA_GN,TOP_PSYAUTR_IND,number (3),Autres troubles psychiatriques,-,2012,,
CT_IND_AAAA_GN,TOP_PSYCHOS_IND,number (3),Troubles psychotiques,-,2012,,
CT_IND_AAAA_GN,TOP_PTRENFA_IND,number (3),Troubles psychiatriques ayant débuté dans l'enfance,-,2012,,
CT_IND_AAAA_GN,TOP_RDIALYSE_IND,number (3),Dialyse chronique,-,2012,,
CT_IND_AAAA_GN,TOP_RTRANS_AIG,number (3),Transplantation rénale,-,2012,,
CT_IND_AAAA_GN,TOP_RTRANS_CHR,number (3),Suivi de transplantation rénale,-,2012,,
CT_IND_AAAA_GN,VERSION,string (2),Version,-,2015,,
DA_PRA_R,DTE_MOI_FIN,string (2),Mois de traitement,-,,,
DA_PRA_R,DTE_ANN_TRT,string (4),Exercice de traitement,-,,,
DA_PRA_R,PFS_PFS_NUM,string (8),N° du PS,-,,,
DA_PRA_R,TRT_SNI_COD,string (1),Code traitement SNIR PS,-,,,
DA_PRA_R,IPP_IDV_NUM,string (13),N.I.R. du P.S,-,,,
DA_PRA_R,IPP_SEX_COD,string (1),Sexe du PS,-,,,
DA_PRA_R,IPP_ANN_NAI,string (4),Année de naissance du P.S.,-,,,
DA_PRA_R,CAI_NUM,string (3),Cpam gestionnaire du P.S.,-,,,
DA_PRA_R,ACT_CAB_COD,string (2),Code cabinet d'un praticien,-,,,
DA_PRA_R,T733_CTR_NUM,string (2),CTR de rattachement,-,,,
DA_PRA_R,PFS_PRA_SPE,string (2),Spécialité Médicale PS,IR_SPA_D,,,
DA_PRA_R,CES_CES_COD,string (2),Code diplôme du P.S,-,,,
DA_PRA_R,PRA_MEP_COD,string (2),Mode d'exercice particulier,IR_MEP_V,,,
DA_PRA_R,CNV_CNV_COD,string (1),Code convention nationale du P.S.,IR_CNV_V,,,
DA_PRA_R,PRA_IDP_DDP,string (1),Droit à dépassement,-,,,
DA_PRA_R,PRA_IDP_SAL,string (1),Top salarié,-,,,
DA_PRA_R,EXC_EXC_NAT,string (2),Nature d exercice,IR_EPS_V,,,
DA_PRA_R,STA_PFS_NUM,string (8),Num. P.S de chainage statistique.,-,,,
DA_PRA_R,STA_CAI_NUM,string (3),CPAM resp. relevés stat P.S.,-,,,
DA_PRA_R,STA_CTR_NUM,string (2),CTR DE CHAINAGE,-,,,
DA_PRA_R,T733_STA_URC,string (2),URCAM DE CHAINAGE STATISTIQUE,-,,,
DA_PRA_R,FIS_PFS_NUM,string (8),Numéro chainage fiscal d'un P.S.,-,,,
DA_PRA_R,FIS_CAI_NUM,string (3),CPAM resp. relevé fisc. du P.S.,-,,,
DA_PRA_R,FIS_URC_COD,string (2),URCAM de chaînage fiscal,-,,,
DA_PRA_R,PFS_ACP_DSD,string (8),Date de début de spécialité Médicale PS,-,,,
DA_PRA_R,EXC_EFF_DSD,string (8),Date effet nat. exercice du P.S,-,,,
DA_PRA_R,EXC_FIN_MTF,string (1),Motif de fin d'exercice libéral,EXC_FIN_MTF,,,
DA_PRA_R,PFS_INS_DSD,string (8),date d'installation d'un P.S,-,,,
DA_PRA_R,PRA_SAL_SPE1,string (1),Spécialité salariés 1,-,,,
DA_PRA_R,PRA_SAL_SPE2,string (1),Spécialité salariés 2,-,,,
DA_PRA_R,PRA_SAL_SPE3,string (1),Spécialité salariés 3,-,,,
DA_PRA_R,PRA_SAL_SPE4,string (1),Spécialité salariés 4,-,,,
DA_PRA_R,PRA_SAL_SPE5,string (1),Spécialité salariés 5,-,,,
DA_PRA_R,PRA_SAL_SPE6,string (1),Spécialité salariés 6,-,,,
DA_PRA_R,PRA_DIP_NBR,string (2),Nb de salariés diplômés,-,,,
DA_PRA_R,PRA_SAL_NBR,string (2),Nb de salariés non diplômés,-,,,
DA_PRA_R,PFS_SPE_ANT,string (2),Spécialité Médicale PS antérieure,-,,,
DA_PRA_R,PFS_AMB_NBR,string (2),Effectif du véhicule de type ambulance,-,,,
DA_PRA_R,PFS_VSL_NBR,string (2),Effectif du véhicule de type VSL,-,,,
DA_PRA_R,PFS_TXI_NBR,string (2),Effectif du véhicule de type Taxi,-,,,
DA_PRA_R,PRA_TOP_REF,string (1),Code options conventionnelles,-,,,
DA_PRA_R,CAB_REF_DSD,string (8),Date début du code options conventionnelles,-,,,
DA_PRA_R,CAB_REF_DSF,string (8),Date fin du code options conventionnelles,-,,,
DA_PRA_R,LAB_CAT_COD,string (2),Code catégorie laboratoire,-,,,
DA_PRA_R,PRA_CIV_COD,string (1),Code civilité du PS,-,,,
DA_PRA_R,PFS_EXC_COM,string (3),Code commune adr. prof du P.S.,-,,,
DA_PRA_R,PFS_COD_POS,string (5),Code postal adr. prof du P.S.,-,,,
DA_PRA_R,PFS_LIB_COM,string (30),Lib. commune adr. prof. du P.S,-,,,
DA_PRA_R,PFS_FIN_NUM,string (8),NUMERO FINESS,-,,,
DA_PRA_R,PFS_MAJ_DAT,string (2),Mois de dernière mise à jour durant l'exercice,-,,,
DA_PRA_R,PFS_SCN_COD,string (5),Code association du P.S.,-,,,
EB_ARO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_ARO_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_ARO_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_ARO_F,ARO_REM_MNT,"number (11,2)",Montant versé-remboursé (autre que régime obligatoire),-,,,
EB_ARO_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_ARO_F,ARO_REM_TYP,number (3),Type de remboursement (autre que régime obligatoire),IR_TYR_V,,,
EB_ARO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_ARO_F,ARO_THE_TAU,"number (7,2)",Taux théorique de remboursement (autre que régime obligatoire),IR_TAU_V,,,
EB_ARO_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_ARO_F,ARO_PRS_NAT,number (5),Nature de la prestation (autre que régime obligatoire),IR_NAT_V,,,
EB_ARO_F,ARO_ENV_TYP,number (3),Type d'enveloppe (autre que régime obligatoire),IR_ENV_V,,,
EB_ARO_F,ARO_REM_BSE,"number (11,2)",Base de remboursement (autre que régime obligatoire),-,,,
EB_ARO_F,ARO_ASU_NAT,number (3),Nature d'assurance (autre que régime obligatoire),IR_ASU_V,,,
EB_ARO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_ARO_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_ARO_F,ARO_FJH_TYP,number (2),Type de prise en charge du forfait Journalier (autre que régime obligatoire),IR_FJH_V,,,
EB_ARO_F,ARO_ORD_NUM,number (3),Numéro d'ordre du remboursement autre que régime obligatoire,-,,,
EB_ARO_F,ARO_CPL_COD,number (2),Complément d'acte (autre que régime obligatoire),IR_CPA_V,,,
EB_ARO_F,ARO_MIN_TAU,"number (7,2)",Taux modulé (hors parcours de Soins) du remboursement (autre que régime obligatoire),-,,,
EB_ARO_F,ARO_MOD_MNT,"number (11,2)",Montant de la majoration de la participation de l'assuré (autre que régime obligatoire),-,,,
EB_ARO_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_ARO_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_ARO_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_ARO_F,ARO_REM_SGN,number (2),Signe du remboursement (autre que régime obligatoire),IR_SGN_V,,,
EB_ARO_F,ARO_REM_PRU,"number (14,5)",Prix unitaire de l'acte (autre que régime obligatoire),-,,,
EB_ARO_F,ARO_REM_TAU,"number (7,2)",Taux réel de remboursement (autre que régime obligatoire),IR_TAU_V,,,
EB_ARO_F,ARO_FTA_COD,number (2),Code forçage du taux (hors parcours de soins) autre que régime obligatoire,IR_FOR_V,,,
EB_BIO_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_BIO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_BIO_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_BIO_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_BIO_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_BIO_F,BIO_PRS_IDE,number (4),Code NABM de l'acte de biologie,-,,,
EB_BIO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_BIO_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_BIO_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_BIO_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_BIO_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_BIO_F,BIO_ACT_QSN,number (5),Quantité d'actes de biologie,-,,,
EB_BIO_F,BIO_ORD_NUM,number (4),Numéro d'ordre de l'acte affiné de biologie,-,,,
EB_BIO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_CAM_F,CAM_REM_BSE,"number (7,2)",Base de remboursement de la CCAM,-,,,
EB_CAM_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_CAM_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_CAM_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_CAM_F,CAM_DOC_EXT,string (1),Extension documentaire,-,,,
EB_CAM_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_CAM_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_CAM_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_CAM_F,CAM_QUA_DEN,string (32),Localisation dentaire,-,,,
EB_CAM_F,CAM_ASS_COD,string (1),Code association,-,,,
EB_CAM_F,CAM_MOD_COD,string (4),Codes modificateurs,-,,,
EB_CAM_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_CAM_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_CAM_F,CAM_TRT_PHA,number (1),Phase de traitement,-,,,
EB_CAM_F,CAM_ACT_COD,string (1),Code activite,-,,,
EB_CAM_F,CAM_ORD_NUM,number (3),Numéro d'ordre de la prestation affinée CCAM,-,,,
EB_CAM_F,CAM_PRS_IDE,string (13),Code CCAM de l'acte médical,-,,,
EB_CAM_F,CAM_GRI_TAR,string (3),Grille tarifaire,-,,,
EB_CAM_F,CAM_REM_COD,string (1),Code remboursement exceptionnel,-,,,
EB_CAM_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_CAM_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,,,
EB_CAM_F,CAM_ACT_PRU,"number (7,2)",Prix unitaire CCAM de l'acte médical,-,,,
EB_CAM_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_DCT_F,DCT_MAN_DTD,date (8),Date de mandatement Initial,IR_DTE_V,,,
EB_DCT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_DCT_F,DCT_ARC_DTE,date (8),Date liquidation,IR_DTE_V,,,
EB_DCT_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_DCT_F,DCT_ENT_SUP,number (3),Type de saisie affinée,IR_SAF_V,,,
EB_DCT_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_DCT_F,DCT_RGU_SNS,string (1),Sens de la régulation,IR_RGU_V,,,
EB_DCT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_DCT_F,DCT_MVT_SYS,number (2),Type de saisie,IR_SAI_V,,,
EB_DCT_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_DCT_F,DCT_REM_DTD,date (8),Date de remboursement - recyclage,IR_DTE_V,,,
EB_DCT_F,DCT_ARR_DTE,date (8),Date arrivée du dossier,IR_DTE_V,,,
EB_DCT_F,DCT_CTL_COD,number (3),Code du contrôle,IR_CLC_V,,,
EB_DCT_F,DCT_MUT_CMP,string (1),Part Mutuelle Complementaire décompte,-,,,
EB_DCT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
EB_DCT_F,CLE_TEC_DCT,string (100),Clé technique Décompte,-,,,
EB_DCT_F,DCT_CTL_TYP,string (1),Type de Controle,IR_CTL_V,,,
EB_DCT_F,CLE_TEC_PRS,string (100),Clé technique Prestation,-,,,
EB_DCT_F,DCT_LOT_TCR,string (1),Type Certification du Lot,IR_TCR_V,,,
EB_DCT_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
EB_DCT_F,DCT_INT_VER,string (2),Type de Version interface Tiers,IR_INT_V,,,
EB_DCT_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,,,
EB_ETE_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
EB_ETE_F,ETE_MCO_COE,"number (7,4)",Coefficient (Non Signé) MCO,-,,,
EB_ETE_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,,,
EB_ETE_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
EB_ETE_F,DDP_COD,number (3),Code de la discipline de Prestations (ou discipline médico tarifaire),IR_DDP_V,,,
EB_ETE_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
EB_ETE_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
EB_ETE_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,,,
EB_ETE_F,ETE_CAT_COD,number (3),Catégorie de l'établissement exécutant,IR_CET_V,,,
EB_ETE_F,ETE_NAT_FSJ,string (1),Nature de fin de séjour,IR_NFS_V,,,
EB_ETE_F,MDT_COD,number (2),Code du mode de traitement,IR_MDT_V,,,
EB_ETE_F,ETE_TYP_COD,number (2),Code du type de l'établissement exécutant,IR_TYE_V,,,
EB_ETE_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
